,pair,open_date,enter_reason,exit_reason,open (entry),high (entry),ema-26 (entry),ema-12 (entry),low (entry),mean-grad-hist (entry),close (entry),volume (entry),long_jcrosk (entry),short_kdj (entry),sma-05 (entry),sma-07 (entry),sma-25 (entry),profit_abs,profit_ratio,sma-compare (entry),long-small-rl (entry),short-small-rl (entry),long-large-rl (entry),short-large-rl (entry),long-bid-rl (entry),short-bid-rl (entry),short-large-rl (exit),long_jcrosk (exit),ema-12 (exit),short-small-rl (exit),low (exit),mean-grad-hist (exit),close (exit),open (exit),high (exit),long-bid-rl (exit),sma-25 (exit),volume (exit),short_kdj (exit),long-large-rl (exit),ema-26 (exit),sma-compare (exit),sma-05 (exit),long-small-rl (exit),sma-07 (exit),short-bid-rl (exit)
110,TRB/USDT:USDT,2024-05-02 22:00:00+00:00,first_buy,long-exit-profit,75.867,76.334,73.88619611885399,70.45333036274812,74.8,0,75.458,180050.9,0,False,74.73860000000221,74.44385714285863,71.79695999999973,11.52611052,0.1907451152309219,0,go_short,go_short,go_short,go_short,go_short,go_short,go_short,0,77.53343649208796,go_short,86.244,0,90.038,86.844,90.76,go_short,75.65171999999973,711824.0,False,go_short,81.74632409211179,0,86.19400000000226,go_short,84.59685714285865,go_short
109,TRB/USDT:USDT,2024-04-12 18:45:00+00:00,first_buy,long-exit-profit,73.295,73.411,74.88565101643874,78.30408205406692,59.0,1,63.904,273766.1,0,False,72.03700000000227,73.36742857142978,79.11271999999974,10.46724681,0.1816266308856586,1,go_short,go_short,go_short,go_short,go_short,go_short,go_short,0,70.05295679176797,go_short,74.52,0,75.85,74.807,77.0,go_short,71.29027999999973,303418.2,False,go_short,73.60041359500926,0,74.2778000000022,go_short,74.38385714285864,go_short
107,TRB/USDT:USDT,2024-03-05 20:00:00+00:00,first_buy,long-exit-profit,109.936,110.373,110.57296276307305,113.35639508061797,77.343,1,94.109,376342.8,0,False,108.59160000000165,110.38857142857289,114.0411599999997,12.44432868,0.22030651751225913,1,go_short,go_short,go_short,go_short,go_short,go_short,go_short,0,106.8638405474148,go_short,107.52,0,115.727,107.796,116.238,go_short,106.29131999999973,144736.0,False,go_short,108.47538929537922,0,109.73540000000196,go_short,109.03128571428704,go_short
90,TRB/USDT:USDT,2023-11-09 20:45:00+00:00,first_buy,long-exit-profit,87.82,92.652,100.53144950817507,111.10130554947642,85.325,0,91.009,982042.7,0,False,93.27340000000119,95.0807142857154,113.67259999999999,9.72836891,0.1779053723121073,1,go_short,go_short,go_short,go_short,go_short,go_short,go_short,0,104.84003302675391,go_short,106.23,0,107.829,106.277,107.899,go_short,104.16803999999995,41760.5,False,go_short,105.70882451301634,0,106.53820000000128,go_short,106.15314285714372,go_short
105,TRB/USDT:USDT,2024-01-03 12:15:00+00:00,first_buy,long-exit-profit,168.649,168.74,165.59805319785573,170.05884537868963,109.5,1,132.933,703449.7,0,False,162.27440000000144,164.96457142857284,171.5804399999997,13.0935388,0.24576240684011613,1,go_short,go_short,go_short,go_short,go_short,go_short,go_short,0,127.40944832521008,go_short,147.623,0,166.159,149.268,167.597,go_short,122.97355999999976,834411.5,False,go_short,134.61139827921474,0,145.02260000000132,go_short,137.9521428571443,go_short
102,TRB/USDT:USDT,2024-01-01 04:15:00+00:00,first_buy,long-exit-profit,154.991,157.715,169.29595961666507,212.78121192257873,121.279,1,130.393,1007937.0,0,False,152.32140000000132,155.08571428571594,199.0534799999997,14.7460188,0.2824358202478529,1,go_short,go_short,go_short,go_short,go_short,go_short,go_short,0,200.0962107549811,go_short,144.385,0,167.535,145.001,172.0,go_short,176.77431999999968,824583.5,False,go_short,162.52702150650032,1,147.38700000000134,go_short,151.6734285714302,go_short
99,TRB/USDT:USDT,2023-12-31 19:00:00+00:00,first_buy,long-exit-profit,444.802,464.4,362.9556432214385,326.1870196272149,407.17,0,417.808,658608.7,1,False,399.5786000000013,383.8862857142872,302.78415999999976,9.865074,0.23586275943056215,0,go_short,go_short,go_short,go_short,go_short,go_short,go_short,0,373.81058448222007,go_short,444.25,0,517.568,444.789,555.0,go_short,353.3789599999997,886404.0,False,go_short,423.5668478224464,0,455.5592000000014,go_short,447.06442857143014,go_short
98,TRB/USDT:USDT,2023-12-31 17:15:00+00:00,first_buy,long-exit-profit,316.164,337.0,293.4334342485303,281.51818030886704,311.6,0,336.401,414032.3,0,False,305.9888000000012,301.19442857142997,275.63603999999975,10.7619797,0.31959561569461653,0,go_short,go_short,go_short,go_short,go_short,go_short,go_short,0,318.8573411973921,go_short,387.232,0,444.626,388.745,450.0,go_short,297.76431999999977,959151.9,False,go_short,352.9824874435182,0,385.5658000000013,go_short,372.25671428571576,go_short
97,TRB/USDT:USDT,2023-12-31 02:30:00+00:00,first_buy,long-exit-profit,263.933,265.2,260.98813859407704,259.1773314803861,262.861,0,264.475,43689.3,0,False,262.658600000001,261.2251428571441,258.76283999999987,10.2180686,0.1929703383314632,0,go_short,go_short,go_short,go_short,go_short,go_short,go_short,0,277.1275547335764,go_short,306.386,0,316.156,310.536,322.469,go_short,273.4419999999998,455394.4,False,go_short,285.6211495664449,0,296.38140000000124,go_short,293.21100000000143,go_short
96,TRB/USDT:USDT,2023-12-29 04:00:00+00:00,first_buy,long-exit-profit,219.666,225.777,216.0943036936705,214.72566492380517,219.142,0,224.58,168269.9,0,False,217.299200000001,216.44585714285822,214.48443999999984,7.7726972,0.17287598389294437,0,go_short,go_short,go_short,go_short,go_short,go_short,go_short,0,258.75351799881696,go_short,261.317,0,263.934,263.336,264.788,go_short,258.43379999999985,56249.5,False,go_short,260.35416379300017,0,261.211400000001,go_short,260.45457142857265,go_short
95,TRB/USDT:USDT,2023-12-24 12:30:00+00:00,first_buy,long-exit-profit,185.866,188.8,180.45916367270303,179.84149652236212,184.262,0,186.371,180360.5,0,False,181.1932000000009,179.81500000000102,180.2403999999998,9.8624847,0.1762057402318153,0,go_short,go_short,go_short,go_short,go_short,go_short,go_short,0,213.9373181177096,go_short,208.237,0,219.623,213.22,226.479,go_short,214.07379999999986,258479.7,False,go_short,214.5514498197924,0,215.43220000000102,go_short,214.4962857142868,go_short
94,TRB/USDT:USDT,2023-12-21 17:45:00+00:00,first_buy,long-exit-profit,157.374,159.0,153.43367173485663,147.29734276400072,156.269,1,157.91,104003.7,0,False,156.72980000000086,156.18371428571518,145.5849599999999,8.2839675,0.17469326865878043,0,go_short,go_short,go_short,go_short,go_short,go_short,go_short,0,179.31913624415108,go_short,177.415,0,185.836,182.602,187.0,go_short,180.01603999999978,332405.8,False,go_short,179.38428434046722,0,179.1618000000009,go_short,178.5774285714296,go_short
93,TRB/USDT:USDT,2023-12-20 14:45:00+00:00,first_buy,long-exit-profit,167.359,185.8,143.97610263817495,142.96988840824804,128.551,1,133.397,1935798.3,1,False,145.25040000000095,144.4875714285722,142.88039999999987,9.5185356,0.17835622704064488,0,go_short,go_short,go_short,go_short,go_short,go_short,go_short,0,146.44833018512077,go_short,154.877,1,157.374,156.102,158.5,go_short,144.63171999999992,122177.4,False,go_short,152.61979386846693,0,156.15880000000087,go_short,155.39642857142945,go_short
92,TRB/USDT:USDT,2023-12-13 21:30:00+00:00,first_buy,long-exit-profit,128.639,128.888,122.81107402458618,120.29460215402581,125.705,0,126.045,80738.0,1,False,125.74760000000121,123.6955714285723,119.82236,16.37068188,0.3244622999668194,0,go_short,go_short,go_short,go_short,go_short,go_short,go_short,0,143.73571948090787,go_short,141.634,0,167.359,141.773,172.711,go_short,143.23419999999987,357418.5,False,go_short,145.89957584511586,0,147.09040000000095,go_short,145.6420000000008,go_short
103,TRB/USDT:USDT,2024-01-01 05:15:00+00:00,first_buy,long-exit-profit,167.558,185.146,165.48024896703873,198.73523218053805,167.047,0,181.723,717830.6,0,False,152.73360000000133,153.98557142857308,177.07167999999967,9.8319726,0.18009671110433512,1,go_short,go_short,go_short,go_short,go_short,go_short,go_short,0,199.93121498197968,go_short,177.596,0,214.881,181.794,221.827,go_short,177.65507999999969,832110.4,False,go_short,173.08036451057123,0,169.63120000000134,go_short,161.9341428571445,go_short
62,TRB/USDT:USDT,2023-03-09 21:00:00+00:00,first_buy,long-exit-profit,13.16,13.16,13.628193593864838,13.94570411783902,12.61,1,12.71,100560.2,0,False,13.32600000000032,13.488571428571968,14.121200000000124,10.82884692,0.1773214806436679,1,go_short,go_short,go_short,go_short,go_short,go_short,go_short,0,14.465004668290877,go_short,14.76,0,15.01,14.82,15.07,go_short,14.409200000000121,52974.1,False,go_short,14.514458249635183,0,14.57200000000034,go_short,14.502857142857708,go_short
60,TRB/USDT:USDT,2023-02-02 13:00:00+00:00,first_buy,long-exit-profit,18.52,18.75,17.704173593752817,17.416441839101445,18.07,0,18.2,331387.5,1,False,17.94400000000027,17.810000000000493,17.354400000000098,10.48651858,0.17452217397941822,0,go_short,go_short,go_short,go_short,go_short,go_short,go_short,0,20.660770592392577,go_short,21.01,0,21.59,21.29,21.68,go_short,20.639200000000116,184967.5,False,go_short,20.90709475758657,0,21.068000000000232,go_short,20.91714285714333,go_short
59,TRB/USDT:USDT,2022-11-28 19:45:00+00:00,first_buy,long-exit-profit,15.25,15.48,15.284479343891059,14.963442920067298,15.25,1,15.35,150399.7,0,False,15.310000000000283,15.31285714285767,15.089600000000086,11.01207787,0.18364511206608564,0,go_short,go_short,go_short,go_short,go_short,go_short,go_short,0,17.35375718622956,go_short,17.73,0,18.52,17.74,18.67,go_short,17.2988000000001,421081.2,False,go_short,17.61402333807151,0,17.84400000000027,go_short,17.68000000000049,go_short
22,INJ/USDT:USDT,2023-12-11 03:15:00+00:00,first_buy,long-exit-profit,21.98,22.671,21.071244046991215,20.81959867239626,21.727,0,21.983,1448126.9,0,False,20.9400000000001,21.003000000000007,20.913319999999963,11.01057156,0.185371777363405,0,go_long,go_long,go_short,go_short,go_long,go_long,go_short,1,24.163301598002203,go_long,24.833,0,26.114,24.929,27.979,go_long,24.019199999999973,2088785.9,False,go_short,24.692650543037704,0,25.136400000000087,go_long,24.826857142857154,go_long
21,INJ/USDT:USDT,2023-11-10 17:15:00+00:00,first_buy,long-exit-profit,18.375,18.698,17.879973591689684,17.513894422396863,18.16,0,18.49,550362.2,0,False,18.122600000000084,17.972571428571506,17.567199999999982,10.59019565,0.17340676399377866,0,go_long,go_long,go_short,go_short,go_long,go_long,go_short,0,20.72652656618796,go_long,20.265,0,21.982,20.478,22.058,go_long,20.872519999999962,1372196.0,False,go_short,20.905470237353253,1,20.782600000000098,go_long,20.856571428571435,go_long
20,INJ/USDT:USDT,2023-11-02 09:15:00+00:00,first_buy,long-exit-profit,15.685,15.86,15.215666007465199,15.061690038952616,15.528,0,15.584,560227.2,0,False,15.416200000000089,15.33871428571438,14.95367999999998,10.58960626,0.17407245622312337,0,go_long,go_long,go_short,go_short,go_long,go_long,go_short,0,17.43580597618861,go_long,17.765,0,18.377,17.821,18.535,go_long,17.498399999999982,613095.2,False,go_short,17.769059699269626,0,17.943200000000083,go_long,17.864714285714363,go_long
19,INJ/USDT:USDT,2023-10-27 12:30:00+00:00,first_buy,long-exit-profit,12.903,13.299,12.643563591881732,12.45913454157451,12.86,0,13.122,1454750.6,0,False,12.761200000000034,12.67700000000012,12.424079999999973,11.55767262,0.1912693361722448,0,go_long,go_long,go_short,go_short,go_long,go_long,go_short,0,15.019905242068825,go_long,15.416,0,15.684,15.429,15.727,go_long,14.938799999999981,459810.6,False,go_short,15.14869619064069,0,15.327200000000087,go_long,15.267142857142952,go_long
18,INJ/USDT:USDT,2023-10-23 23:30:00+00:00,first_buy,long-exit-profit,10.986,11.266,10.5996437379799,10.45740578641735,10.9,0,10.937,887038.7,0,False,10.76820000000003,10.643142857142967,10.398439999999985,10.80796869,0.1762722931601742,0,go_long,go_long,go_short,go_short,go_long,go_long,go_short,0,12.406105304900471,go_long,12.612,0,12.905,12.832,13.04,go_long,12.381919999999973,1167188.7,False,go_short,12.556575154042047,0,12.630000000000035,go_long,12.582714285714406,go_long
17,INJ/USDT:USDT,2023-07-14 14:00:00+00:00,first_buy,long-exit-profit,9.29,9.855,9.204750498680506,9.06176274892773,9.256,0,9.661,3460145.1,1,False,9.316400000000021,9.247428571428616,9.007639999999977,10.4986233,0.1723378218941662,0,go_long,go_long,go_short,go_short,go_long,go_long,go_short,0,10.419038249330738,go_long,10.75,0,10.985,10.969,11.337,go_long,10.375679999999983,1809538.5,False,go_short,10.538306235794428,0,10.646000000000031,go_long,10.560714285714397,go_long
16,INJ/USDT:USDT,2023-04-14 15:00:00+00:00,first_buy,long-exit-profit,8.559,8.651,7.896583788053517,7.570681905646634,8.325,1,8.411,3090685.3,0,False,8.305000000000035,8.068714285714302,7.41715999999999,10.46342081,0.1725869102696849,0,go_long,go_long,go_short,go_short,go_long,go_long,go_short,0,9.013823768841949,go_long,9.121,0,9.291,9.171,9.318,go_long,8.968319999999977,707879.4,False,go_short,9.121796043895143,0,9.199800000000021,go_long,9.16571428571433,go_long
15,INJ/USDT:USDT,2023-04-14 01:45:00+00:00,first_buy,long-exit-profit,7.17,7.25,6.914077874209888,6.816088852989774,7.144,0,7.206,859425.3,1,False,7.037400000000036,6.948857142857158,6.779039999999989,11.42639551,0.18633812762870297,0,go_long,go_long,go_short,go_short,go_long,go_long,go_short,0,7.5034564580983645,go_long,8.294,0,8.559,8.363,8.65,go_long,7.363079999999989,4112407.6,False,go_short,7.803053567699611,0,8.121600000000035,go_long,7.933714285714301,go_long
14,INJ/USDT:USDT,2023-04-10 18:45:00+00:00,first_buy,long-exit-profit,6.094,6.199,5.9385592050003,5.842807230619263,6.094,0,6.163,1303290.8,0,False,6.008600000000021,5.975857142857158,5.803679999999993,10.61869124,0.17389216994421916,0,go_long,go_long,go_short,go_short,go_long,go_long,go_short,0,6.784895961228956,go_long,6.959,0,7.17,6.969,7.3,go_long,6.758319999999989,3171985.7,False,go_short,6.861001124066232,0,6.944600000000037,go_long,6.879571428571444,go_long
23,INJ/USDT:USDT,2023-12-12 01:30:00+00:00,first_buy,long-exit-profit,26.112,26.48,24.928704305647287,24.316168146298335,25.7,0,26.227,740978.8,0,False,25.473400000000087,25.131285714285724,24.14811999999997,10.51777053,0.17418596611744727,0,go_long,go_long,go_short,go_short,go_long,go_long,go_short,0,28.68421946477275,go_long,30.29,0,30.896,30.342,30.998,go_long,28.785119999999985,673454.5,False,go_short,29.496335803176347,0,29.86400000000009,go_long,29.658000000000015,go_long
13,INJ/USDT:USDT,2023-04-01 17:15:00+00:00,first_buy,long-exit-profit,5.17,5.29,4.990415878576847,4.887828716205878,5.159,0,5.267,1984233.6,0,False,5.134200000000015,5.04271428571431,4.829879999999998,11.12739694,0.1819441915397213,0,go_long,go_long,go_short,go_short,go_long,go_long,go_short,0,5.817191809068804,go_long,5.991,0,6.094,5.997,6.188,go_long,5.783439999999993,2685957.8,False,go_short,5.8977517877276275,0,5.95580000000002,go_long,5.937857142857157,go_long
11,INJ/USDT:USDT,2023-03-13 00:00:00+00:00,first_buy,long-exit-profit,3.742,3.798,3.50074933358767,3.369417723015026,3.6790000000000003,0,3.701,935047.1,0,False,3.5972000000000164,3.5675714285714433,3.3305200000000026,11.68052086,0.1910843426099745,0,go_long,go_long,go_short,go_short,go_long,go_long,go_short,0,4.166127145177265,go_long,4.264,0,4.418,4.293,4.499,go_long,4.147240000000002,1878331.7,False,go_short,4.1864781158126325,0,4.195800000000017,go_long,4.176142857142872,go_long
10,INJ/USDT:USDT,2023-03-11 02:00:00+00:00,first_buy,long-exit-profit,3.169,3.211,3.0905056130270134,3.0302806758055207,3.142,0,3.186,708296.1,0,False,3.1252000000000164,3.1130000000000133,3.027480000000003,10.71035517,0.17491328459283967,0,go_long,go_long,go_short,go_short,go_long,go_long,go_short,0,3.342891140856228,go_long,3.536,0,3.743,3.561,3.7800000000000002,go_long,3.308520000000003,1554021.7,False,go_short,3.4643401215127008,0,3.5584000000000167,go_long,3.5210000000000146,go_long
9,INJ/USDT:USDT,2023-03-09 20:45:00+00:00,first_buy,long-exit-profit,2.717,2.747,2.795793609472146,2.8454286941199607,2.683,1,2.692,463240.3,0,False,2.747800000000015,2.7688571428571565,2.8767600000000018,10.77622458,0.1761044561749931,1,go_long,go_long,go_short,go_short,go_long,go_long,go_short,0,3.0178231298699623,go_long,3.106,0,3.168,3.106,3.193,go_long,3.0172000000000025,905827.0,False,go_short,3.0731429972137434,0,3.105000000000017,go_long,3.092571428571442,go_long
7,INJ/USDT:USDT,2023-02-01 20:15:00+00:00,first_buy,long-exit-profit,3.716,3.781,3.4111231300225926,3.3341913685665534,3.649,0,3.689,2986792.6,1,False,3.5152000000000343,3.431142857142866,3.291920000000001,10.70834688,0.1746440923167341,0,go_long,go_long,go_short,go_short,go_long,go_long,go_short,0,4.220796453944826,go_long,4.33,0,4.372,4.353,4.377,go_long,4.2193600000000036,637196.3,False,go_short,4.282666354082997,0,4.323200000000023,go_long,4.312714285714299,go_long
6,INJ/USDT:USDT,2023-01-31 23:45:00+00:00,first_buy,long-exit-profit,3.167,3.172,3.12035215950523,3.084670015603127,3.138,0,3.153,534739.6,0,False,3.135200000000032,3.119285714285722,3.1116799999999993,10.78499958,0.17614095812277217,0,go_long,go_long,go_short,go_short,go_long,go_long,go_short,0,3.305806678051878,go_long,3.501,0,3.716,3.5540000000000003,3.834,go_long,3.2769600000000008,7335434.4,False,go_short,3.360600062753973,0,3.4186000000000343,go_long,3.373142857142866,go_long
5,INJ/USDT:USDT,2023-01-27 04:30:00+00:00,first_buy,long-exit-profit,2.763,2.766,2.6771308925346413,2.6423297322849275,2.677,1,2.688,1700244.8,0,False,2.7092000000000285,2.7030000000000074,2.6298000000000017,10.66968992,0.17392163496486804,0,go_long,go_long,go_short,go_short,go_long,go_long,go_short,0,3.079203616851377,go_long,3.105,0,3.166,3.107,3.249,go_long,3.1077999999999992,1452060.4,False,go_short,3.1144161885061807,0,3.1182000000000323,go_long,3.1135714285714364,go_long
4,INJ/USDT:USDT,2023-01-25 14:30:00+00:00,first_buy,long-exit-profit,2.321,2.347,2.030638547314286,1.9569115439062659,2.179,0,2.336,8976424.8,0,False,2.0914000000000303,2.045142857142865,1.9235200000000026,11.14372519,0.1818177639729051,0,go_long,go_long,go_short,go_short,go_long,go_long,go_short,0,2.6386761108677215,go_long,2.7039999999999997,0,2.762,2.739,2.791,go_long,2.625040000000002,1712629.3,False,go_short,2.6751546911773034,0,2.7072000000000287,go_long,2.6978571428571505,go_long
3,INJ/USDT:USDT,2022-11-08 19:30:00+00:00,first_buy,long-exit-profit,2.008,2.038,2.111255564800824,2.2032846518383904,1.732,1,1.759,2259842.5,0,False,2.004000000000011,2.0465714285714394,2.2356800000000083,18.79454209,0.3062051731260898,1,go_long,go_long,go_short,go_short,go_long,go_long,go_short,0,1.926584467418767,go_long,1.945,0,2.322,1.947,2.429,go_long,1.9059200000000027,20817290.2,False,go_short,1.9751182831896108,0,2.0086000000000306,go_long,1.9877142857142935,go_long
1,INJ/USDT:USDT,2022-10-30 07:30:00+00:00,first_buy,long-exit-profit,2.401,2.433,2.351344742807629,2.311499658702634,2.384,1,2.426,854195.9,0,False,2.3850000000000064,2.3842857142857166,2.2885600000000017,10.58581137,0.1729098588934365,0,go_long,go_long,go_short,go_short,go_long,go_long,go_short,0,2.741653101391563,go_long,2.789,0,2.854,2.79,2.925,go_long,2.7726000000000046,2093290.8,False,go_short,2.786199779459262,0,2.793800000000007,go_long,2.7947142857142926,go_long
12,INJ/USDT:USDT,2023-03-14 13:15:00+00:00,first_buy,long-exit-profit,4.417,4.5,4.221943021072227,4.184710319608579,4.381,0,4.417,1030775.7,0,False,4.258400000000018,4.217285714285729,4.156680000000002,10.60285624,0.17381235520413213,0,go_long,go_long,go_short,go_short,go_long,go_long,go_short,0,4.857495013502349,go_long,5.116,0,5.169,5.156,5.199,go_long,4.810199999999998,1250893.9,False,go_short,4.9401278564999105,0,5.047400000000016,go_long,4.975000000000024,go_long
24,INJ/USDT:USDT,2023-12-14 01:00:00+00:00,first_buy,long-exit-profit,30.902,31.9,29.73013029499537,28.856943948863655,30.87,0,31.016,1181703.8,1,False,30.275200000000087,29.910285714285727,28.960759999999983,11.06388217,0.18755734460752585,0,go_long,go_long,go_short,go_short,go_long,go_long,go_short,0,33.7087444089858,go_long,35.752,0,37.022,36.259,37.197,go_long,33.524039999999964,672329.2,False,go_short,34.62895932429732,0,35.5718000000001,go_long,34.99242857142861,go_long
25,INJ/USDT:USDT,2023-12-18 23:00:00+00:00,first_buy,long-exit-profit,37.016,37.34,34.922350197482345,33.91817074906093,36.17,0,36.536,456221.2,0,False,36.003200000000106,35.46200000000004,33.66479999999996,10.37368164,0.17727923010315716,0,go_long,go_long,go_short,go_short,go_long,go_long,go_short,0,40.030331244324536,go_long,42.588,0,43.139,42.588,43.477,go_long,39.72579999999996,573912.2,False,go_short,41.26913854034161,0,42.400800000000146,go_long,42.14814285714292,go_long
27,INJ/USDT:USDT,2024-04-12 18:45:00+00:00,first_buy,long-exit-profit,28.185,28.223,28.84492848921704,29.915695716494344,22.0,1,24.869,2193353.2,0,False,27.870600000000245,28.288999999999685,30.24196,10.27898989,0.17209531897459257,1,go_long,go_long,go_short,go_short,go_long,go_long,go_short,0,28.241941812155225,go_long,28.781,0,29.127,28.811,29.3,go_long,28.081679999999995,161423.4,False,go_short,28.51828133700436,0,28.740200000000243,go_long,28.70042857142827,go_long
58,TRB/USDT:USDT,2022-11-23 04:00:00+00:00,first_buy,long-exit-profit,11.15,11.23,10.93894693304265,10.810827609719404,11.14,0,11.23,14147.0,1,False,11.078000000000282,11.017142857143389,10.771200000000094,10.78925834,0.17773951815803998,0,go_short,go_short,go_short,go_short,go_short,go_short,go_short,0,12.724348927909592,go_short,13.1,0,13.27,13.18,13.29,go_short,12.672400000000096,141403.4,False,go_short,12.911262351437207,0,13.11400000000028,go_short,13.001428571429093,go_short
57,TRB/USDT:USDT,2022-11-09 21:45:00+00:00,first_buy,long-exit-profit,9.41,9.89,10.176935656427117,10.578545647202073,9.38,1,9.57,224176.0,0,False,9.964000000000258,10.094285714286245,10.642000000000078,11.97382732,0.19530213973591715,1,go_short,go_short,go_short,go_short,go_short,go_short,go_short,0,10.871077381447956,go_short,10.83,0,11.46,10.86,11.63,go_short,10.91320000000008,208095.4,False,go_short,10.994336994549524,0,11.038000000000256,go_short,11.030000000000529,go_short
55,TRB/USDT:USDT,2022-09-18 21:15:00+00:00,first_buy,long-exit-profit,15.9,15.93,15.757831942383762,16.007873942653113,12.66,1,14.15,543765.6,0,False,15.582000000000225,15.728571428571886,16.042400000000075,10.57324629,0.17384558018390045,1,go_short,go_short,go_short,go_short,go_short,go_short,go_short,0,16.18077091154826,go_short,16.37,0,16.65,16.37,16.85,go_short,16.212000000000074,405776.4,False,go_short,16.27272876066902,0,16.310000000000194,go_short,16.277142857143325,go_short
52,TRB/USDT:USDT,2022-08-05 05:45:00+00:00,first_buy,long-exit-profit,33.73,34.1,31.005756406931805,29.748281018195357,33.4,0,33.58,282332.0,0,False,32.484000000000194,31.595714285714344,29.249600000000168,11.06873884,0.18294092314938057,0,go_short,go_short,go_short,go_short,go_short,go_short,go_short,0,36.71079013325222,go_short,39.29,1,39.84,39.3,44.04,go_short,36.4220000000002,1320045.4,False,go_short,38.50329601057014,0,39.290000000000255,go_short,39.194285714285805,go_short
51,TRB/USDT:USDT,2022-07-30 16:15:00+00:00,first_buy,long-exit-profit,29.19,29.35,27.56605953314298,26.78083984372137,28.14,1,28.25,625468.7,1,False,28.20200000000018,27.85714285714289,26.626800000000184,11.25692488,0.18949346545342904,0,go_short,go_short,go_short,go_short,go_short,go_short,go_short,0,29.441743499650986,go_short,32.66,0,33.74,33.06,34.38,go_short,29.002800000000164,438415.6,False,go_short,30.537712117283043,0,31.664000000000193,go_short,30.931428571428633,go_short
50,TRB/USDT:USDT,2022-07-30 07:45:00+00:00,first_buy,long-exit-profit,24.78,25.25,24.13568364103751,23.643948548946298,24.63,0,24.85,187393.7,0,False,24.524000000000182,24.332857142857172,23.652800000000184,10.27316902,0.17208092075597103,0,go_short,go_short,go_short,go_short,go_short,go_short,go_short,0,26.66330703121908,go_short,28.22,0,29.19,28.56,29.6,go_short,26.543200000000184,788143.5,False,go_short,27.44170672098716,0,27.99000000000018,go_short,27.712857142857178,go_short
49,TRB/USDT:USDT,2022-07-18 10:30:00+00:00,first_buy,long-exit-profit,21.15,21.19,19.711455180223872,18.90844701409546,20.76,0,20.92,246929.4,1,False,20.482000000000177,20.17428571428574,18.595200000000162,10.89054258,0.17933116168462646,0,go_short,go_short,go_short,go_short,go_short,go_short,go_short,0,23.547464432862004,go_short,24.31,0,24.78,24.36,25.0,go_short,23.590800000000183,176833.4,False,go_short,24.005807939407966,0,24.414000000000183,go_short,24.134285714285745,go_short
48,TRB/USDT:USDT,2022-07-18 05:45:00+00:00,first_buy,long-exit-profit,17.71,17.85,17.53229391983912,17.452542248387655,17.68,0,17.79,34357.8,0,False,17.598000000000173,17.535714285714313,17.42600000000017,11.31947497,0.18706025943222396,0,go_short,go_short,go_short,go_short,go_short,go_short,go_short,0,18.7475227752231,go_short,20.4,0,21.16,20.4,21.33,go_short,18.453200000000162,444328.8,False,go_short,19.491719758446393,0,20.252000000000173,go_short,19.887142857142887,go_short
47,TRB/USDT:USDT,2022-07-07 19:45:00+00:00,first_buy,long-exit-profit,13.82,14.62,13.131684338966068,12.835630695336103,13.77,0,14.46,660307.3,0,False,13.408000000000175,13.18285714285716,12.721600000000151,12.58332979,0.2069874041850924,0,go_short,go_short,go_short,go_short,go_short,go_short,go_short,0,16.38772944390094,go_short,16.9,0,17.52,16.9,17.66,go_short,16.22000000000015,137357.7,False,go_short,16.733736382222613,0,17.052000000000184,go_short,16.958571428571453,go_short
46,TRB/USDT:USDT,2022-06-21 18:30:00+00:00,first_buy,long-exit-profit,11.21,11.24,11.364286020377026,11.38730482514677,11.18,1,11.23,7433.8,0,False,11.322000000000155,11.354285714285714,11.423200000000154,13.64144636,0.2245258096325712,1,go_short,go_short,go_short,go_short,go_short,go_short,go_short,0,12.705681150962992,go_short,13.09,0,13.82,13.16,14.26,go_short,12.635600000000151,618533.1,False,go_short,12.890172400596262,0,13.046000000000173,go_short,12.908571428571443,go_short
45,TRB/USDT:USDT,2022-06-18 19:30:00+00:00,first_buy,long-exit-profit,9.73,9.82,9.819576920932514,9.943979055320883,9.65,1,9.66,19864.8,1,False,9.766000000000144,9.771428571428578,9.958400000000156,11.6463566,0.1911781832811114,1,go_short,go_short,go_short,go_short,go_short,go_short,go_short,0,11.149961612532074,go_short,11.25,0,11.53,11.26,11.53,go_short,11.142800000000157,42676.7,False,go_short,11.237766784254339,0,11.236000000000153,go_short,11.242857142857142,go_short
43,TRB/USDT:USDT,2022-05-30 20:00:00+00:00,first_buy,long-exit-profit,13.54,14.62,11.774298249176253,11.327738114362488,13.04,0,13.73,2087734.4,0,False,12.094000000000165,11.76714285714284,11.218000000000181,10.59009578,0.1752504019304311,0,go_short,go_short,go_short,go_short,go_short,go_short,go_short,0,10.825399766860752,go_short,12.1,0,16.15,12.1,16.53,go_short,10.508800000000154,418710.1,False,go_short,11.540499265856944,0,12.090000000000158,go_short,11.620000000000005,go_short
42,TRB/USDT:USDT,2022-05-13 05:45:00+00:00,first_buy,long-exit-profit,11.19,11.51,10.25864846026286,9.592874192747546,11.08,0,11.42,43168.3,0,False,10.72600000000015,10.501428571428573,9.329600000000173,12.06617242,0.19898179735053895,0,go_short,go_short,go_short,go_short,go_short,go_short,go_short,0,11.135557163511486,go_short,11.28,0,13.55,11.31,13.89,go_short,11.09200000000018,1553298.9,False,go_short,11.418716112662844,0,11.536000000000163,go_short,11.372857142857125,go_short
