,pair,open_date,enter_reason,exit_reason,open (entry),high (entry),ema-26 (entry),ema-12 (entry),low (entry),mean-grad-hist (entry),close (entry),volume (entry),long_jcrosk (entry),short_kdj (entry),sma-05 (entry),sma-07 (entry),sma-25 (entry),profit_abs,profit_ratio,sma-compare (entry),long-small-rl (entry),short-small-rl (entry),long-large-rl (entry),short-large-rl (entry),long-bid-rl (entry),short-bid-rl (entry),close_date,short-small-rl (exit),long-small-rl (exit),long_jcrosk (exit),long-large-rl (exit),volume (exit),sma-compare (exit),high (exit),close (exit),low (exit),mean-grad-hist (exit),sma-25 (exit),short-bid-rl (exit),short-large-rl (exit),short_kdj (exit),ema-12 (exit),sma-07 (exit),open (exit),ema-26 (exit),long-bid-rl (exit),sma-05 (exit)
379,NEO/USDT:USDT,2023-11-05 12:15:00+00:00,first_buy,long-exit-profit,13.639,14.844,12.794695952905446,12.241755947454005,13.552,0,14.784,3865431.25,0,False,13.277200000000267,12.965428571427806,12.038320000000324,22.40614165,0.3649060686359465,0,go_long,go_short,go_short,go_short,go_long,go_long,2024-04-08 21:15:00+00:00,go_short,go_long,0,go_short,1649694.19,0,21.549,21.288,20.85,0,20.301080000000262,go_long,go_short,False,20.108249804324068,20.666571428570567,21.018,20.525100596925274,go_long,20.758200000000336
349,ATOM/USDT:USDT,2022-05-28 17:30:00+00:00,first_buy,long-exit-profit,9.577,9.577,9.534561989832586,9.512189454541925,9.379,1,9.421,451624.02,0,False,9.551400000000022,9.559285714285428,9.511520000000434,23.79067188,0.3877262380310433,0,go_long,go_long,do_nothing,do_nothing,go_long,go_long,2022-08-24 16:30:00+00:00,go_long,go_long,0,do_nothing,3183014.26,0,13.08,12.977,12.331,0,12.051640000000491,go_long,do_nothing,False,12.134313611326544,12.415428571428379,12.372,12.327002129470138,go_long,12.508799999999919
378,NEO/USDT:USDT,2023-06-30 12:30:00+00:00,first_buy,long-exit-profit,9.804,9.815,9.590514475187708,9.41269046194547,9.725999999999999,1,9.776,130878.75,0,False,9.721000000000227,9.666428571427813,9.36528000000031,22.5494976,0.3674765554051624,0,go_long,go_short,go_short,go_short,go_long,go_long,2023-11-05 12:00:00+00:00,go_short,go_long,0,go_short,2432201.24,0,13.8,13.639,13.163,0,11.903000000000326,go_long,go_short,False,12.038376423250325,12.549714285713518,13.169,12.433004307979164,go_long,12.744000000000266
377,NEO/USDT:USDT,2023-06-10 04:30:00+00:00,first_buy,long-exit-profit,8.506,8.507,8.380156689972253,8.61902445929012,6.8,1,7.126,1185815.75,0,False,8.225800000000206,8.331571428570676,8.711480000000309,22.61892779,0.3683408759058861,1,go_long,go_short,go_short,go_short,go_long,go_long,2023-06-30 12:15:00+00:00,go_short,go_long,0,go_short,245093.81,0,9.856,9.802,9.715,0,9.33500000000031,go_long,go_short,False,9.383625698901108,9.622714285713528,9.736,9.556789834312747,go_long,9.677000000000229
65,LPT/USDT:USDT,2023-01-14 09:00:00+00:00,first_buy,long-exit-profit,6.21,6.21,6.060992444508357,5.948078924025031,6.149,1,6.159,31223.7,1,False,6.134399999999877,6.099428571428305,5.929919999999815,22.79235232,0.3732485965999288,0,go_long,do_nothing,go_long,go_long,go_long,go_long,2023-01-25 14:00:00+00:00,do_nothing,go_long,0,go_long,2854289.2,0,8.7,8.5,7.705,0,7.032239999999815,go_long,go_long,False,7.1556695262945,7.55885714285689,7.812,7.430454681124163,go_long,7.720399999999877
110,BNB/USDT:USDT,2022-01-21 22:00:00+00:00,first_buy,roi,394.36,394.37,406.06027767162664,411.9266928826763,378.98,1,387.9,187058.06,0,False,402.0559999999941,404.0842857142838,414.6931999999986,0.95460073,0.016393716560808694,1,go_long,go_long,go_long,go_long,go_long,go_long,2022-05-01 22:45:00+00:00,go_long,go_long,1,go_long,0.0,0,387.78,387.78,387.78,1,386.80759999999844,go_long,go_long,False,386.6317751052236,387.6271428571408,387.78,387.168817223705,go_long,388.00999999999397
364,NEO/USDT:USDT,2021-02-23 09:15:00+00:00,first_buy,roi,34.507,36.654,39.25729962199875,41.33746402197441,31.0,1,34.711,207296.41,0,False,37.21819999999991,38.71028571428564,41.94427999999998,5.2038615,0.08489597628642057,1,go_long,go_short,go_short,go_short,go_long,go_long,2021-03-02 01:30:00+00:00,go_short,go_long,0,go_short,0.0,0,37.901,37.901,37.901,1,37.74208000000005,go_long,go_short,False,37.89464727839324,38.32742857142851,37.901,38.081615095478824,go_long,38.24459999999994
372,NEO/USDT:USDT,2022-04-30 23:15:00+00:00,first_buy,roi,17.285,17.382,17.47474368187399,17.673598609928327,16.466,1,16.758,207783.04,1,False,17.32200000000038,17.42699999999925,17.700440000000274,2.20142523,0.035933186565343056,1,go_long,go_short,go_short,go_short,go_long,go_long,2022-05-01 22:45:00+00:00,go_short,go_long,0,go_short,0.0,0,17.488,17.488,17.488,1,17.462680000000283,go_long,go_short,False,17.410358527459024,17.451999999999245,17.488,17.440838916434142,go_long,17.475000000000364
340,ATOM/USDT:USDT,2021-02-23 09:15:00+00:00,first_buy,roi,16.306,17.127,17.921861859898005,18.88112288653159,15.107,1,16.168,436779.85,0,False,17.0426,17.60799999999998,19.21015999999997,8.85616875,0.1445593987085292,1,go_long,go_long,do_nothing,do_nothing,go_long,go_long,2021-03-02 01:30:00+00:00,go_long,go_long,0,do_nothing,0.0,0,18.611,18.611,18.611,1,18.37727999999995,go_long,do_nothing,False,18.493057613573864,18.764857142857092,18.611,18.613796520605305,go_long,18.746200000000023
214,COTI/USDT:USDT,2022-05-22 15:00:00+00:00,second_buy,roi,0.11624000000000001,0.11845000000000001,0.11521759921069728,0.11401448747447253,0.11585000000000001,0,0.11801,9976210.0,0,False,0.11581199999999439,0.1154657142857164,0.11412240000000211,3.82503821,0.06241591860181333,0,go_short,go_short,go_short,go_short,go_short,go_short,2022-05-28 17:00:00+00:00,go_short,go_short,0,go_short,0.0,0,0.10986000000000001,0.10986000000000001,0.10986000000000001,1,0.10918160000000206,go_short,go_short,False,0.10922191902573586,0.109857142857145,0.10986000000000001,0.10957545491333033,go_short,0.10978999999999442
210,COTI/USDT:USDT,2022-04-25 17:00:00+00:00,second_buy,roi,0.21180000000000002,0.21251,0.20858256827257074,0.20679634448412273,0.2106,0,0.21078000000000002,1559548.0,1,False,0.21005999999999458,0.20935000000000206,0.20632160000000208,4.93711039,0.08056832906681839,0,go_short,go_short,go_short,go_short,go_short,go_short,2022-05-01 22:45:00+00:00,go_short,go_short,0,go_short,0.0,0,0.192,0.192,0.192,1,0.19246440000000206,go_short,go_short,False,0.19173653446775596,0.1922157142857164,0.192,0.1917887620915127,go_short,0.19244399999999456
58,LPT/USDT:USDT,2022-02-24 03:15:00+00:00,first_buy,roi,21.207,21.306,21.747417734957097,22.17043755529451,20.765,1,21.065,25015.4,0,False,21.60799999999997,21.670428571428346,22.17171999999982,3.58487123,0.05861626948632573,1,go_long,do_nothing,go_long,go_long,go_long,go_long,2022-05-01 22:45:00+00:00,do_nothing,go_long,0,go_long,0.0,0,22.819,22.819,22.819,0,22.986959999999822,go_long,go_long,False,22.942824226260473,22.806999999999768,22.819,22.836304879919524,go_long,22.807399999999852
121,APE/USDT:USDT,2022-05-01 15:00:00+00:00,first_buy,roi,16.414,16.484,16.903052879603774,17.16704240905017,16.042,1,16.202,4488111.0,0,False,16.74240000000002,16.876999999999953,17.19996000000003,0.00056107,1.1533117088672643e-05,1,go_long,do_nothing,do_nothing,do_nothing,go_long,go_long,2022-05-01 22:45:00+00:00,do_nothing,go_long,0,do_nothing,0.0,1,16.311,16.311,16.311,1,16.761960000000034,go_long,do_nothing,False,16.649713881669513,16.37557142857138,16.311,16.46606564725561,go_long,16.315600000000018
106,BNB/USDT:USDT,2021-02-23 08:30:00+00:00,first_buy,roi,220.114,222.626,229.58543654656086,237.6896843886699,202.0,1,203.58,654440.44,0,False,225.37779999999998,227.3272857142856,238.01804000000044,15.65938542,0.25600320873871135,1,go_long,go_long,go_long,go_long,go_long,go_long,2021-03-02 01:30:00+00:00,go_long,go_long,0,go_long,0.0,0,256.0,256.0,256.0,1,251.32736000000037,go_long,go_long,False,253.07808239788685,258.271857142857,256.0,255.886255963734,go_long,258.7122
85,BAL/USDT:USDT,2021-02-23 09:00:00+00:00,first_buy,roi,33.215,33.86,34.50653971530464,35.983611430263174,31.417,1,31.508,26770.1,0,False,33.436800000000034,34.10614285714286,36.14771999999994,12.16952547,0.20288587705221273,1,go_long,go_long,go_long,go_long,go_long,go_long,2021-03-02 01:30:00+00:00,go_long,go_long,0,go_long,0.0,0,37.646,37.646,37.646,1,37.308879999999924,go_long,go_long,False,37.514752350903805,38.05085714285719,37.646,37.75385601266458,go_long,37.94400000000004
348,ATOM/USDT:USDT,2022-05-12 07:30:00+00:00,first_buy,roi,8.625,9.361,9.25531527930004,9.623355381065517,8.466,0,9.287,1566022.8,0,False,9.16360000000004,9.16085714285685,9.707880000000456,2.8518992,0.046486567427181845,0,go_long,go_long,do_nothing,do_nothing,go_long,go_long,2022-05-28 17:00:00+00:00,go_long,go_long,0,do_nothing,0.0,0,9.578,9.578,9.578,1,9.505360000000435,go_long,do_nothing,False,9.514803379777701,9.582999999999714,9.578,9.551065919683529,go_long,9.583200000000023
212,COTI/USDT:USDT,2022-05-10 05:30:00+00:00,second_buy,short-exit-profit,0.15777000000000002,0.15928,0.15372156429869938,0.15279400562762088,0.15638000000000002,0,0.15924000000000002,2395340.0,0,False,0.1559199999999949,0.1540757142857164,0.15068880000000215,23.27747597,0.3800408040408041,0,go_short,go_short,go_short,go_short,go_short,go_short,2022-05-12 04:15:00+00:00,go_short,go_short,0,go_short,8448772.0,1,0.10258,0.09823000000000001,0.09746,1,0.11117720000000215,go_short,go_short,False,0.10922402268896111,0.10382285714285937,0.10071000000000001,0.10611449108549649,go_short,0.10245399999999505
281,COTI/USDT:USDT,2024-05-21 15:30:00+00:00,second_buy,trailing_stop_loss,0.14531000000000002,0.14764000000000002,0.14219004357878795,0.14046678104543775,0.14428000000000002,0,0.14615,5556746.0,0,False,0.14404599999999299,0.14307428571429018,0.13973640000000173,7.08234123,0.11574690275696752,0,go_short,go_short,go_short,go_short,go_short,go_short,2024-06-03 03:45:00+00:00,go_short,go_short,0,go_short,507127.0,0,0.12938000000000002,0.129,0.12862,1,0.125422800000002,go_short,go_short,False,0.12624780795704793,0.12826428571429024,0.12872,0.12731158770113304,go_short,0.12862999999999306
233,COTI/USDT:USDT,2023-01-04 03:45:00+00:00,second_buy,trailing_stop_loss,0.0533,0.053680000000000005,0.05281741516453352,0.05240412081372378,0.0533,0,0.053520000000000005,4816878.0,0,False,0.05316599999999492,0.052977142857145845,0.05225440000000207,-20.69051743,-0.33767984597525574,0,go_short,go_short,go_short,go_short,go_short,go_short,2023-01-13 21:30:00+00:00,go_short,go_short,0,go_short,4870640.0,0,0.07146000000000001,0.07139000000000001,0.07047,0,0.06897520000000207,go_short,go_short,False,0.06913707275768731,0.07017285714286009,0.07064000000000001,0.06981010611766267,go_short,0.0703839999999948
268,COTI/USDT:USDT,2024-02-09 09:15:00+00:00,second_buy,trailing_stop_loss,0.08776,0.09487000000000001,0.08523720058264464,0.08304303798844904,0.08750000000000001,0,0.09396,310454099.0,0,False,0.08653599999999337,0.08515571428571743,0.08342920000000223,-2.7231097,-0.04448530909747694,0,go_short,go_short,go_short,go_short,go_short,go_short,2024-02-18 05:30:00+00:00,go_short,go_short,0,go_short,6883090.0,0,0.09769000000000001,0.09762000000000001,0.09675,0,0.09330760000000218,go_short,go_short,False,0.09375874423710501,0.09602857142857445,0.09675,0.09517767711338096,go_short,0.09651199999999349
282,COTI/USDT:USDT,2024-06-03 04:00:00+00:00,second_buy,trailing_stop_loss,0.12899000000000002,0.13062,0.12779903574711257,0.12656130366393328,0.12898,0,0.13048,1379607.0,0,False,0.12911999999999307,0.1287171428571474,0.125673600000002,4.6642246,0.07612119497013929,0,go_short,go_short,go_short,go_short,go_short,go_short,2024-06-12 13:00:00+00:00,go_short,go_short,0,go_short,3131637.0,0,0.12050000000000001,0.12007000000000001,0.11829,0,0.11286800000000204,go_short,go_short,False,0.11348183470775368,0.11499142857143348,0.1197,0.11488348063466275,go_short,0.11570999999999312
234,COTI/USDT:USDT,2023-01-13 21:45:00+00:00,second_buy,trailing_stop_loss,0.07141,0.0722,0.07005624363802226,0.06930543773859936,0.07096000000000001,0,0.07141,9091264.0,1,False,0.0707719999999948,0.0704471428571458,0.06910040000000206,-8.37453303,-0.13669875707648513,0,go_short,go_short,go_short,go_short,go_short,go_short,2023-01-22 06:00:00+00:00,go_short,go_short,0,go_short,2514661.0,0,0.08077000000000001,0.08072,0.0801,0,0.07904000000000194,go_short,go_short,False,0.07935047525306711,0.08012714285714596,0.08043,0.07976601667436942,go_short,0.0803239999999947
283,COTI/USDT:USDT,2024-06-12 13:15:00+00:00,second_buy,trailing_stop_loss,0.12008,0.12313,0.11592756053702233,0.1140883654701423,0.12008,0,0.12167000000000001,4658576.0,0,False,0.11750199999999314,0.11616285714286204,0.11329240000000203,14.87172019,0.24276254004777423,0,go_short,go_short,go_short,go_short,go_short,go_short,2024-06-24 13:30:00+00:00,go_short,go_short,0,go_short,1187356.0,0,0.09124,0.09108000000000001,0.09047000000000001,1,0.09016760000000204,go_short,go_short,False,0.09051290245373679,0.09125000000000513,0.09072000000000001,0.09091760478906201,go_short,0.09130999999999313
280,COTI/USDT:USDT,2024-05-13 09:30:00+00:00,second_buy,trailing_stop_loss,0.11510000000000001,0.11646000000000001,0.11384155513313327,0.11284433507396277,0.115,1,0.11602000000000001,1495951.0,0,False,0.11499599999999321,0.11478571428571868,0.11161000000000168,-16.21648134,-0.26505540665166494,0,go_short,go_short,go_short,go_short,go_short,go_short,2024-05-21 15:15:00+00:00,go_short,go_short,0,go_short,3232765.0,0,0.14549,0.14534000000000002,0.14283,0,0.13935160000000174,go_short,go_short,False,0.14001212352907277,0.1423628571428616,0.14298000000000002,0.14147005150220393,go_short,0.143191999999993
235,COTI/USDT:USDT,2023-01-22 06:15:00+00:00,second_buy,trailing_stop_loss,0.08075,0.08196,0.07994201410908182,0.07946599560469177,0.08066000000000001,1,0.08091000000000001,12027347.0,1,False,0.08049599999999471,0.0803557142857174,0.07914080000000195,-34.40269043,-0.5615768442351637,0,go_short,go_short,go_short,go_short,go_short,go_short,2023-01-26 06:00:00+00:00,go_short,go_short,0,go_short,26160724.0,0,0.12,0.1192,0.11564,0,0.11330240000000202,go_short,go_short,False,0.11272569064730413,0.1145071428571459,0.11571000000000001,0.11455854596857001,go_short,0.11538599999999485
278,COTI/USDT:USDT,2024-04-20 17:45:00+00:00,second_buy,trailing_stop_loss,0.12395,0.125,0.1209507553742257,0.1190946848113172,0.12333000000000001,0,0.12429000000000001,3186672.0,0,False,0.12273399999999361,0.12223714285714671,0.11821520000000174,7.82635609,0.12786331264481432,0,go_short,go_short,go_short,go_short,go_short,go_short,2024-05-01 18:00:00+00:00,go_short,go_short,0,go_short,2653763.0,1,0.1061,0.10584,0.10433,0,0.10466720000000175,go_short,go_short,False,0.1043546585400271,0.1043400000000041,0.10447000000000001,0.10446306594600642,go_short,0.10432399999999324
269,COTI/USDT:USDT,2024-02-18 05:45:00+00:00,second_buy,trailing_stop_loss,0.09761,0.09814,0.09559034217286082,0.09406254096028241,0.09703,0,0.09786,7124737.0,0,False,0.09691799999999348,0.09657857142857444,0.09351080000000218,-11.00071709,-0.17975292373108517,0,go_short,go_short,go_short,go_short,go_short,go_short,2024-02-23 18:15:00+00:00,go_short,go_short,0,go_short,48158722.0,0,0.10828000000000002,0.10766,0.10416,0,0.09799160000000214,go_short,go_short,False,0.09912867143290557,0.10206857142857441,0.10428000000000001,0.10096392392964787,go_short,0.10380999999999356
232,COTI/USDT:USDT,2022-12-13 23:00:00+00:00,second_buy,trailing_stop_loss,0.07055,0.0707,0.07020559592536735,0.06976287031270632,0.07055,1,0.07060000000000001,973594.0,0,False,0.070475999999995,0.07039714285714574,0.06966960000000211,14.65311699,0.23935367643331631,0,go_short,go_short,go_short,go_short,go_short,go_short,2023-01-04 03:30:00+00:00,go_short,go_short,1,go_short,2351222.0,0,0.05337000000000001,0.05328,0.053160000000000006,0,0.05217720000000207,go_short,go_short,False,0.05231485047882168,0.05285714285714584,0.05326,0.05268967246717598,go_short,0.05296399999999492
277,COTI/USDT:USDT,2024-04-13 20:15:00+00:00,second_buy,trailing_stop_loss,0.10629000000000001,0.10779000000000001,0.11322091344384737,0.11792678356667456,0.08847000000000001,1,0.09761,42915312.0,0,False,0.11043599999999346,0.11259000000000387,0.11975520000000169,-16.86363727,-0.27537962703172364,1,go_short,go_short,go_short,go_short,go_short,go_short,2024-04-20 17:30:00+00:00,go_short,go_short,0,go_short,2317167.0,0,0.12405000000000001,0.12395,0.12214000000000001,0,0.11787320000000175,go_short,go_short,False,0.11867905959622257,0.12173285714286099,0.12214000000000001,0.12034361998772128,go_short,0.12206599999999361
276,COTI/USDT:USDT,2024-04-07 10:30:00+00:00,second_buy,trailing_stop_loss,0.16247,0.16404000000000002,0.16211010703452455,0.16144279796616695,0.16234,0,0.16357000000000002,1332158.0,0,False,0.16264999999999358,0.16258714285714662,0.1612696000000018,21.87794459,0.35698750020473025,0,go_short,go_short,go_short,go_short,go_short,go_short,2024-04-13 20:00:00+00:00,go_short,go_short,0,go_short,32089551.0,1,0.11494000000000001,0.10628000000000001,0.10292000000000001,1,0.12096640000000168,go_short,go_short,False,0.11955212625200853,0.11536000000000388,0.11491000000000001,0.1160592613427287,go_short,0.11459999999999346
270,COTI/USDT:USDT,2024-02-23 18:30:00+00:00,second_buy,trailing_stop_loss,0.10767000000000002,0.1165,0.10324793563277897,0.10036432540083849,0.10656,0,0.11581000000000001,108786817.0,0,False,0.10663399999999357,0.10479714285714584,0.09875320000000215,-41.60415093,-0.679253784824065,0,go_short,go_short,go_short,go_short,go_short,go_short,2024-02-25 01:00:00+00:00,go_short,go_short,0,go_short,46680405.0,0,0.18530000000000002,0.18444000000000002,0.18096,1,0.16952200000000217,go_short,go_short,False,0.1701035587479417,0.18244000000000302,0.18139000000000002,0.17890254251907856,go_short,0.18295199999999365
271,COTI/USDT:USDT,2024-02-25 01:15:00+00:00,second_buy,trailing_stop_loss,0.18438000000000002,0.19385000000000002,0.18049753597768187,0.17152329513698306,0.18322000000000002,0,0.18927000000000002,131767921.0,0,False,0.18382999999999367,0.18374857142857445,0.17106160000000215,-9.36420485,-0.1528627159389531,0,go_short,go_short,go_short,go_short,go_short,go_short,2024-03-04 02:15:00+00:00,go_short,go_short,0,go_short,3541122.0,0,0.21451,0.21376,0.21217000000000003,1,0.2109372000000019,go_short,go_short,False,0.2113649645562911,0.21323714285714618,0.21367000000000003,0.21240148321345373,go_short,0.21382199999999335
272,COTI/USDT:USDT,2024-03-04 02:30:00+00:00,second_buy,trailing_stop_loss,0.21375000000000002,0.21792000000000003,0.21310433194984546,0.21178015236693623,0.21321,0,0.21697000000000002,6520629.0,0,False,0.21483599999999337,0.21395857142857475,0.2112236000000019,4.35390927,0.07124020200927435,0,go_short,go_short,go_short,go_short,go_short,go_short,2024-03-06 06:00:00+00:00,go_short,go_short,0,go_short,7336301.0,0,0.2015,0.20059000000000002,0.19536,0,0.18595120000000187,go_short,go_short,False,0.18775148379131876,0.19301000000000337,0.1962,0.19082558672336078,go_short,0.19501599999999353
275,COTI/USDT:USDT,2024-03-26 10:30:00+00:00,second_buy,trailing_stop_loss,0.21019000000000002,0.2124,0.20834236489408525,0.2069661965921816,0.21006000000000002,0,0.21155000000000002,3142723.0,0,False,0.20983399999999378,0.2088442857142894,0.2065188000000019,14.4692921,0.2361197746993172,0,go_short,go_short,go_short,go_short,go_short,go_short,2024-04-07 10:15:00+00:00,go_short,go_short,0,go_short,760923.0,0,0.16257000000000002,0.16244,0.16185000000000002,0,0.1611568000000018,go_short,go_short,False,0.1612726218034603,0.1622642857142895,0.16228,0.16184467194989266,go_short,0.16250599999999357
274,COTI/USDT:USDT,2024-03-15 18:45:00+00:00,second_buy,trailing_stop_loss,0.20159000000000002,0.20505,0.20068333710537922,0.19951539063268298,0.20159000000000002,0,0.20503000000000002,2590628.0,0,False,0.20141399999999363,0.20086857142857492,0.19901280000000174,-1.67386371,-0.02733165974812478,0,go_short,go_short,go_short,go_short,go_short,go_short,2024-03-26 10:15:00+00:00,go_short,go_short,0,go_short,2236541.0,0,0.21131000000000003,0.21013,0.20913,0,0.2062432000000019,go_short,go_short,False,0.20659949231955613,0.20809714285714653,0.20954,0.20775915851119164,go_short,0.20878999999999376
231,COTI/USDT:USDT,2022-11-21 13:45:00+00:00,second_buy,trailing_stop_loss,0.07477,0.076,0.07405465965012023,0.07328471258355687,0.07455,0,0.07563,22633922.0,0,False,0.07476999999999497,0.07427428571428851,0.072918800000002,4.20828476,0.06867003309950334,0,go_short,go_short,go_short,go_short,go_short,go_short,2022-12-13 22:45:00+00:00,go_short,go_short,0,go_short,562820.0,0,0.07058,0.07055,0.07032000000000001,1,0.0696244000000021,go_short,go_short,False,0.06969589993772282,0.07034000000000289,0.07032000000000001,0.07013388609361595,go_short,0.070403999999995
273,COTI/USDT:USDT,2024-03-06 06:15:00+00:00,second_buy,trailing_stop_loss,0.20059000000000002,0.20199,0.1924893426120745,0.18878026276973958,0.19822,0,0.20164,8783093.0,0,False,0.19708999999999352,0.1950542857142891,0.18663680000000188,0.38068615,0.006216576983492226,0,go_short,go_short,go_short,go_short,go_short,go_short,2024-03-15 18:30:00+00:00,go_short,go_short,0,go_short,1608910.0,0,0.20185000000000003,0.20157000000000003,0.20073000000000002,0,0.19869720000000174,go_short,go_short,False,0.19907422188329763,0.20007285714286063,0.20129000000000002,0.19989303476090273,go_short,0.20039199999999363
279,COTI/USDT:USDT,2024-05-01 18:15:00+00:00,second_buy,trailing_stop_loss,0.10584,0.1086,0.10506259426200544,0.1046513505000251,0.1058,0,0.10836000000000001,3878903.0,0,False,0.10526399999999325,0.10481428571428981,0.10483840000000175,-4.33670472,-0.07087884540648802,0,go_short,go_short,go_short,go_short,go_short,go_short,2024-05-13 09:15:00+00:00,go_short,go_short,0,go_short,1167107.0,0,0.11518,0.11511,0.11446,1,0.1112980000000017,go_short,go_short,False,0.1125902818798798,0.1142842857142901,0.11449000000000001,0.1134454742482484,go_short,0.11474999999999322
252,COTI/USDT:USDT,2023-08-15 19:15:00+00:00,second_buy,trailing_stop_loss,0.04707,0.0471,0.04680902229501827,0.04709307235850401,0.04306,1,0.04505000000000001,49381958.0,0,False,0.04667799999999358,0.04682428571428876,0.047097600000002196,7.38156953,0.12045025874354934,1,go_short,go_short,go_short,go_short,go_short,go_short,2023-08-29 14:30:00+00:00,go_short,go_short,0,go_short,24378892.0,0,0.03873,0.03849,0.0373,0,0.03731920000000224,go_short,go_short,False,0.037427436226687504,0.03731428571428883,0.037320000000000006,0.03737257502596111,go_short,0.03738999999999369
241,COTI/USDT:USDT,2023-03-22 00:00:00+00:00,second_buy,trailing_stop_loss,0.07524,0.07561000000000001,0.07463846950728825,0.07415369549466914,0.07494,1,0.07506,2299056.0,1,False,0.07494199999999446,0.07476428571428842,0.07397600000000179,-6.31270032,-0.10307059962698538,0,go_short,go_short,go_short,go_short,go_short,go_short,2023-04-01 12:45:00+00:00,go_short,go_short,0,go_short,37623406.0,1,0.08108000000000001,0.079,0.0779,0,0.08021440000000178,go_short,go_short,False,0.08016689374387762,0.07981571428571685,0.07974,0.07992085936359368,go_short,0.07969199999999443
267,COTI/USDT:USDT,2024-02-05 07:15:00+00:00,second_buy,trailing_stop_loss,0.057920000000000006,0.05834,0.05738073621145181,0.056815416093273605,0.05788000000000001,0,0.057940000000000005,3013449.0,0,False,0.05767399999999342,0.0576228571428602,0.056556400000002185,-34.83515727,-0.5688373817595234,0,go_short,go_short,go_short,go_short,go_short,go_short,2024-02-09 09:00:00+00:00,go_short,go_short,0,go_short,162184467.0,0,0.08858,0.08777,0.08493,0,0.08303320000000224,go_short,go_short,False,0.08216968102752496,0.08352571428571742,0.08537,0.08365123705221639,go_short,0.08406599999999338
250,COTI/USDT:USDT,2023-07-13 15:45:00+00:00,second_buy,trailing_stop_loss,0.05099000000000001,0.05435,0.0512018682263638,0.050897100685230456,0.05099000000000001,0,0.053860000000000005,71154691.0,0,False,0.05128399999999369,0.05110285714286006,0.05092600000000222,11.14304496,0.181856556300248,0,go_short,go_short,go_short,go_short,go_short,go_short,2023-07-31 05:15:00+00:00,go_short,go_short,0,go_short,2732346.0,0,0.04403000000000001,0.04392,0.043820000000000005,1,0.043706000000002125,go_short,go_short,False,0.04374547906858254,0.04383714285714574,0.04383,0.04382908409095942,go_short,0.0438679999999935
249,COTI/USDT:USDT,2023-06-30 17:45:00+00:00,second_buy,trailing_stop_loss,0.05106,0.051430000000000003,0.050485075998915906,0.05038886303689744,0.0509,0,0.051320000000000005,5276479.0,0,False,0.050833999999993884,0.050537142857145625,0.05045360000000225,-0.74587442,-0.012171282598605495,0,go_short,go_short,go_short,go_short,go_short,go_short,2023-07-13 15:30:00+00:00,go_short,go_short,0,go_short,4346358.0,1,0.051000000000000004,0.051000000000000004,0.050350000000000006,0,0.050793200000002224,go_short,go_short,False,0.05066006874004889,0.05068714285714577,0.050350000000000006,0.05071857154024813,go_short,0.050643999999993694
248,COTI/USDT:USDT,2023-06-21 01:15:00+00:00,second_buy,trailing_stop_loss,0.0472,0.0482,0.046724694855993995,0.04629549791952551,0.047130000000000005,0,0.047850000000000004,12092072.0,0,False,0.04699999999999398,0.04681285714285998,0.046344400000002214,-4.3619791,-0.07121906506267539,0,go_short,go_short,go_short,go_short,go_short,go_short,2023-06-30 17:30:00+00:00,go_short,go_short,0,go_short,6663079.0,0,0.05127,0.05106,0.050710000000000005,0,0.05044080000000225,go_short,go_short,False,0.050314372079849234,0.050298571428574204,0.05074000000000001,0.05033327163508244,go_short,0.05057999999999389
247,COTI/USDT:USDT,2023-06-10 04:30:00+00:00,second_buy,trailing_stop_loss,0.049960000000000004,0.049960000000000004,0.049326021719989836,0.050671018351887184,0.03909,1,0.041650000000000006,99690076.0,0,False,0.04843199999999408,0.04916714285714565,0.05109640000000221,-9.56552737,-0.1561097264770426,1,go_short,go_short,go_short,go_short,go_short,go_short,2023-06-21 01:00:00+00:00,go_short,go_short,0,go_short,3013709.0,0,0.04725000000000001,0.04719,0.046860000000000006,0,0.04626040000000222,go_short,go_short,False,0.04617113775308755,0.04659000000000284,0.04689,0.04652009392072017,go_short,0.04671799999999397
253,COTI/USDT:USDT,2023-08-29 14:45:00+00:00,second_buy,trailing_stop_loss,0.03849,0.03977,0.03771525579119787,0.0375883668765625,0.03839,0,0.0396,24931888.0,0,False,0.03790999999999369,0.03766285714286026,0.03739280000000224,-6.17617742,-0.10078773173601378,0,go_short,go_short,go_short,go_short,go_short,go_short,2023-09-08 09:45:00+00:00,go_short,go_short,0,go_short,22693089.0,0,0.043480000000000005,0.0434,0.042440000000000005,0,0.04244280000000224,go_short,go_short,False,0.04245259742516102,0.04269000000000312,0.04249000000000001,0.04269418163572706,go_short,0.042653999999993655
254,COTI/USDT:USDT,2023-09-08 10:00:00+00:00,second_buy,trailing_stop_loss,0.0434,0.04404,0.04279815369176905,0.04252055317144539,0.043280000000000006,0,0.043370000000000006,43495929.0,0,False,0.04282599999999366,0.04274857142857456,0.04252840000000223,0.20319725,0.003317520802952464,0,go_short,go_short,go_short,go_short,go_short,go_short,2023-09-24 12:00:00+00:00,go_short,go_short,1,go_short,1828008.0,0,0.04315,0.04308,0.042960000000000005,0,0.04292880000000214,go_short,go_short,False,0.04294203327539392,0.043038571428574555,0.04299,0.04301813960370455,go_short,0.043063999999993774
