,pair,open_date,enter_reason,exit_reason,open (entry),high (entry),ema-26 (entry),ema-12 (entry),low (entry),mean-grad-hist (entry),close (entry),volume (entry),long_jcrosk (entry),short_kdj (entry),sma-05 (entry),sma-07 (entry),sma-25 (entry),profit_abs,profit_ratio,imit-enter-short (entry),imit-exit-short (entry),nlp-enter-long (entry),nlp-enter-short (entry),nlp-exit-short (entry),volume (exit),ema-12 (exit),mean-grad-hist (exit),sma-07 (exit),imit-enter-short (exit),nlp-exit-short (exit),close (exit),imit-exit-short (exit),long_jcrosk (exit),nlp-enter-short (exit),sma-05 (exit),ema-26 (exit),open (exit),short_kdj (exit),nlp-enter-long (exit),high (exit),sma-25 (exit),low (exit)
424,APT/USDT:USDT,2023-01-09 16:30:00+00:00,second_buy,trailing_stop_loss,4.578,5.053,4.394343016431733,4.2669756584822425,4.578,0,4.93,7060512.0,1,False,4.513799999999987,4.41428571428572,4.230039999999989,-3.23937,-0.36533187009763773,go_short,go_short,go_short,go_short,go_short,201802.0,6.314253988292502,0,6.348428571428573,go_short,go_short,6.348,go_short,1,go_short,6.349199999999987,6.330988898182469,6.362,False,go_short,6.385,6.329079999999985,6.335
423,APT/USDT:USDT,2023-01-02 07:15:00+00:00,second_buy,trailing_stop_loss,3.5060000000000002,3.9130000000000003,3.556356734180624,3.5232632210122157,3.505,0,3.879,1097134.0,0,False,3.578999999999977,3.5535714285714373,3.5034399999999835,-2.3569802,-0.2644495488011859,go_short,go_short,go_short,go_short,go_short,2010619.0,4.213933711160822,0,4.3045714285714345,go_short,go_short,4.574,go_short,0,go_short,4.360999999999987,4.296950837601139,4.604,False,go_short,4.644,4.196479999999989,4.57
422,APT/USDT:USDT,2022-12-03 02:00:00+00:00,second_buy,trailing_stop_loss,5.066,5.14,4.981191092904287,4.9412430601022725,5.058,0,5.088,166479.0,0,False,5.003799999999965,4.982857142857175,4.963479999999998,2.2123116,0.24180273040335937,go_short,go_short,go_short,go_short,go_short,7367.0,3.4948042786931928,0,3.4980000000000087,go_short,go_short,3.5060000000000002,go_short,0,go_short,3.5023999999999775,3.497694322213465,3.501,False,go_short,3.51,3.4879599999999833,3.499
421,APT/USDT:USDT,2022-11-10 13:45:00+00:00,second_buy,trailing_stop_loss,4.275,4.621,4.275738203899649,4.232844827449696,4.263,0,4.531,1570300.0,0,False,4.33999999999998,4.311000000000015,4.20916,-1.1317274,-0.13162080402698503,go_short,go_short,go_short,go_short,go_short,79188.0,4.929502504910454,0,4.96257142857146,go_short,go_short,5.069,go_short,0,go_short,4.971399999999965,4.961771291614157,4.968,False,go_short,5.089,4.956439999999998,4.968
420,APT/USDT:USDT,2022-10-23 01:45:00+00:00,second_buy,trailing_stop_loss,8.978,9.5,9.022824196795757,8.925660368499994,8.964,0,9.296,3688422.0,0,False,9.079800000000002,9.061142857142864,8.937439999999992,4.3373097,0.5187158125867802,go_short,go_short,go_short,go_short,go_short,216789.0,4.208992413645672,0,4.25228571428573,go_short,go_short,4.276,go_short,1,go_short,4.277599999999981,4.229326968245039,4.292,False,go_short,4.311,4.2011199999999995,4.253
403,ADA/USDT:USDT,2023-12-09 05:15:00+00:00,second_buy,trailing_stop_loss,0.5981000000000001,0.6003000000000001,0.582868087476517,0.5703928360027919,0.5914,1,0.5926,99914.0,1,False,0.5946799999999917,0.5900285714285706,0.5669480000000222,0.25167499,0.04249062521789794,go_short,go_short,go_short,go_short,go_short,39754.0,0.5279957800834244,0,0.5516571428571446,go_short,go_short,0.5728,go_short,0,go_short,0.5580799999999906,0.5425855222007039,0.5686,False,go_short,0.5747,0.5215720000000222,0.5660000000000001
419,APT/USDT:USDT,2022-10-19 08:00:00+00:00,second_buy,trailing_stop_loss,7.461,7.594,7.587305670065456,7.486957264957265,7.427,0,7.572,2445077.0,0,False,7.604599999999998,7.643,7.398040000000001,-2.2680036,-0.2500852471771176,go_short,go_short,go_short,go_short,go_short,702384.0,8.896033197979992,0,9.008571428571436,go_short,go_short,8.975,go_short,0,go_short,9.029200000000001,8.97315586894044,9.002,False,go_short,9.037,8.911919999999991,8.905
416,ADA/USDT:USDT,2024-11-22 16:30:00+00:00,second_buy,trailing_stop_loss,0.9393,0.9684,0.9189664303187401,0.90362636948591,0.9393,0,0.9641000000000001,384536.0,0,False,0.9307399999999871,0.9235714285714244,0.9004520000000246,-2.33544649,-0.2426849656674218,go_short,go_short,go_short,go_short,go_short,108395.0,1.1058491250515579,0,1.1148428571428546,go_short,go_short,1.1393,go_short,0,go_short,1.1208399999999898,1.1104513322708844,1.1341,False,go_short,1.1502,1.0933360000000238,1.1298
415,ADA/USDT:USDT,2024-11-16 00:15:00+00:00,second_buy,trailing_stop_loss,0.7073,0.733,0.6904863224269168,0.6790329331808675,0.7023,0,0.7167,411364.0,1,False,0.7018399999999881,0.6939857142857104,0.677452000000025,-2.41278357,-0.33727115888406206,go_short,go_short,go_short,go_short,go_short,202787.0,0.8987884790447829,0,0.9143571428571386,go_short,go_short,0.9389000000000001,go_short,0,go_short,0.9204999999999872,0.9107603267403293,0.9272,False,go_short,0.9471,0.8962480000000245,0.9246000000000001
414,ADA/USDT:USDT,2024-11-10 03:30:00+00:00,second_buy,trailing_stop_loss,0.5277000000000001,0.5395,0.5163974437505642,0.49738909498757344,0.5256000000000001,0,0.5389,90936.0,0,False,0.5242199999999879,0.5230142857142818,0.49337600000002446,-1.74786939,-0.32460463989035415,go_short,go_short,go_short,go_short,go_short,193020.0,0.676019567835337,0,0.6877428571428533,go_short,go_short,0.7071000000000001,go_short,0,go_short,0.6934799999999882,0.6857201992318107,0.6980000000000001,False,go_short,0.7076,0.675420000000025,0.6919000000000001
413,ADA/USDT:USDT,2024-11-07 16:00:00+00:00,second_buy,trailing_stop_loss,0.3829,0.38820000000000005,0.3779283262937615,0.37506253353084523,0.38220000000000004,0,0.3881,9056.0,0,False,0.3804599999999878,0.3785714285714244,0.3740480000000243,-2.95956509,-0.3813758519075202,go_short,go_short,go_short,go_short,go_short,50711.0,0.4940682225865793,1,0.5199857142857104,go_short,go_short,0.5281,go_short,0,go_short,0.5208199999999878,0.5123060698870304,0.5171,False,go_short,0.5297000000000001,0.4896440000000245,0.5171
412,ADA/USDT:USDT,2024-09-24 17:30:00+00:00,second_buy,trailing_stop_loss,0.378,0.3798,0.37506030923041195,0.37279583018171825,0.3779,0,0.3796,3651.0,0,False,0.3773999999999871,0.3761571428571374,0.3725080000000229,-0.08393864,-0.011055613508245087,go_short,go_short,go_short,go_short,go_short,12695.0,0.37401953621331285,0,0.3764285714285672,go_short,go_short,0.3829,go_short,0,go_short,0.37733999999998785,0.3760789310744454,0.37920000000000004,False,go_short,0.3844,0.3733960000000243,0.3783
411,ADA/USDT:USDT,2024-08-08 23:00:00+00:00,second_buy,trailing_stop_loss,0.3487,0.353,0.34530560763405993,0.34259920299198066,0.3483,0,0.352,22268.0,0,False,0.3481399999999887,0.3465428571428525,0.34220400000002243,-0.51481096,-0.0731374235433276,go_short,go_short,go_short,go_short,go_short,408.0,0.3722514965962557,0,0.37484285714285176,go_short,go_short,0.37670000000000003,go_short,0,go_short,0.3762999999999871,0.37423491090866867,0.37720000000000004,False,go_short,0.37720000000000004,0.3720760000000229,0.37620000000000003
410,ADA/USDT:USDT,2024-07-13 16:00:00+00:00,second_buy,trailing_stop_loss,0.4318,0.4373,0.42669072620596715,0.42399281498857855,0.43170000000000003,0,0.43360000000000004,24928.0,1,False,0.42895999999999124,0.42777142857142375,0.42304800000002296,0.82899179,0.1913795229731577,go_short,go_short,go_short,go_short,go_short,19758.0,0.34184713923133914,0,0.34508571428570967,go_short,go_short,0.34840000000000004,go_short,0,go_short,0.3465999999999887,0.3440884453857072,0.3471,False,go_short,0.3487,0.3418000000000225,0.3467
409,ADA/USDT:USDT,2024-07-01 17:45:00+00:00,second_buy,trailing_stop_loss,0.4051,0.4067,0.40383149018032244,0.4022857518937662,0.4051,0,0.4067,3448.0,0,False,0.40505999999999254,0.4048142857142817,0.40172800000002234,-0.55147077,-0.06783273443017851,go_short,go_short,go_short,go_short,go_short,23569.0,0.4232242401876648,0,0.42651428571428085,go_short,go_short,0.4325,go_short,0,go_short,0.4273199999999912,0.42543449460705207,0.42750000000000005,False,go_short,0.433,0.42257200000002293,0.427
408,ADA/USDT:USDT,2024-04-15 06:30:00+00:00,second_buy,trailing_stop_loss,0.4756,0.485,0.46941361611189,0.4655588094453907,0.4748,0,0.48360000000000003,31158.0,1,False,0.47349999999998926,0.4706857142857107,0.46419600000002165,0.83791751,0.17340423119004883,go_short,go_short,go_short,go_short,go_short,3549.0,0.4019326120452675,0,0.40432857142856743,go_short,go_short,0.4051,go_short,0,go_short,0.40445999999999255,0.4033099429403811,0.4043,False,go_short,0.4051,0.40145200000002235,0.4041
407,ADA/USDT:USDT,2024-03-06 08:15:00+00:00,second_buy,trailing_stop_loss,0.7386,0.7498,0.7250191722507223,0.7112190438562712,0.7364,0,0.7496,56731.0,0,False,0.7349999999999904,0.7304428571428548,0.7024120000000209,2.84580503,0.3800738737403181,go_short,go_short,go_short,go_short,go_short,46821.0,0.46411551420102193,0,0.46772857142856783,go_short,go_short,0.47550000000000003,go_short,0,go_short,0.4695399999999893,0.46683427358677904,0.4712,False,go_short,0.4758,0.4635600000000216,0.4701
406,ADA/USDT:USDT,2024-03-02 03:15:00+00:00,second_buy,trailing_stop_loss,0.7627,0.7649,0.7489408397949886,0.7330210363757147,0.7554000000000001,1,0.757,22632.0,0,False,0.7562599999999897,0.7565285714285696,0.7278480000000214,0.12618349,0.016698810126890506,go_short,go_short,go_short,go_short,go_short,47982.0,0.7081485673647729,0,0.7261428571428549,go_short,go_short,0.7383000000000001,go_short,0,go_short,0.7287199999999905,0.7205499308417628,0.7323000000000001,False,go_short,0.7386,0.699568000000021,0.7309
405,ADA/USDT:USDT,2024-02-15 11:30:00+00:00,second_buy,trailing_stop_loss,0.5905,0.5952000000000001,0.5852485772155225,0.5820387574933705,0.5899,0,0.5945,14622.0,0,False,0.5884999999999906,0.587300000000001,0.5798040000000222,-1.61935727,-0.2726624471401595,go_short,go_short,go_short,go_short,go_short,15690.0,0.7311027192857719,1,0.7544571428571409,go_short,go_short,0.763,go_short,0,go_short,0.7563399999999897,0.7474755379395319,0.7601,False,go_short,0.763,0.7254320000000213,0.7581
