,pair,open_date,enter_reason,exit_reason,open (entry),high (entry),ema-26 (entry),ema-12 (entry),low (entry),mean-grad-hist (entry),close (entry),volume (entry),long_jcrosk (entry),short_kdj (entry),sma-05 (entry),sma-07 (entry),sma-25 (entry),profit_abs,profit_ratio,open (exit),long_jcrosk (exit),close (exit),mean-grad-hist (exit),volume (exit),short_kdj (exit),high (exit),sma-05 (exit),sma-07 (exit),ema-12 (exit),ema-26 (exit),low (exit),sma-25 (exit)
1341,LPT/USDT:USDT,2022-09-24 12:45:00+00:00,first_buy,long-ml-exit,9.58,9.673,9.571969670705002,9.559444847445066,9.58,0,9.658,8014.4,0,False,9.583999999999874,9.577571428571213,9.54319999999984,-4.04456721,-0.06641332109312406,9.148,0,9.04,1,7719.8,False,9.153,9.11139999999986,9.123714285714081,9.209053408315105,9.159440164234596,9.04,9.224239999999842
1342,LPT/USDT:USDT,2022-09-26 06:15:00+00:00,first_buy,long-ml-exit,8.984,9.031,9.055375258596705,9.135580283472269,8.904,0,8.934,16002.2,0,False,8.98199999999986,9.014428571428367,9.16923999999984,-4.79925186,-0.07892838521077503,8.362,1,8.207,1,64556.7,False,8.362,8.381199999999899,8.435571428571224,8.575734402669145,8.472267408310593,8.105,8.587959999999839
1344,LPT/USDT:USDT,2022-11-03 09:00:00+00:00,first_buy,long-ml-exit,10.715,10.873,10.597234173062738,10.393806415474979,10.701,0,10.82,53559.6,0,False,10.650199999999904,10.62599999999981,10.488959999999844,-4.06970979,-0.06713592409730353,10.265,0,10.102,1,54102.4,False,10.337,10.275599999999898,10.332999999999812,10.395115741916447,10.338131512898181,10.102,10.40559999999984
1370,COMP/USDT:USDT,2020-08-11 10:30:00+00:00,first_buy,long-ml-exit,164.74,167.44,168.9259227619699,170.74688493347108,164.74,0,167.36,2879.129,0,False,167.39000000000016,168.04571428571504,171.70919999999987,-4.80263736,-0.07831790625433833,159.37,0,154.59,1,6514.889,False,159.67,158.8840000000002,159.90714285714358,164.14580455802061,160.98891059901968,152.5,164.66039999999984
1373,COMP/USDT:USDT,2020-08-12 01:30:00+00:00,first_buy,long-ml-exit,214.88,236.71,201.4132179727865,191.04553377542098,213.6,0,224.62,29181.802,0,False,209.71200000000022,204.8557142857149,188.44639999999995,-5.50328961,-0.08984354926804179,210.99,0,204.48,1,7367.362,False,211.84,213.1720000000003,214.92428571428633,209.99030233556604,214.40409202868335,203.69,213.6179999999999
1375,COMP/USDT:USDT,2020-08-12 11:15:00+00:00,first_buy,long-ml-exit,230.64,233.99,222.87665513981796,218.3990741000122,228.17,0,230.08,10003.314,0,False,225.5400000000002,225.59000000000057,216.7468,-5.18950971,-0.08463585658739385,220.4,0,209.39,1,16409.047,False,222.11,216.35600000000014,218.5228571428577,226.92025109215027,222.14794832091314,208.89,231.45799999999986
1376,COMP/USDT:USDT,2020-08-12 20:45:00+00:00,first_buy,long-ml-exit,209.38,212.08,220.02826396384958,225.54615841865765,205.76,0,208.37,12271.657,0,False,214.09600000000015,216.8442857142863,230.63359999999986,-5.30349364,-0.08648592859175878,193.91,0,187.17,1,22586.668,False,193.97,195.07200000000017,203.94000000000065,214.23492602172203,207.22026360849432,183.0,218.11559999999983
1403,COMP/USDT:USDT,2020-10-06 11:00:00+00:00,first_buy,long-ml-exit,111.44,111.49,112.98104233245962,115.17064284194359,110.1,1,110.24,2293.254,0,False,111.90000000000035,112.42142857142991,115.49879999999966,-4.02231002,-0.06555826738182305,103.27,0,103.24,0,1771.9,False,103.62,103.72600000000025,103.74285714285853,106.45207071204844,104.8683340916345,102.89,106.54119999999965
1405,COMP/USDT:USDT,2020-10-10 03:30:00+00:00,first_buy,long-ml-exit,118.55,119.06,117.17451677528635,115.92544990493576,117.35,1,117.51,2682.797,0,False,117.9740000000003,117.86142857142985,115.58399999999965,-4.08642929,-0.06655253181447578,110.5,0,110.06,1,4903.843,False,110.86,111.69400000000014,112.15714285714414,112.86092112438726,112.31936378918238,109.17,112.97519999999966
1406,COMP/USDT:USDT,2020-10-14 16:15:00+00:00,first_buy,long-ml-exit,108.7,109.33,110.34270325227992,111.09427346770144,107.89,1,108.75,2458.877,0,False,109.70600000000009,110.03285714285846,110.97039999999964,-4.03488842,-0.06571267535580917,102.96,0,101.87,1,1790.109,False,102.96,103.05800000000022,103.08571428571565,103.78553191577731,103.1449250621716,101.74,103.57439999999963
1408,COMP/USDT:USDT,2020-10-27 16:30:00+00:00,first_buy,long-ml-exit,110.9,111.69,110.44414184648302,110.32206496330171,110.55,0,110.99,2269.152,0,False,110.01800000000021,110.1142857142871,111.18279999999965,-4.48141729,-0.07307982685302923,105.77,0,103.12,1,9525.101,False,105.81,105.81200000000013,106.48714285714424,107.73561686461164,106.7179448794528,102.22,108.34079999999966
1409,COMP/USDT:USDT,2020-10-29 10:30:00+00:00,first_buy,long-ml-exit,101.44,101.48,102.90658392218364,104.60741524888915,101.0,1,101.01,1087.787,0,False,101.87200000000011,102.19285714285851,105.01679999999968,-4.34919881,-0.07085640724974218,95.05,0,94.07,1,4133.632,False,95.7,95.36400000000012,95.78142857142994,97.3843530171871,96.11098865733699,94.0,97.88399999999969
1410,COMP/USDT:USDT,2020-10-30 02:15:00+00:00,first_buy,long-ml-exit,96.07,96.73,96.44122722220317,96.60198282117979,95.48,1,95.53,2075.32,0,False,96.45200000000008,96.93142857142993,96.3399999999997,-4.20631339,-0.06855199697219751,89.92,0,89.17,1,6508.326,False,90.09,90.69400000000012,90.77000000000137,92.13347262942739,90.99713803353865,88.2,92.07119999999962
1411,COMP/USDT:USDT,2020-10-30 20:15:00+00:00,first_buy,long-ml-exit,93.09,93.27,93.18505812077757,93.14835811713594,92.8,0,92.86,652.692,0,False,92.90800000000019,92.95714285714425,93.33599999999966,-5.71214121,-0.09308907510545988,88.54,0,84.17,1,17005.536,False,88.72,88.6000000000002,89.02000000000132,90.00155558079373,89.12414039949884,83.33,90.34599999999968
1414,COMP/USDT:USDT,2020-11-07 01:45:00+00:00,first_buy,long-ml-exit,106.9,107.42,100.84707727810978,98.7110630105328,104.56,0,105.99,13076.997,0,False,103.38600000000017,102.03714285714425,97.52999999999957,-4.85182332,-0.07911852269892185,99.83,0,97.98,1,13452.057,False,101.45,103.81800000000017,104.91714285714428,105.4008655277407,104.91358997406455,97.46,106.00599999999955
1415,COMP/USDT:USDT,2020-11-07 15:15:00+00:00,first_buy,long-ml-exit,97.81,99.71,103.73611459343924,104.79783845161177,97.0,1,97.26,7277.378,0,False,101.51200000000016,103.41428571428715,105.66839999999956,-4.06210089,-0.06622121777139474,91.82,0,91.25,1,7163.275,False,93.08,92.84200000000014,93.8371428571443,98.43218301419613,95.41317310244867,90.13,99.27359999999965
1417,COMP/USDT:USDT,2020-11-11 02:30:00+00:00,first_buy,long-ml-exit,108.56,109.54,106.85509011705793,105.33886120887145,108.56,1,109.02,1923.722,0,False,108.52200000000013,108.01000000000145,104.87399999999961,-4.04536889,-0.06596013860197324,103.01,0,101.92,1,4708.989,False,103.2,103.03600000000017,103.58857142857288,105.29325130443516,103.98581480949574,101.1,105.81959999999962
1419,COMP/USDT:USDT,2020-11-15 02:30:00+00:00,first_buy,long-ml-exit,121.03,122.08,121.3279477607202,120.39160512288366,120.99,1,121.31,2411.633,0,False,121.16200000000008,121.38285714285855,120.57959999999959,-4.15800202,-0.06781632388830258,119.47,0,113.4,1,19033.744,False,119.55,118.13599999999997,119.03571428571571,120.55846341702909,119.40770541125171,112.91,121.54319999999957
1422,COMP/USDT:USDT,2020-11-25 20:15:00+00:00,first_buy,long-ml-exit,134.1,135.5,135.27181721273735,134.25204876705004,132.0,1,132.39,5372.398,0,False,135.49600000000004,136.11857142857295,134.32079999999962,-4.84508665,-0.07897035733566932,125.86,0,122.19,1,5155.619,False,125.87,125.1640000000001,126.3128571428587,130.03889241889777,127.69857186063842,121.5,132.04639999999964
1423,COMP/USDT:USDT,2020-11-26 02:15:00+00:00,first_buy,long-ml-exit,123.4,123.43,124.20579619252332,126.26531027779791,120.38,1,121.52,4544.063,1,False,123.64400000000008,124.01857142857298,126.12719999999966,-4.23101952,-0.06901327770320528,117.03,0,113.61,1,8390.696,False,117.03,118.44200000000008,119.57857142857299,123.67855486843844,120.5988216923079,113.29,123.73319999999966
1424,COMP/USDT:USDT,2020-11-26 03:45:00+00:00,first_buy,long-ml-exit,113.36,113.67,118.86515681656822,122.61569895225782,102.78,1,109.33,22492.439,0,False,116.19600000000007,117.58000000000156,122.86679999999964,-4.41827012,-0.07195095086646769,103.79,0,101.64,1,14308.156,False,103.81,105.6160000000001,107.10857142857306,112.2568718046371,108.3739697906444,98.74,111.62439999999964
1427,COMP/USDT:USDT,2020-12-08 08:45:00+00:00,first_buy,long-ml-exit,161.64,162.8,161.06637132946216,159.26922455489523,157.88,1,158.02,15972.102,0,False,161.44400000000005,161.6142857142874,159.71559999999963,-4.4032347,-0.07172722912439397,148.89,0,146.85,1,7396.67,False,149.46,149.9720000000001,151.17857142857324,153.23521716269425,151.3188493467709,146.49,153.78239999999948
1402,COMP/USDT:USDT,2020-10-02 09:30:00+00:00,first_buy,long-ml-exit,120.02,120.47,121.8990341193996,124.01275402930969,118.82,0,118.96,2102.084,0,False,120.60200000000029,120.84714285714405,124.84359999999963,-4.05555408,-0.06615367722810436,112.72,0,111.4,1,3105.424,False,112.77,113.07200000000034,113.23428571428704,115.90230181084301,113.86657978665848,111.18,116.42879999999967
1324,LPT/USDT:USDT,2022-06-25 04:45:00+00:00,first_buy,long-ml-exit,10.12,10.198,10.181523187301591,10.148570097442095,10.095,0,10.166,128661.0,0,False,10.16179999999992,10.158571428571195,10.342439999999849,-4.8990958,-0.08029336218134327,9.566,0,9.362,1,69916.2,False,9.584,9.581799999999923,9.637714285714052,9.789497141565885,9.668009911296211,9.307,9.799999999999848
1401,COMP/USDT:USDT,2020-09-21 12:15:00+00:00,first_buy,long-ml-exit,134.9,135.0,135.77490343266265,138.04785619490684,132.59,1,133.2,2115.258,0,False,134.24800000000013,134.80428571428683,138.70159999999996,-4.18157159,-0.06819322467529565,125.34,0,124.08,1,2033.931,False,125.43,125.97200000000028,126.88714285714408,128.04816148978674,127.19317888258838,123.43,128.32239999999965
1399,COMP/USDT:USDT,2020-09-15 23:15:00+00:00,first_buy,long-ml-exit,153.3,153.55,155.3964165375927,156.7992948047009,152.14,1,152.55,1970.981,0,False,154.8060000000001,155.28000000000105,156.9483999999999,-4.00910674,-0.06530077603008158,143.87,0,142.22,1,3208.554,False,144.48,145.18400000000014,145.7742857142868,147.9148269068185,146.23775203511326,141.81,148.5747999999999
1378,COMP/USDT:USDT,2020-08-14 10:15:00+00:00,first_buy,long-ml-exit,216.72,217.0,211.3616909732297,208.92271265326045,212.0,1,212.39,4793.385,1,False,213.73199999999997,212.35714285714357,208.5616,-5.2352878,-0.08553493813844246,199.97,0,194.62,1,11618.466,False,200.43,198.52,199.0342857142864,202.01343995567,199.82245632731795,190.94,202.31599999999992
1379,COMP/USDT:USDT,2020-08-14 20:45:00+00:00,first_buy,long-ml-exit,194.58,197.17,199.34669381542287,201.6220740330278,194.4,1,196.73,2658.874,0,False,197.954,198.45142857142926,202.0023999999999,-4.2992161,-0.07020505284308186,189.62,0,183.31,1,4133.742,False,189.63,189.52800000000016,190.19428571428654,190.5359913875897,189.8247445736902,183.1,190.62119999999982
1380,COMP/USDT:USDT,2020-08-18 00:00:00+00:00,first_buy,long-ml-exit,183.74,186.15,189.00555310081478,190.0888809144349,183.23,1,184.5,3465.257,0,False,187.94000000000014,189.1714285714294,190.45199999999983,-4.09375049,-0.06679457493520599,175.88,0,171.83,1,4521.725,False,176.05,175.97400000000033,176.24714285714353,178.64084678803692,177.0022656018487,171.48,179.0111999999999
1381,COMP/USDT:USDT,2020-08-21 03:15:00+00:00,first_buy,long-ml-exit,171.48,174.4,176.34499397079506,178.20300628521937,170.36,1,172.73,4216.886,0,False,175.07200000000034,175.53571428571496,178.57959999999986,-4.35336851,-0.0709366481076766,163.28,0,161.0,1,4265.353,False,163.66,164.1520000000004,165.36714285714376,167.5845628595036,165.71088451838287,159.92,167.06759999999994
1383,COMP/USDT:USDT,2020-08-24 15:15:00+00:00,first_buy,long-ml-exit,180.69,184.43,179.82018543037663,178.86305124663718,180.34,0,183.72,4800.047,0,False,180.76800000000028,179.91000000000093,178.68199999999987,-4.02146918,-0.06564955979985637,174.02,0,172.27,1,4235.926,False,174.37,175.53800000000027,176.2814285714296,178.54205388160796,176.83952789451897,171.32,178.72639999999993
1384,COMP/USDT:USDT,2020-08-25 08:45:00+00:00,first_buy,long-ml-exit,172.27,174.68,176.43806206459297,178.22264248297031,172.06,1,174.23,2427.853,0,False,174.85000000000028,175.6157142857153,178.3943999999999,-4.40165723,-0.07169956852407035,166.25,0,162.09,1,5281.396,False,166.58,166.72600000000037,167.3385714285725,170.0066493473029,167.682222799652,161.23,170.44879999999984
1388,COMP/USDT:USDT,2020-09-01 01:15:00+00:00,first_buy,long-ml-exit,247.74,249.12,242.81510552745763,239.70882500428237,245.79,0,247.57,3612.707,0,False,243.94600000000042,243.4942857142869,240.84120000000024,-4.14093272,-0.06764747409295951,234.22,0,228.06,1,4149.129,False,234.27,234.30600000000032,234.6957142857156,235.85811479644104,234.20819380086655,227.0,235.73000000000025
1389,COMP/USDT:USDT,2020-09-02 10:45:00+00:00,first_buy,long-ml-exit,227.86,229.66,232.78385629304094,235.05010629300097,223.97,1,224.95,6955.485,0,False,231.8740000000003,233.13285714285846,235.26480000000026,-4.12764896,-0.06738984699511016,215.02,0,210.32,1,8802.872,False,217.91,220.59200000000027,224.50285714285843,231.18198297150536,226.11727479564746,208.21,232.41360000000023
1390,COMP/USDT:USDT,2020-09-02 11:45:00+00:00,first_buy,long-ml-exit,210.22,215.96,224.32692482708632,229.94479904769014,209.65,1,214.48,4992.539,0,False,217.8760000000003,221.6657142857156,231.40120000000022,-4.68222874,-0.07648287577062401,200.78,0,196.65,1,6092.426,False,203.34,204.27600000000035,206.5485714285729,215.97751929215272,209.97045466135063,196.0,218.4004000000001
1391,COMP/USDT:USDT,2020-09-03 13:00:00+00:00,first_buy,long-ml-exit,196.63,204.44,209.06884625191208,215.09844378903028,195.62,0,204.11,5612.746,0,False,202.61800000000036,205.1471428571443,217.5764000000001,-5.69546778,-0.09302038684254586,200.92,0,185.12,1,8773.452,False,201.16,197.2920000000004,199.98428571428707,204.21438880947377,201.54754911057054,185.0,206.0420000000001
1392,COMP/USDT:USDT,2020-09-03 23:45:00+00:00,first_buy,long-ml-exit,185.13,192.13,199.06484924740585,202.8214711198831,180.6,1,185.41,13481.275,0,False,194.26400000000038,196.8085714285728,205.28240000000008,-4.60616777,-0.07520705469771666,171.78,0,169.0,0,4264.982,False,172.32,172.1600000000003,173.10571428571566,180.89550714967726,175.84393677823894,168.0,183.34600000000012
1393,COMP/USDT:USDT,2020-09-05 11:45:00+00:00,first_buy,long-ml-exit,169.0,170.15,174.81871573543296,180.02769180525672,167.75,0,169.18,4396.426,0,False,171.0140000000003,172.25285714285852,182.41000000000014,-5.3738035,-0.08769399277751258,160.73,0,154.26,1,6809.474,False,160.9,160.44400000000024,161.5871428571442,166.983160960978,163.23093490403056,154.13,166.13280000000017
1395,COMP/USDT:USDT,2020-09-06 21:00:00+00:00,first_buy,long-ml-exit,174.0,174.75,168.62365700595205,166.67066851378837,170.85,0,171.12,4886.363,0,False,170.9380000000003,169.81285714285858,165.31640000000013,-4.3923683,-0.07162767804618667,161.72,0,158.43,1,3348.033,False,162.02,161.69200000000032,162.50142857143007,164.74027278800037,163.1585825374469,157.42,164.16480000000004
1397,COMP/USDT:USDT,2020-09-08 00:15:00+00:00,first_buy,long-ml-exit,179.02,182.6,177.8634670573668,175.26435984049942,178.81,0,182.35,2270.731,0,False,179.27600000000032,179.0957142857157,175.21360000000007,-4.88005937,-0.07949962601224371,171.42,1,167.96,1,2657.886,False,171.59,170.82000000000042,170.79142857143,173.854201863639,172.2520771927731,167.81,174.79080000000005
1398,COMP/USDT:USDT,2020-09-08 11:45:00+00:00,first_buy,long-ml-exit,167.96,169.07,171.47329608619262,173.3605572811472,166.45,1,167.19,2372.996,0,False,170.11600000000038,170.25285714285857,174.58880000000005,-4.33662124,-0.07065239434076435,155.33,0,153.28,1,2371.281,False,155.65,155.55800000000008,155.74142857142962,157.13923838907698,155.91394681715502,153.05,157.2691999999999
1400,COMP/USDT:USDT,2020-09-20 16:45:00+00:00,first_buy,long-ml-exit,142.19,144.71,145.83194402971122,147.59521009890602,141.82,0,143.6,2436.426,0,False,144.38200000000012,145.2400000000011,148.2639999999999,-4.13482864,-0.06737074776980878,135.49,0,134.12,1,2890.319,False,135.49,135.82600000000014,136.06000000000114,139.1329826229985,137.0216400011719,132.82,139.89039999999997
1428,COMP/USDT:USDT,2020-12-11 00:45:00+00:00,first_buy,long-ml-exit,147.92,150.24,149.81771058955292,150.77258360683769,147.59,1,148.81,8727.109,0,False,148.55200000000013,149.3914285714306,151.12119999999953,-4.05948263,-0.0661465621241983,139.92,0,139.36,0,3137.543,False,140.5,140.44800000000018,140.6828571428592,142.97712199636786,141.6690148987009,139.25,143.63959999999943
1321,LPT/USDT:USDT,2022-06-16 11:45:00+00:00,first_buy,long-ml-exit,7.371,7.431,7.487709750756089,7.674919605446269,7.354,0,7.395,8058.3,0,False,7.3863999999999095,7.386571428571203,7.718199999999851,-4.37329843,-0.07122828799092719,6.964,0,6.869,0,26204.2,False,6.975,6.964199999999913,7.067428571428344,7.327140976290662,7.164121842405193,6.859,7.3625199999998525
1319,LPT/USDT:USDT,2022-06-01 19:15:00+00:00,first_buy,long-ml-exit,12.385,12.394,12.49486098615775,12.637128633292047,12.241,0,12.376,6563.9,1,False,12.436199999999872,12.447428571428336,12.710559999999866,-3.97617142,-0.06554438083763268,11.641,0,11.566,1,21993.1,False,11.723,11.888799999999879,11.926714285714056,11.977049745753835,11.911823632554942,11.537,11.987759999999856
3621,NEO/USDT:USDT,2021-01-11 03:30:00+00:00,first_buy,long-ml-exit,22.748,22.939,23.6885891336633,23.800557229365886,22.033,1,22.211,102131.38,0,False,23.083199999999927,23.38899999999989,24.461960000000037,-4.16816734,-0.06794401536185114,20.871,0,20.763,0,34025.34,False,20.988,21.02199999999992,21.19885714285702,21.791004496153878,21.407769705673534,20.736,21.896200000000025
3620,NEO/USDT:USDT,2021-01-10 22:00:00+00:00,first_buy,long-ml-exit,23.501,24.729,22.648295258108163,22.17628368346146,23.329,0,24.729,153427.8,0,False,23.288399999999925,22.750857142857026,21.79360000000003,-5.0368051,-0.08204702404179574,23.176,0,22.749,1,111719.52,False,23.587,23.416399999999925,23.715142857142745,23.927721807715155,23.957241703420262,22.659,24.488240000000037
3618,NEO/USDT:USDT,2021-01-10 03:00:00+00:00,first_buy,long-ml-exit,22.896,22.927,22.25978883154885,21.891419550708537,22.643,1,22.666,19712.45,0,False,22.55959999999992,22.387428571428455,21.767360000000032,-4.00134419,-0.06529500003523114,21.341,0,21.274,1,28673.76,False,21.504,21.519399999999926,21.62899999999988,21.901521983070403,21.664614343196476,21.11,21.79968000000003
3616,NEO/USDT:USDT,2021-01-07 19:00:00+00:00,first_buy,long-ml-exit,20.108,20.589,21.414761431692686,21.249869240019475,19.123,1,20.589,189685.94,0,False,21.23839999999992,21.55157142857134,21.466520000000045,-6.03081525,-0.0985210770411,19.4,1,18.629,1,62457.27,False,19.4,19.47999999999992,19.636999999999905,20.497972300538677,19.956246527231194,18.595,20.87024000000003
3615,NEO/USDT:USDT,2021-01-07 14:00:00+00:00,first_buy,long-ml-exit,21.326,22.002,20.434994963731842,20.078567402401433,21.23,0,21.799,164690.64,0,False,20.917199999999916,20.643571428571352,19.82544000000005,-4.97647209,-0.08120518160394694,21.382,0,20.096,1,141491.3,False,21.398,21.54999999999992,21.87185714285705,21.302738779221034,21.56489987381863,20.049,21.452640000000045
3613,NEO/USDT:USDT,2021-01-06 14:15:00+00:00,first_buy,long-ml-exit,19.282,20.333,18.41315634361979,17.922822508906528,19.122,0,19.399,216631.51,1,False,18.871799999999908,18.669571428571356,17.745680000000053,-5.02506519,-0.08189616874333816,18.392,1,17.873,1,109966.1,False,18.66,18.706599999999913,18.871571428571354,18.96845784881015,18.9547013662613,17.761,19.31840000000005
3623,NEO/USDT:USDT,2021-01-15 10:00:00+00:00,first_buy,long-ml-exit,25.451,25.49,23.99179970829592,23.607523498600962,24.904,0,24.945,94194.6,1,False,24.419799999999913,24.116142857142716,23.403280000000013,-5.22424627,-0.08510051302602153,23.574,0,22.873,1,97598.31,False,23.576,23.64279999999991,23.793428571428432,24.04848978777057,23.924787017220794,22.574,24.345560000000013
3610,NEO/USDT:USDT,2021-01-04 00:45:00+00:00,first_buy,long-ml-exit,16.386,16.471,15.982848464644862,15.711661129431082,16.27,0,16.365,25039.58,0,False,16.21599999999991,16.157285714285642,15.561920000000052,-5.40028421,-0.08809061224932556,15.617,0,14.982,1,60990.72,False,15.773,15.571599999999908,15.734571428571352,16.356207344086734,15.9925629350422,14.982,16.715440000000058
3607,NEO/USDT:USDT,2020-12-26 20:45:00+00:00,first_buy,long-ml-exit,15.079,15.202,15.042771744395893,14.934516294077023,15.043,0,15.153,10047.26,0,False,15.065799999999893,15.060714285714216,14.915040000000042,-4.00509568,-0.06534938613558551,14.204,0,14.197,1,18990.04,False,14.307,14.36299999999989,14.4744285714285,14.771493601025051,14.56161919618232,14.142,14.856280000000044
3606,NEO/USDT:USDT,2020-12-25 11:45:00+00:00,first_buy,long-ml-exit,15.81,15.879,15.56961563343227,15.41072814649314,15.681000000000001,1,15.747,23246.53,1,False,15.705399999999889,15.639857142857071,15.35784000000004,-4.04952034,-0.06602551150112418,14.805,0,14.747,1,58189.33,False,14.818,15.107199999999887,15.138857142857074,15.327873536850312,15.19916318742108,14.592,15.462880000000043
1257,LPT/USDT:USDT,2021-11-16 01:15:00+00:00,first_buy,long-ml-exit,62.564,62.602,64.73217819819077,66.40593820498094,60.55,0,61.918,28763.4,0,False,62.84620000000011,63.69914285714276,67.58279999999998,-3.6432621,-0.06533791603426786,59.16,0,57.953,1,7936.9,False,59.16,58.623600000000145,58.60028571428558,59.480881492164954,58.795658878804645,57.904,59.56087999999996
1259,LPT/USDT:USDT,2021-11-20 00:00:00+00:00,first_buy,long-ml-exit,53.318,53.787,53.5211347598021,53.67507122309565,53.263,0,53.735,2627.3,0,False,53.36980000000009,53.36285714285695,53.88367999999997,-4.19780599,-0.07094110325172341,50.5,0,50.08,1,8354.2,False,50.574,50.44500000000009,50.58214285714268,51.07191810058569,50.75202480927752,49.725,51.096559999999975
1262,LPT/USDT:USDT,2021-11-26 08:15:00+00:00,first_buy,long-ml-exit,65.246,65.582,65.72311866179604,65.2649973723534,61.875,1,63.272,42569.5,0,False,65.66180000000017,66.0119999999998,66.28959999999994,-3.9457368,-0.06929251867312525,60.482,0,58.97,0,38776.4,False,60.78,59.53260000000019,60.88428571428551,63.44385249373968,62.25012260829294,58.21,64.98159999999993
1263,LPT/USDT:USDT,2021-11-30 03:30:00+00:00,first_buy,long-ml-exit,55.035,55.094,55.279097036752994,55.386895768551305,54.683,1,54.748,5834.3,0,False,55.18320000000015,55.26271428571409,55.37411999999997,-4.08702423,-0.06781089222864521,51.52,1,51.217,0,4410.9,False,51.564,51.44920000000011,51.45328571428557,51.98737960862651,51.61186808332423,51.144,52.09503999999997
3608,NEO/USDT:USDT,2020-12-27 15:00:00+00:00,first_buy,long-ml-exit,15.223,15.5,14.811602570228182,14.77736563708932,15.203,0,15.36,62204.06,0,False,15.001199999999887,14.852142857142784,14.68616000000004,-4.13929841,-0.06743764745598456,14.525,0,14.37,1,32739.12,False,14.555,14.542199999999905,14.588714285714202,14.648868007558942,14.598890137810054,14.28,14.662200000000043
3625,NEO/USDT:USDT,2021-01-18 11:00:00+00:00,first_buy,long-ml-exit,26.107,26.549,25.063462755150116,24.58871850477865,25.838,0,25.986,117149.9,1,False,25.480399999999914,25.233571428571302,24.407720000000026,-4.03459941,-0.06571251069770709,24.901,0,24.601,1,67981.59,False,24.901,25.149599999999918,25.36085714285702,25.681116448850428,25.43161802137669,24.264,25.61976000000002
3626,NEO/USDT:USDT,2021-01-20 10:30:00+00:00,first_buy,long-ml-exit,24.576999999999998,24.805,25.321676787318737,25.609700415602248,24.52,1,24.717,20778.01,0,False,24.970199999999917,25.179714285714162,25.60244000000002,-4.59595658,-0.07491732524464435,23.381,0,22.911,1,56311.09,False,23.536,23.46199999999991,23.555285714285606,24.12589945112489,23.683126981873958,22.8,24.290040000000037
3627,NEO/USDT:USDT,2021-01-21 12:30:00+00:00,first_buy,long-ml-exit,22.914,23.377,23.60003052312412,24.0530920843749,22.807,0,23.143,25592.31,0,False,23.34419999999991,23.461714285714176,24.207760000000036,-5.06126509,-0.08250468526185313,21.925,0,21.272,1,78935.28,False,21.931,22.082399999999904,22.22214285714274,22.931428037343665,22.478555955506025,20.837,23.237120000000022
3655,NEO/USDT:USDT,2021-03-09 05:30:00+00:00,first_buy,long-ml-exit,41.912,42.013,41.30921073210695,40.759184645793276,41.846,0,41.981,13179.4,0,False,41.61479999999996,41.468714285714235,40.68884000000007,-4.06679237,-0.0662971799607582,40.072,0,39.57,1,66646.01,False,40.15,40.33499999999993,40.43628571428566,40.5519175915311,40.37519820087636,39.333,40.562200000000104
3652,NEO/USDT:USDT,2021-02-28 05:15:00+00:00,first_buy,long-ml-exit,34.704,35.369,35.61093598973751,36.24937289046827,34.317,0,35.225,27599.75,0,False,35.214599999999905,35.26157142857135,36.32060000000004,-5.01299995,-0.08176115839228633,33.432,1,32.405,1,51920.33,False,33.432,33.43299999999993,33.38771428571421,34.31650678559133,33.772756408563914,32.353,34.61388000000006
3651,NEO/USDT:USDT,2021-02-26 00:45:00+00:00,first_buy,long-ml-exit,37.639,37.639,38.758903844938715,39.59253764812401,36.753,1,37.079,33379.47,0,False,38.10419999999992,38.4719999999999,39.77212000000005,-4.09592545,-0.06686166517780039,35.509,1,34.731,0,15806.82,False,35.512,35.202599999999904,35.3804285714285,36.33132272170573,35.68110616968979,34.682,36.39584000000004
3650,NEO/USDT:USDT,2021-02-24 01:45:00+00:00,first_buy,long-ml-exit,40.137,40.943,38.84051186355107,38.26683573251925,39.597,0,40.692,30045.24,0,False,39.415999999999926,38.864857142857026,37.741279999999996,-4.69958379,-0.07696097602758696,38.622,0,37.61,1,27624.65,False,38.752,38.62979999999992,38.80342857142847,39.793620659973925,39.064340907654845,37.598,39.929120000000054
3648,NEO/USDT:USDT,2021-02-23 14:00:00+00:00,first_buy,long-ml-exit,38.161,39.098,37.9407348503717,38.451478420072576,38.161,0,39.011,29561.93,1,False,38.75499999999991,38.10142857142848,37.52899999999999,-5.8863747,-0.09595085845621854,36.596,0,35.361,1,53879.81,False,36.597,36.72199999999992,36.88571428571419,37.69614502515446,37.14689345440784,35.226,37.986279999999994
3646,NEO/USDT:USDT,2021-02-23 08:30:00+00:00,first_buy,long-ml-exit,40.63,40.734,41.63895061572595,42.803271446049436,38.066,1,38.191,98313.19,0,False,41.200999999999915,41.3424285714285,42.87887999999998,-5.9914976,-0.09798436457070785,38.081,0,34.518,1,138310.33,False,38.757,38.68759999999991,39.80457142857136,41.867581143732366,40.083899553271245,34.428,42.27275999999998
3645,NEO/USDT:USDT,2021-02-22 14:30:00+00:00,first_buy,long-ml-exit,42.822,43.745,46.270074360848284,47.85733490535797,39.878,1,43.532,125475.07,0,False,44.93039999999989,45.71528571428563,48.268159999999995,-4.19967486,-0.06884064564358863,42.051,1,40.562,1,43239.35,False,42.335,41.94739999999992,41.91585714285707,43.172253161733394,42.265850727676124,40.436,43.15759999999998
