,pair,open_date,enter_reason,exit_reason,open (entry),high (entry),ema-26 (entry),ema-12 (entry),low (entry),mean-grad-hist (entry),close (entry),volume (entry),long_jcrosk (entry),short_kdj (entry),sma-05 (entry),sma-07 (entry),sma-25 (entry),profit_abs,profit_ratio,sma-compare (entry),long-small-rl (entry),short-small-rl (entry),long-large-rl (entry),short-large-rl (entry),close_date,high (exit),sma-07 (exit),short-small-rl (exit),long_jcrosk (exit),sma-25 (exit),ema-26 (exit),short_kdj (exit),open (exit),volume (exit),close (exit),mean-grad-hist (exit),sma-compare (exit),low (exit),sma-05 (exit),long-large-rl (exit),ema-12 (exit),long-small-rl (exit),short-large-rl (exit)
438,QTUM/USDT:USDT,2022-01-22 09:45:00+00:00,first_buy,roi,5.567,5.616,5.623421640010159,5.756085407847583,5.384,1,5.424,373887.8,0,False,5.561199999999737,5.596571428571509,5.7588799999999605,24.18034028,0.3942669507040163,1,go_long,go_long,go_short,go_short,2022-02-10 02:15:00+00:00,7.505,7.377285714285795,go_long,0,7.2865999999999564,7.35233123756757,False,7.451,150186.8,7.465,0,0,7.432,7.407599999999749,go_short,7.302134792796337,go_long,go_short
348,XRP/USDT:USDT,2022-01-22 10:15:00+00:00,first_buy,roi,0.5732,0.5782,0.5940784988520711,0.608969397108401,0.5468000000000001,1,0.5643,90924298.9,0,False,0.5846999999999942,0.5900000000000117,0.6132200000000031,23.95047331,0.39035809737547467,1,go_long,go_long,go_short,go_short,2022-02-07 16:00:00+00:00,0.7745000000000001,0.7707142857142942,go_long,0,0.7690360000000023,0.7705507282649996,False,0.7721,9324223.5,0.7727,0,0,0.7711,0.7709799999999956,go_short,0.7659891084500278,go_long,go_short
346,XRP/USDT:USDT,2021-12-04 05:30:00+00:00,first_buy,roi,0.7595000000000001,0.7746000000000001,0.8333778282741592,0.8730445507812331,0.5764,1,0.6426000000000001,209312531.4,0,False,0.8022999999999912,0.8278000000000113,0.8868800000000024,24.13063583,0.3932902511758689,1,go_long,go_long,go_short,go_short,2021-12-09 09:45:00+00:00,0.8793000000000001,0.8526571428571533,go_long,0,0.852888000000003,0.854227208991452,False,0.8418,106701621.9,0.8774000000000001,0,1,0.8315,0.8521799999999906,go_short,0.8542518804396138,go_long,go_short
344,XRP/USDT:USDT,2021-08-11 01:00:00+00:00,first_buy,roi,0.8748,0.88,0.8595299630575463,0.8505117790043238,0.8693000000000001,0,0.8701000000000001,27143154.3,0,False,0.8653399999999903,0.8611571428571432,0.8491200000000056,23.86404523,0.3885990996603865,0,go_long,go_long,go_short,go_short,2021-08-14 14:15:00+00:00,1.1848,1.1528857142857143,go_long,0,1.152472000000006,1.1537673923316007,False,1.1616,70276738.3,1.183,0,0,1.1541000000000001,1.1577399999999916,go_short,1.1470164922803305,go_long,go_short
343,XRP/USDT:USDT,2021-06-21 22:00:00+00:00,first_buy,roi,0.6491,0.652,0.6576839668593356,0.6640944293172583,0.6215,1,0.6226,94982794.0,0,False,0.6534599999999907,0.6596714285714275,0.6636080000000045,23.32909822,0.3800305649237833,1,go_long,go_long,go_short,go_short,2021-08-11 00:45:00+00:00,0.8761,0.8583571428571432,go_long,0,0.8474280000000056,0.8576081381589183,False,0.8709,31557393.2,0.8749,0,0,0.868,0.8620199999999902,go_short,0.8489447213246697,go_long,go_short
442,QTUM/USDT:USDT,2023-01-26 18:15:00+00:00,first_buy,roi,2.637,2.643,2.6358082741176876,2.6355951542971203,2.62,1,2.629,70998.0,0,False,2.638799999999695,2.639000000000108,2.641119999999926,23.62499558,0.3852930288253042,1,go_long,go_long,go_short,go_short,2023-02-20 13:45:00+00:00,3.665,3.5707142857144,go_long,0,3.516119999999932,3.5618476239027235,False,3.568,757677.0,3.627,0,0,3.566,3.5599999999996847,go_short,3.5179373373890814,go_long,go_short
340,XRP/USDT:USDT,2021-04-22 21:15:00+00:00,first_buy,roi,1.2415,1.2523,1.2718457173589885,1.2977205727092664,1.0816,1,1.1514,311749204.7,0,False,1.2470199999999947,1.2634428571428604,1.3145600000000028,23.60425173,0.3849958278438604,1,go_long,go_long,go_short,go_short,2021-04-30 12:00:00+00:00,1.5844,1.546785714285716,go_long,0,1.5496240000000012,1.546860193528313,False,1.5368,90400628.3,1.5843,0,1,1.5368,1.5464999999999942,go_short,1.5298567993969687,go_long,go_short
444,QTUM/USDT:USDT,2023-08-17 21:30:00+00:00,first_buy,roi,2.263,2.275,2.2858166917539893,2.29131278145124,2.257,1,2.26,92713.6,0,False,2.278199999999667,2.286571428571544,2.286079999999904,23.03356434,0.3757070467657282,0,go_long,go_long,go_short,go_short,2023-10-28 08:45:00+00:00,3.178,3.074428571428694,go_long,0,2.938719999999912,3.0358744178581376,False,3.126,2444523.7,3.163,0,0,3.11,3.088399999999654,go_short,2.9544576844436503,go_long,go_short
323,ALGO/USDT:USDT,2022-12-16 09:00:00+00:00,first_buy,roi,0.2112,0.2112,0.21090511864855446,0.21126398587618728,0.2056,1,0.2074,14799742.7,0,False,0.21087999999999335,0.21128571428571696,0.2111400000000095,23.38485737,0.3807971823159376,0,go_short,do_nothing,do_nothing,do_nothing,2023-02-08 11:30:00+00:00,0.29050000000000004,0.2869571428571449,do_nothing,0,0.28311600000000986,0.2862486803635334,False,0.2876,3713364.0,0.2896,0,0,0.2873,0.2872999999999939,do_nothing,0.28427243240686767,go_short,do_nothing
338,XRP/USDT:USDT,2021-04-10 15:30:00+00:00,first_buy,roi,1.2904,1.308,1.2433935611134748,1.2081244987240696,1.2746,0,1.2787,172480356.3,0,False,1.2613799999999968,1.2573000000000012,1.2037159999999998,22.84676498,0.3725791400353846,0,go_long,go_long,go_short,go_short,2021-04-13 16:00:00+00:00,1.791,1.7395285714285726,go_long,0,1.6988999999999992,1.727821148069754,False,1.7509000000000001,125366117.6,1.7829000000000002,0,0,1.74,1.745959999999998,go_short,1.6923059065466926,go_long,go_short
336,XRP/USDT:USDT,2021-04-05 02:00:00+00:00,first_buy,roi,0.6473,0.6644,0.6354743033084831,0.626166128798138,0.6452,0,0.6631,94748258.9,0,False,0.6401799999999973,0.636457142857144,0.6236799999999998,23.82513945,0.3879851679308857,0,go_long,go_long,go_short,go_short,2021-04-05 21:15:00+00:00,0.8961,0.859428571428573,go_long,0,0.8205159999999994,0.851694312111137,False,0.8904000000000001,115121406.6,0.8904000000000001,0,0,0.866,0.8709799999999976,go_short,0.8191227969646485,go_long,go_short
335,XRP/USDT:USDT,2021-03-02 03:30:00+00:00,first_buy,roi,0.4428,0.4428,0.4435008374499235,0.44312367408291103,0.4383,1,0.4393,7467476.0,0,False,0.4427200000000003,0.443328571428571,0.4446560000000002,23.45773934,0.3821124184913822,1,go_long,go_long,go_short,go_short,2021-04-05 01:45:00+00:00,0.6495000000000001,0.6316000000000013,go_long,0,0.6214479999999998,0.6304514493645709,False,0.6423,67671509.2,0.6474000000000001,0,0,0.6405000000000001,0.6326599999999973,go_short,0.6232114191019891,go_long,go_short
445,QTUM/USDT:USDT,2023-11-13 02:45:00+00:00,first_buy,roi,3.26,3.262,3.2583159733158302,3.248044290984017,3.2439999999999998,1,3.245,38484.5,0,False,3.2619999999996514,3.2695714285715525,3.2497199999999133,19.53950251,0.31837339960908745,0,go_long,go_long,go_short,go_short,2024-03-04 06:45:00+00:00,4.259,4.2361428571429895,go_long,0,4.217559999999901,4.228200609418357,False,4.255,58344.0,4.254,0,0,4.225,4.242399999999662,go_short,4.2167376963491074,go_long,go_short
332,ALGO/USDT:USDT,2024-11-16 09:15:00+00:00,first_buy,roi,0.20570000000000002,0.21580000000000002,0.19956225046051065,0.1948418082733299,0.20550000000000002,0,0.2147,54292944.7,0,False,0.2025799999999915,0.20070000000000224,0.1933160000000119,23.98376666,0.39056276135227824,0,go_short,do_nothing,do_nothing,do_nothing,2024-11-23 05:00:00+00:00,0.2896,0.2848571428571452,do_nothing,0,0.27606400000001197,0.2816503250257958,False,0.2807,15616629.7,0.2883,0,0,0.2802,0.28389999999999194,do_nothing,0.27497081428045633,go_short,do_nothing
331,ALGO/USDT:USDT,2024-11-07 02:30:00+00:00,first_buy,roi,0.12380000000000001,0.1241,0.12292986242074078,0.12206213251193249,0.1233,1,0.12340000000000001,1187281.8,0,False,0.12381999999999142,0.12351428571428813,0.12178800000001186,23.88870285,0.389044758007921,0,go_short,do_nothing,do_nothing,do_nothing,2024-11-15 13:45:00+00:00,0.169,0.165014285714288,do_nothing,0,0.15958000000001188,0.16326233083198843,False,0.1652,13458834.3,0.16870000000000002,0,0,0.16490000000000002,0.1650799999999914,do_nothing,0.1604933369607527,go_short,do_nothing
448,QTUM/USDT:USDT,2024-07-04 13:00:00+00:00,first_buy,roi,2.274,2.274,2.2884504494678417,2.310261597942871,2.254,1,2.258,73934.7,0,False,2.279399999999658,2.282000000000123,2.310999999999913,22.80137134,0.3724140353382383,1,go_long,go_long,go_short,go_short,2024-11-16 15:15:00+00:00,3.137,3.1175714285715332,go_long,0,3.0211199999999137,3.0793995564739913,False,3.129,245615.6,3.071,1,0,3.07,3.115999999999686,go_short,3.0294464037279423,go_long,go_short
327,ALGO/USDT:USDT,2023-12-08 16:00:00+00:00,first_buy,roi,0.1804,0.1824,0.1781487992019851,0.17528920421236452,0.18030000000000002,0,0.1819,13759494.6,0,False,0.17965999999999255,0.17900000000000085,0.17494000000001006,22.47058495,0.3659822607481659,0,go_short,do_nothing,do_nothing,do_nothing,2024-03-04 01:30:00+00:00,0.26130000000000003,0.25831428571428655,do_nothing,0,0.24898000000001053,0.25578579684058095,False,0.259,7620797.1,0.2611,1,0,0.2585,0.2606599999999896,do_nothing,0.25104996663468104,go_short,do_nothing
326,ALGO/USDT:USDT,2023-11-09 03:30:00+00:00,first_buy,roi,0.12860000000000002,0.1296,0.12843418013300734,0.1278037519460909,0.1283,1,0.1295,3655027.6,0,False,0.1292799999999929,0.12892857142857264,0.12750400000000997,23.34413443,0.3801636116301818,0,go_short,do_nothing,do_nothing,do_nothing,2023-12-08 15:45:00+00:00,0.18130000000000002,0.1782285714285723,do_nothing,0,0.17438800000001006,0.17746676269325512,False,0.1782,11149148.8,0.18030000000000002,0,0,0.1781,0.17885999999999258,do_nothing,0.1747603405493537,go_short,do_nothing
337,XRP/USDT:USDT,2021-04-05 21:30:00+00:00,first_buy,roi,0.8902,0.9316000000000001,0.8618336487094236,0.8264174045968968,0.8744000000000001,0,0.9176000000000001,178527110.7,1,False,0.8838399999999977,0.8725571428571444,0.8282559999999993,22.72440288,0.37036380343314856,0,go_long,go_long,go_short,go_short,2021-04-10 15:15:00+00:00,1.2949,1.2524714285714296,go_long,0,1.1995719999999996,1.236974208588652,False,1.2482,145795722.3,1.2903,0,0,1.2387000000000001,1.2541399999999967,go_short,1.2024784586219952,go_long,go_short
186,EGLD/USDT:USDT,2021-05-19 13:15:00+00:00,first_buy,roi,86.52,91.719,103.99527208582543,114.76316712936595,64.651,1,72.666,16650.0,0,False,95.2338000000004,99.83957142857174,118.37388000000043,22.8707136,0.3926073926073926,1,go_short,go_short,go_short,go_short,2021-05-19 14:45:00+00:00,96.272,85.77728571428604,go_short,0,109.02692000000043,95.06345071487954,False,94.777,6801.2,94.489,0,0,93.722,91.1960000000004,go_short,105.19455573318648,go_short,go_short
204,EGLD/USDT:USDT,2022-06-18 17:30:00+00:00,first_buy,roi,46.02,46.35,46.37432372476506,46.80398077368357,45.8,1,46.09,13003.2,0,False,46.22200000000326,46.230000000001596,46.849200000001495,23.49668863,0.39176219461230394,1,go_short,go_short,go_short,go_short,2022-06-24 12:15:00+00:00,63.56,62.57428571428735,go_short,0,62.0308000000015,62.45992914665722,False,62.6,48946.1,63.36,0,0,62.59,62.77200000000333,go_short,62.1779422883286,go_short,go_short
576,COTI/USDT:USDT,2022-02-22 03:30:00+00:00,first_buy,roi,0.19687000000000002,0.20007000000000003,0.20387914408635788,0.20793695332496978,0.19567,1,0.19986,3252423.0,0,False,0.2024279999999959,0.2032485714285728,0.20790040000000215,24.27811446,0.3955282029407056,1,go_long,go_short,go_short,go_short,2022-03-28 06:45:00+00:00,0.27741000000000005,0.2678200000000022,go_short,1,0.2615720000000025,0.2665815785495932,False,0.27740000000000004,6680349.0,0.27408000000000005,0,0,0.27325000000000005,0.27002199999999527,go_short,0.2626890010036991,go_long,go_short
83,DYDX/USDT:USDT,2023-01-21 04:15:00+00:00,first_buy,roi,1.689,1.6920000000000002,1.6952539066746275,1.6608959419042617,1.679,1,1.6880000000000002,1157047.6,0,False,1.6915999999999713,1.696142857143004,1.6937999999999391,23.97085566,0.3908142511595177,0,go_short,go_short,go_short,go_short,2023-01-26 18:15:00+00:00,2.317,2.2747142857144302,go_short,0,2.21403999999994,2.265069216216005,False,2.315,4299261.1,2.285,0,0,2.274,2.2809999999999766,go_short,2.2194148329714385,go_short,go_short
82,DYDX/USDT:USDT,2023-01-04 06:30:00+00:00,first_buy,roi,1.188,1.191,1.1867343754356259,1.1807427743692003,1.182,1,1.184,850364.7,0,False,1.1881999999999748,1.1888571428572872,1.181799999999941,23.75109744,0.38687275106194025,0,go_short,go_short,go_short,go_short,2023-01-20 22:15:00+00:00,1.625,1.5220000000001461,go_short,1,1.43795999999994,1.5017942607603403,False,1.5270000000000001,6191361.8,1.607,0,0,1.5270000000000001,1.5345999999999718,go_short,1.4527429769892704,go_short,go_short
80,DYDX/USDT:USDT,2022-11-08 19:15:00+00:00,first_buy,roi,1.467,1.478,1.567266724072631,1.6090319884710726,1.431,1,1.439,2398948.5,0,False,1.490399999999973,1.5360000000001333,1.6276399999999387,24.19897738,0.3946339558956848,1,go_short,go_short,go_short,go_short,2022-11-11 13:15:00+00:00,1.978,1.932000000000132,go_short,0,1.9215199999999397,1.9323493992632126,False,1.925,3335246.6,1.959,0,0,1.9220000000000002,1.9341999999999704,go_short,1.9165433077859249,go_short,go_short
79,DYDX/USDT:USDT,2022-09-06 20:00:00+00:00,first_buy,roi,1.467,1.469,1.4844458646335728,1.5177905542455552,1.461,0,1.462,291290.3,1,False,1.465799999999976,1.465285714285844,1.5303199999999422,23.53381109,0.383792770703662,0,go_short,go_short,go_short,go_short,2022-11-07 06:00:00+00:00,2.03,1.848000000000135,go_short,0,1.8399199999999387,1.8572557952577362,False,1.8940000000000001,15207606.1,1.988,0,0,1.8940000000000001,1.8647999999999718,go_short,1.8498193559181606,go_short,go_short
584,CTSI/USDT:USDT,2021-10-26 10:15:00+00:00,first_buy,roi,0.8236,0.8255,0.8263919846240149,0.8271809116809117,0.8216,0,0.8255,241401.0,0,False,0.8271799999999999,0.8284142857142858,0.8250320000000001,22.95840499,0.3756833664288209,0,go_long,go_short,go_short,go_short,2021-11-10 13:00:00+00:00,1.107,1.0289571428571433,go_short,1,0.9572960000000004,1.0116578973963455,False,1.0664,9585972.0,1.0912,0,0,1.0402,1.0502999999999971,go_short,0.9690908269129879,go_long,go_short
77,DYDX/USDT:USDT,2022-07-14 17:15:00+00:00,first_buy,roi,1.752,1.7650000000000001,1.7460934118971148,1.7374640184280525,1.751,1,1.76,967720.8,0,False,1.7567999999999988,1.7590000000001262,1.7239599999999395,23.99753972,0.3916404656813588,0,go_short,go_short,go_short,go_short,2022-07-20 22:15:00+00:00,2.392,2.315857142857269,go_short,0,2.331879999999939,2.326872848734067,False,2.392,2303617.3,2.363,0,0,2.3609999999999998,2.3389999999999973,go_short,2.3276040349383598,go_short,go_short
76,DYDX/USDT:USDT,2022-06-24 11:45:00+00:00,first_buy,roi,1.522,1.5350000000000001,1.5064324768016546,1.4960387839655291,1.521,0,1.5230000000000001,808432.1,0,False,1.5087999999999966,1.507857142857269,1.4892399999999373,24.66137463,0.402399327918972,0,go_short,go_short,go_short,go_short,2022-07-08 17:00:00+00:00,2.088,1.9962857142858437,go_short,0,1.9484399999999378,1.9870992334265414,False,2.036,5757999.2,2.07,0,0,2.03,2.006199999999999,go_short,1.96530047946992,go_short,go_short
75,DYDX/USDT:USDT,2022-06-14 02:30:00+00:00,first_buy,roi,1.069,1.083,1.0976278092413732,1.1108400599898758,1.058,0,1.066,880553.8,0,False,1.0711999999999995,1.0872857142858365,1.120999999999938,24.59225217,0.40081057974572937,1,go_short,go_short,go_short,go_short,2022-06-22 13:45:00+00:00,1.471,1.3768571428572682,go_short,0,1.3690399999999372,1.383400810421053,False,1.415,3916271.2,1.464,0,0,1.396,1.3869999999999973,go_short,1.3712385443890944,go_short,go_short
585,CTSI/USDT:USDT,2021-11-10 13:15:00+00:00,first_buy,roi,1.0902,1.1672,1.0283259131815232,0.9802692841786925,1.0834,0,1.12,16288709.0,0,False,1.078919999999997,1.0485142857142862,0.9662040000000003,23.71937599,0.3915838788362436,0,go_long,go_short,go_short,go_short,2021-11-11 09:00:00+00:00,1.4767000000000001,1.3246714285714283,go_short,1,1.1602360000000003,1.2874525953009504,False,1.4507,24351804.0,1.4297,0,0,1.4,1.3819399999999977,go_short,1.1984385343598292,go_long,go_short
588,CTSI/USDT:USDT,2022-01-10 14:15:00+00:00,first_buy,roi,0.5487000000000001,0.5494,0.5618698949367094,0.5718695039111351,0.5385,1,0.5426,1013436.0,0,False,0.5521999999999977,0.5556571428571411,0.5760960000000028,24.16668449,0.3936087208908894,1,go_long,go_short,go_short,go_short,2022-01-13 08:15:00+00:00,0.739,0.7313285714285707,go_short,0,0.7319960000000032,0.730988917489851,False,0.7314,2420146.0,0.7379,0,0,0.7293000000000001,0.7325799999999983,go_short,0.7250401795004324,go_long,go_short
69,DYDX/USDT:USDT,2022-02-24 03:45:00+00:00,first_buy,roi,4.934,4.9350000000000005,5.0911923902565315,5.209898774339999,4.623,1,4.698,1872047.3,0,False,5.011000000000001,5.083285714285823,5.219919999999948,23.5456935,0.3852241419018904,1,go_short,go_short,go_short,go_short,2022-03-31 01:45:00+00:00,6.575,6.379000000000127,go_short,0,6.290719999999945,6.353741476986086,False,6.473,1350718.9,6.498,0,0,6.421,6.396399999999998,go_short,6.3096467817775,go_short,go_short
67,DYDX/USDT:USDT,2022-01-22 10:15:00+00:00,first_buy,roi,5.752,5.8,6.047610525878706,6.409965017656846,5.328,1,5.62,5656088.4,0,False,5.89419999999999,5.961142857142947,6.371679999999942,24.33297106,0.3968242906657481,1,go_short,go_short,go_short,go_short,2022-02-07 20:00:00+00:00,7.731,7.522857142857243,go_short,0,7.428199999999946,7.5033148770556295,False,7.577,449039.9,7.693,0,0,7.557,7.5529999999999875,go_short,7.447438406108829,go_short,go_short
593,CTSI/USDT:USDT,2022-05-11 12:45:00+00:00,first_buy,roi,0.1751,0.1751,0.17667386220975984,0.18217233660519924,0.154,1,0.1583,4717025.0,0,False,0.17215999999999604,0.1747142857142843,0.18098000000000355,24.0760053,0.3926073926073926,1,go_long,go_short,go_short,go_short,2022-05-11 13:45:00+00:00,0.2016,0.17452857142857003,go_short,0,0.1803520000000036,0.17847601332632237,False,0.1762,4067278.0,0.2003,0,1,0.167,0.17391999999999602,go_short,0.18133066283257399,go_long,go_short
63,DYDX/USDT:USDT,2021-09-16 16:00:00+00:00,first_buy,roi,15.81,16.571,15.348476165630743,14.845724797837702,15.723,0,16.319,1234865.8,1,False,15.852999999999986,15.471142857142869,14.797199999999993,23.50838761,0.38911666270052736,0,go_short,go_short,go_short,go_short,2021-09-27 09:15:00+00:00,22.755,21.868000000000006,go_short,0,21.082839999999987,21.624988328611504,False,22.133,1583313.9,22.617,0,0,22.004,22.131999999999945,go_short,21.13048904494506,go_short,go_short
62,DYDX/USDT:USDT,2021-09-10 10:15:00+00:00,first_buy,roi,12.019,12.135,12.068039332674003,12.505544159544158,11.7,0,11.721,77326.4,1,False,11.956399999999997,11.928857142857144,12.514160000000002,23.81040516,0.3902695776393872,0,go_short,go_short,go_short,go_short,2021-09-16 15:45:00+00:00,16.1,15.243000000000011,go_short,0,14.721559999999993,15.172017286654514,False,15.892,1212524.0,15.8,0,0,15.592,15.485199999999987,go_short,14.727862781664719,go_short,go_short
60,LDO/USDT:USDT,2024-08-05 01:00:00+00:00,first_buy,roi,1.1806,1.1943,1.210140436863049,1.2293650645955234,1.1294,1,1.1612,3782848.0,0,False,1.1937800000000278,1.2017714285714487,1.2353120000000062,21.96160289,0.363439228628538,1,go_long,go_long,go_short,go_short,2024-11-25 13:00:00+00:00,1.6457000000000002,1.575842857142886,go_long,0,1.5589240000000024,1.5793871574132836,False,1.5587,5277572.0,1.6418,0,0,1.5517,1.5798800000000255,go_short,1.5588383252446587,go_long,go_short
598,ATOM/USDT:USDT,2021-03-02 02:15:00+00:00,first_buy,roi,18.618,19.105,18.688694205246094,18.553966123664665,18.599,0,19.105,61125.02,0,False,18.70980000000003,18.713999999999952,18.462599999999988,19.30014734,0.31455880906218986,0,go_short,go_short,go_short,go_short,2021-05-07 15:30:00+00:00,29.61,26.900714285714077,go_short,0,26.0567600000002,26.791874620487636,False,27.585,1133840.43,29.478,0,0,27.36,27.36099999999997,go_short,26.26892555418134,go_short,go_short
84,DYDX/USDT:USDT,2023-01-28 00:00:00+00:00,first_buy,roi,2.417,2.421,2.410287436329381,2.363784569490708,2.401,1,2.416,1319710.2,0,False,2.398199999999977,2.4157142857144303,2.3558399999999398,24.00096729,0.3908803296278231,0,go_short,go_short,go_short,go_short,2023-01-31 22:45:00+00:00,3.095,3.052000000000144,go_short,0,3.029839999999938,3.050563599731475,False,3.036,3591604.2,3.089,0,0,3.034,3.055999999999975,go_short,2.97871128062049,go_short,go_short
57,LDO/USDT:USDT,2023-05-24 15:00:00+00:00,first_buy,roi,1.98,1.9842,1.9716506481468603,1.9677781345556833,1.9626000000000001,1,1.9739,1363502.0,0,False,1.977819999999974,1.977900000000007,1.9598640000000038,22.2750581,0.36366200357741585,0,go_long,go_long,go_short,go_short,2023-12-28 00:30:00+00:00,2.8905000000000003,2.833671428571436,go_long,1,2.7637360000000193,2.8161581633126973,False,2.8424,1381969.0,2.8575,0,0,2.8416,2.840439999999995,go_short,2.776009545921595,go_long,go_short
581,COTI/USDT:USDT,2024-02-16 06:00:00+00:00,first_buy,roi,0.09252,0.0926,0.09283701360331223,0.09316957555846277,0.09182000000000001,1,0.09190000000000001,5453538.0,1,False,0.09244599999999337,0.09245571428571733,0.0933644000000021,23.988061,0.39090611754992216,1,go_long,go_short,go_short,go_short,2024-02-24 00:00:00+00:00,0.1252,0.12339857142857442,go_short,0,0.11705560000000215,0.12111050800148675,False,0.12391,30445283.0,0.12445,1,0,0.123,0.12407599999999355,go_short,0.11628452746026813,go_long,go_short
88,DYDX/USDT:USDT,2023-11-11 05:45:00+00:00,first_buy,roi,2.8120000000000003,2.848,2.7920655540589547,2.7947420888988916,2.802,0,2.818,1268566.6,0,False,2.7855999999999934,2.779571428571566,2.8153199999999456,23.85199957,0.38952551070666624,0,go_short,go_short,go_short,go_short,2023-11-14 23:45:00+00:00,3.9,3.7098571428572824,go_short,0,3.560839999999948,3.6759989456154876,False,3.751,7122259.6,3.847,0,0,3.749,3.7503999999999964,go_short,3.5852649426771124,go_short,go_short
112,1000SHIB/USDT:USDT,2021-11-24 06:15:00+00:00,second_buy,roi,0.040222,0.040368999999999995,0.040380991277177085,0.04078444890168648,0.0376,1,0.03916,2424976661.0,0,False,0.04023519999999981,0.04034357142857178,0.0409444800000001,24.5417854,0.40051382536699087,1,do_nothing,go_short,do_nothing,do_nothing,2022-01-21 12:30:00+00:00,0.025327,0.025541714285714546,go_short,0,0.025657320000000067,0.025556833116587276,False,0.025188,194058381.0,0.025219,1,1,0.025072999999999998,0.025460399999999928,do_nothing,0.025681149978652684,do_nothing,do_nothing
111,1000SHIB/USDT:USDT,2021-11-05 19:45:00+00:00,second_buy,roi,0.059385999999999994,0.062758,0.05769944114742759,0.05591057064156491,0.059290999999999996,0,0.061420999999999996,4835637534.0,0,False,0.05864379999999984,0.05814571428571445,0.05579488000000001,24.80699695,0.40476608800265457,0,do_nothing,go_short,do_nothing,do_nothing,2021-11-24 06:00:00+00:00,0.040468,0.04058957142857178,go_short,1,0.04105652000000011,0.04060298969120928,False,0.040365,233921930.0,0.040222999999999995,1,1,0.040080000000000005,0.04051839999999981,do_nothing,0.0409144048138214,do_nothing,do_nothing
565,COTI/USDT:USDT,2021-06-21 23:00:00+00:00,first_buy,roi,0.14016,0.14111,0.14427112228034908,0.14815766807000508,0.13648000000000002,1,0.13696,2573797.0,1,False,0.1408619999999981,0.14214571428571335,0.14846760000000084,23.12202717,0.3766810906085335,1,go_long,go_short,go_short,go_short,2021-08-10 13:15:00+00:00,0.19137,0.18704571428571404,go_short,0,0.18550560000000108,0.18681424753242293,False,0.19118000000000002,6565960.0,0.19057000000000002,0,0,0.18896000000000002,0.1880779999999976,go_short,0.18516303194300046,go_long,go_short
109,1000SHIB/USDT:USDT,2021-10-27 19:00:00+00:00,second_buy,roi,0.068602,0.07364899999999999,0.0675932350172405,0.0646695886196352,0.06765,0,0.072777,5493381541.0,0,False,0.0687947999999999,0.06850957142857152,0.06464955999999995,24.15859788,0.3946281498069345,0,do_nothing,go_short,do_nothing,do_nothing,2021-11-04 15:45:00+00:00,0.048132999999999995,0.04825414285714302,go_short,0,0.052559200000000014,0.04944003612806343,False,0.047050999999999996,3080664433.0,0.046019,1,1,0.045811,0.04783639999999985,do_nothing,0.051839172798430255,do_nothing,do_nothing
566,COTI/USDT:USDT,2021-08-10 13:30:00+00:00,first_buy,roi,0.1905,0.19585000000000002,0.1881105171428194,0.18590947402129673,0.18925000000000003,0,0.19524000000000002,27301856.0,1,False,0.1901839999999976,0.18863714285714264,0.1858768000000011,23.51712252,0.3830072903788381,0,go_long,go_short,go_short,go_short,2021-08-20 14:45:00+00:00,0.27322,0.26821857142857125,go_short,0,0.2603624000000012,0.2654626604868691,False,0.26773,4464581.0,0.27289,0,0,0.2666,0.26944199999999835,go_short,0.26177809200488245,go_long,go_short
567,COTI/USDT:USDT,2021-08-20 15:00:00+00:00,first_buy,roi,0.27287,0.27476,0.2664284050273508,0.2625160111156319,0.2707,1,0.27174000000000004,4774807.0,0,False,0.2697079999999984,0.269102857142857,0.2612004000000012,23.58130513,0.3854406548310243,0,go_long,go_short,go_short,go_short,2021-08-25 23:30:00+00:00,0.30459,0.3006728571428572,go_short,0,0.3022936000000012,0.3014404291831,False,0.30266000000000004,909123.0,0.30409,0,0,0.3022,0.30080199999999857,go_short,0.3008624323088506,go_long,go_short
569,COTI/USDT:USDT,2021-09-07 15:00:00+00:00,first_buy,roi,0.31413,0.31414000000000003,0.3193331495012273,0.3298562462994534,0.26,1,0.26890000000000003,31232958.0,0,False,0.31050399999999856,0.31784571428571423,0.331844000000001,24.28061859,0.3967747196605386,1,go_long,go_short,go_short,go_short,2021-09-16 13:00:00+00:00,0.36644000000000004,0.3611742857142847,go_short,0,0.35452360000000105,0.3597170834887451,False,0.36578000000000005,2656271.0,0.36196,0,0,0.36186,0.3612739999999984,go_short,0.35349252961030486,go_long,go_short
570,COTI/USDT:USDT,2021-09-16 13:15:00+00:00,first_buy,roi,0.36212000000000005,0.37654000000000004,0.3611590706443228,0.3546478977873193,0.36073000000000005,0,0.36909000000000003,10767466.0,0,False,0.3627719999999983,0.3620557142857133,0.3558488000000011,24.54751096,0.4003166225103319,0,go_long,go_short,go_short,go_short,2021-09-23 20:00:00+00:00,0.508,0.4879414285714275,go_short,0,0.47253560000000144,0.48361138553256744,False,0.49108,26379336.0,0.5051300000000001,0,0,0.49096000000000006,0.48955199999999877,go_short,0.4704358049208569,go_long,go_short
