,pair,open_date,enter_reason,exit_reason,open (entry),high (entry),ema-26 (entry),ema-12 (entry),low (entry),mean-grad-hist (entry),close (entry),volume (entry),long_jcrosk (entry),short_kdj (entry),sma-05 (entry),sma-07 (entry),sma-25 (entry),profit_abs,profit_ratio,sma-compare (entry),long-small-rl (entry),short-small-rl (entry),long-large-rl (entry),short-large-rl (entry),long-bid-rl (entry),short-bid-rl (entry),mean-grad-hist (exit),ema-12 (exit),long-large-rl (exit),sma-05 (exit),sma-07 (exit),long-bid-rl (exit),short-bid-rl (exit),volume (exit),high (exit),short_kdj (exit),short-large-rl (exit),short-small-rl (exit),open (exit),long-small-rl (exit),sma-compare (exit),close (exit),long_jcrosk (exit),low (exit),sma-25 (exit),ema-26 (exit)
143,NEAR/USDT:USDT,2022-05-02 09:45:00+00:00,first_buy,stop_loss,11.62,11.645,11.832377714228413,11.866773666541189,11.51,1,11.517,1916885.0,0,False,11.76799999999992,11.843571428571453,11.884320000000052,-22.53821537,-0.3910333391859963,1,go_long,go_long,go_long,go_long,go_long,go_long,1,8.525139221641425,go_long,8.024199999999954,8.149428571428624,go_long,go_long,3549692.0,8.064,False,go_long,go_long,8.013,go_long,1,7.905,0,7.768,8.459520000000035,8.266265788577186
142,NEAR/USDT:USDT,2021-03-03 00:15:00+00:00,first_buy,stop_loss,4.0373,4.0395,3.9922051908296177,3.962451851851852,3.9964,0,4.0231,59385.0,1,False,4.024980000000002,4.010685714285714,3.958608,-35.57324844,-0.5887918672112717,0,go_long,go_long,go_long,go_long,go_long,go_long,1,2.7988693589254865,go_long,2.656339999999981,2.6709285714285436,go_long,go_long,218678.0,2.6495,False,go_long,go_long,2.6243,go_long,1,2.5316,0,2.52,2.7949559999999996,2.691530493896289
140,NMR/USDT:USDT,2024-06-18 01:30:00+00:00,first_buy,stop_loss,19.247,19.249,19.407358200769444,19.717782106009977,17.673000000000002,1,18.7,34910.7,0,False,19.156799999999812,19.2845714285713,19.797919999999973,-23.61815408,-0.3941044337030226,1,go_long,go_long,go_long,go_long,do_nothing,do_nothing,0,11.749383929968435,go_long,11.472999999999816,11.518714285714188,do_nothing,do_nothing,2166.8,11.508,False,go_long,go_long,11.499,go_long,1,11.382,0,11.358,11.802320000000003,11.621801542605247
139,NMR/USDT:USDT,2024-05-06 10:00:00+00:00,first_buy,stop_loss,29.23,29.885,28.576836724141884,28.043268460584176,29.176,0,29.395,35437.1,0,False,28.934399999999762,28.87299999999995,27.86912,-23.51295502,-0.3995486571601557,0,go_long,go_long,go_long,go_long,do_nothing,do_nothing,1,19.799204674490777,go_long,19.32279999999981,19.41814285714273,do_nothing,do_nothing,4236.0,19.573,False,go_long,go_long,19.4,go_long,1,19.244,0,19.244,19.872759999999975,19.535968782727526
138,NMR/USDT:USDT,2024-03-19 06:45:00+00:00,first_buy,stop_loss,32.03,32.15,32.27234069955353,32.817478715563496,31.57,1,31.61,5165.4,1,False,32.01199999999976,32.000000000000114,32.8088,-24.17061035,-0.40191857062675,0,go_long,go_long,go_long,go_long,do_nothing,do_nothing,1,25.310831256445944,go_long,24.315599999999765,24.45171428571431,do_nothing,do_nothing,60776.1,24.257,False,go_long,go_long,24.25,go_long,1,22.77,0,21.592,25.578199999999995,24.600063970726726
137,NMR/USDT:USDT,2024-03-10 00:30:00+00:00,first_buy,stop_loss,53.87,54.12,50.83614174418923,48.56653356216039,51.99,1,52.19,63478.2,1,False,52.039999999999814,51.75000000000015,47.80960000000005,-22.9497219,-0.3995119993185758,0,go_long,go_long,go_long,go_long,do_nothing,do_nothing,0,32.914077012808576,go_long,32.06799999999976,32.08857142857154,do_nothing,do_nothing,4132.8,32.37,False,go_long,go_long,32.34,go_long,1,32.04,0,32.0,32.9404,32.392766281290534
135,COTI/USDT:USDT,2024-07-24 00:00:00+00:00,first_buy,stop_loss,0.11489,0.11532,0.11257030328389403,0.11088632882360454,0.11447000000000002,0,0.11463000000000001,9022788.0,0,False,0.11386999999999312,0.11325142857143342,0.11085720000000189,-24.36537295,-0.3968706901748818,0,go_long,go_long,go_long,go_long,go_long,go_long,1,0.08042066911076179,go_long,0.0785739999999934,0.07900571428571923,go_long,go_long,7658039.0,0.07880000000000001,False,go_long,go_long,0.07801000000000001,go_long,1,0.07659,0,0.07565000000000001,0.08100320000000187,0.0795640097966049
134,COTI/USDT:USDT,2024-04-12 17:30:00+00:00,first_buy,stop_loss,0.14252,0.14259000000000002,0.14291687478427734,0.14586747531700098,0.12386000000000001,1,0.13356,26178548.0,0,False,0.14113599999999354,0.14204857142857527,0.14674320000000166,-25.38563082,-0.413432610705354,1,go_long,go_long,go_long,go_long,go_long,go_long,1,0.08400592545998817,go_long,0.0830719999999932,0.08320428571429098,go_long,go_long,2211112.0,0.08277000000000001,False,go_long,go_long,0.08277000000000001,go_long,1,0.082,0,0.08178,0.08388240000000194,0.0833427119529982
133,COTI/USDT:USDT,2024-03-08 15:00:00+00:00,first_buy,stop_loss,0.23121000000000003,0.23470000000000002,0.22475992456540905,0.2179319386491115,0.22951000000000002,1,0.23287000000000002,12260903.0,0,False,0.23010799999999348,0.22863428571428918,0.21528920000000173,-25.833108,-0.4213974861655921,0,go_long,go_long,go_long,go_long,go_long,go_long,1,0.14685207334236106,go_long,0.14314599999999353,0.14376857142857527,go_long,go_long,2816001.0,0.14338,False,go_long,go_long,0.1432,go_long,1,0.14251,0,0.14177,0.14748720000000165,0.14461812474505503
132,COTI/USDT:USDT,2024-02-25 02:45:00+00:00,first_buy,stop_loss,0.22674000000000002,0.23149000000000003,0.1983290557621315,0.18436567778660387,0.21628000000000003,0,0.22940000000000002,154889957.0,0,False,0.20676999999999363,0.20208285714286015,0.18321360000000225,-24.30855249,-0.3965309998577478,0,go_long,go_long,go_long,go_long,go_long,go_long,1,0.19572675358128658,go_long,0.19414999999999358,0.19443142857143178,go_long,go_long,27811508.0,0.19315000000000002,False,go_long,go_long,0.19273,go_long,1,0.18660000000000002,0,0.18222000000000002,0.19586320000000185,0.19389820396839114
105,BCH/USDT:USDT,2024-03-03 03:30:00+00:00,first_buy,stop_loss,511.27,515.65,498.2953780240224,486.8176731840614,506.0,0,511.78,114537.455,0,False,499.7820000000036,499.47142857141597,484.640400000002,-24.07490703,-0.3949042284416841,0,go_long,go_long,go_long,go_long,go_long,go_long,0,329.3402912319758,go_long,319.9400000000024,319.79999999998506,go_long,go_long,20510.143,320.97,False,go_long,go_long,316.81,go_long,0,319.93,0,316.55,331.99480000000375,323.14627267884475
131,COTI/USDT:USDT,2022-05-01 23:00:00+00:00,first_buy,stop_loss,0.19214,0.19326000000000002,0.19199049100051074,0.19183753191458885,0.19153,0,0.19310000000000002,1263908.0,1,False,0.19273799999999458,0.19250428571428782,0.19226680000000207,-24.04198489,-0.3923690169372846,0,go_long,go_long,go_long,go_long,go_long,go_long,1,0.1392079523536043,go_long,0.13155799999999496,0.13375714285714507,go_long,go_long,23009766.0,0.13347,False,go_long,go_long,0.13347,go_long,1,0.12278000000000001,0,0.11889000000000001,0.13835280000000222,0.13551212296359713
129,COTI/USDT:USDT,2021-04-18 03:30:00+00:00,first_buy,stop_loss,0.32142000000000004,0.32385,0.32974195391487865,0.3408753586857527,0.25765000000000005,1,0.28801000000000004,18003714.0,0,False,0.32300399999999707,0.3274942857142857,0.34546879999999996,-26.00396192,-0.4247258676502487,1,go_long,go_long,go_long,go_long,go_long,go_long,1,0.30468902208016285,go_long,0.27121799999999796,0.277401428571428,go_long,go_long,7070145.0,0.27729000000000004,False,go_long,go_long,0.27718000000000004,go_long,1,0.2316,1,0.23118000000000002,0.309640400000001,0.2871070832928284
128,COTI/USDT:USDT,2021-03-10 13:45:00+00:00,first_buy,stop_loss,0.44017000000000006,0.45783,0.443675331464238,0.43715754985754984,0.4378,0,0.44655000000000006,2480597.0,0,False,0.4416479999999998,0.44353428571428577,0.43857680000000004,-32.69849499,-0.5339529934009754,0,go_long,go_long,go_long,go_long,go_long,go_long,1,0.3451045873806129,go_long,0.33291399999999705,0.33510285714285715,go_long,go_long,4827312.0,0.334,False,go_long,go_long,0.33065,go_long,1,0.32135,0,0.31782000000000005,0.34859399999999996,0.33732958189940204
126,MASK/USDT:USDT,2024-04-13 17:45:00+00:00,first_buy,stop_loss,3.501,3.537,3.6310539092049945,3.693574382929138,3.396,1,3.475,2444287.0,0,False,3.5632000000001782,3.597428571428647,3.7211600000000016,-24.35946432,-0.41181766044150125,1,go_long,do_nothing,go_long,go_long,go_long,go_long,1,2.1779182345255084,go_long,2.1640000000001858,2.1708571428572125,go_long,go_long,205345.0,2.155,False,go_long,do_nothing,2.154,go_long,1,2.14,0,2.135,2.1755599999999964,2.168992645621607
125,MASK/USDT:USDT,2024-03-29 07:30:00+00:00,first_buy,stop_loss,5.651,5.761,5.350236261254255,5.258889622275684,5.574,0,5.66,4240934.0,0,False,5.442600000000171,5.3745714285715325,5.190440000000003,-22.9539672,-0.40514198169321847,0,go_long,do_nothing,go_long,go_long,go_long,go_long,1,3.711060333563469,go_long,3.6022000000001784,3.635857142857218,go_long,go_long,1735251.0,3.581,False,go_long,do_nothing,3.557,go_long,1,3.5,0,3.475,3.733520000000002,3.659427347242266
124,MASK/USDT:USDT,2022-05-01 23:00:00+00:00,first_buy,stop_loss,3.827,3.849,3.8180753020402665,3.8096290127365386,3.816,0,3.839,107542.0,1,False,3.83240000000013,3.821714285714361,3.8157599999999716,-22.72930315,-0.3942117457195582,0,go_long,do_nothing,go_long,go_long,go_long,go_long,1,2.5888385661732163,go_long,2.4864000000001214,2.520285714285784,go_long,go_long,391009.0,2.493,False,go_long,do_nothing,2.48,go_long,1,2.436,0,2.412,2.5661999999999727,2.541291476551848
122,LQTY/USDT:USDT,2024-06-18 01:45:00+00:00,first_buy,stop_loss,0.8824000000000001,0.8842000000000001,0.8988540877715974,0.9189311194787847,0.7816000000000001,1,0.8097000000000001,2051690.5,0,False,0.881759999999972,0.8923714285714347,0.9282760000000151,-24.90234542,-0.4060196905653151,1,go_long,go_long,go_long,go_long,go_long,go_long,1,0.5453673291932101,go_long,0.5208199999999722,0.522014285714289,go_long,go_long,1333536.8,0.5245000000000001,False,go_long,go_long,0.521,go_long,1,0.5188,0,0.5135000000000001,0.5419280000000134,0.5268666159397531
121,LQTY/USDT:USDT,2024-06-06 06:15:00+00:00,first_buy,stop_loss,1.3765,1.3973,1.3313036994347305,1.302425251343027,1.3559,0,1.3629,2095897.5,0,False,1.3532799999999714,1.3436000000000088,1.2913080000000143,-24.3473478,-0.3965602800232294,0,go_long,go_long,go_long,go_long,go_long,go_long,1,0.9276696090370875,go_long,0.903039999999972,0.9091857142857204,go_long,go_long,1508721.1,0.9053,False,go_long,go_long,0.9049,go_long,1,0.8825000000000001,0,0.8581000000000001,0.9348080000000151,0.9150639219118878
120,LQTY/USDT:USDT,2023-10-25 03:15:00+00:00,first_buy,stop_loss,1.6282,1.6398000000000001,1.6181603715255461,1.6134646660152117,1.6132,0,1.6208,758044.0,0,False,1.6150399999999827,1.6167428571428506,1.613656000000004,-31.81576419,-0.5187525678919349,0,go_long,go_long,go_long,go_long,go_long,go_long,1,1.1040844823526867,go_long,1.0764199999999664,1.0762142857142905,go_long,go_long,231510.0,1.081,False,go_long,go_long,1.0703,go_long,0,1.0592,0,1.0585,1.1124560000000139,1.0834156702291604
118,QTUM/USDT:USDT,2024-06-07 18:15:00+00:00,first_buy,stop_loss,3.485,3.4939999999999998,3.4757666704894676,3.5375650111046855,2.936,1,2.999,2100358.6,0,False,3.4249999999996654,3.4688571428572685,3.571879999999931,-24.80630674,-0.40506190322893926,1,go_long,do_nothing,go_long,go_long,go_long,go_long,1,2.1307164154406664,go_long,2.104399999999674,2.1154285714287004,go_long,go_long,288859.8,2.103,False,go_long,do_nothing,2.084,go_long,1,2.048,0,2.021,2.1429199999999167,2.1198399515736774
117,QTUM/USDT:USDT,2024-03-04 07:15:00+00:00,first_buy,stop_loss,4.755,4.898,4.398179134553971,4.303315583289701,4.662,0,4.889,2000617.5,0,False,4.4761999999996736,4.407714285714418,4.26455999999991,-26.8394301,-0.43883171002483606,0,go_long,do_nothing,go_long,go_long,go_long,go_long,1,3.5806502119930603,go_long,3.5395999999996652,3.5534285714286975,go_long,go_long,177578.6,3.5540000000000003,False,go_long,do_nothing,3.547,go_long,1,3.485,0,3.482,3.596639999999931,3.562451519669371
76,SXP/USDT:USDT,2023-12-08 12:45:00+00:00,first_buy,stop_loss,0.4137,0.423,0.40911770034640055,0.4067817313185772,0.4118,0,0.4176,5420023.5,1,False,0.4114800000000024,0.4099857142856749,0.40570399999999124,-30.87772589,-0.5028389887005296,0,go_long,do_nothing,go_long,go_long,go_long,go_long,1,0.26332037633746724,go_long,0.2590800000000001,0.25932857142853233,go_long,go_long,1666517.5,0.2599,False,go_long,do_nothing,0.2584,go_long,1,0.2575,1,0.256,0.26315199999999456,0.26050049011874943
113,MKR/USDT:USDT,2024-03-17 20:30:00+00:00,first_buy,stop_loss,3250.9,3260.6,3206.905193850993,3186.0583205818184,3230.1,0,3255.1,891.622,0,False,3229.4400000000005,3216.657142857127,3184.988,-26.16654922,-0.4461444913996295,0,go_long,go_long,go_long,go_long,go_long,go_long,1,2169.7483790261435,go_long,2127.1000000000117,2141.5999999999844,go_long,go_long,1994.09,2122.6,False,go_long,go_long,2103.9,go_long,1,2060.4,0,2036.5,2176.463999999996,2147.3616212102197
110,XRP/USDT:USDT,2023-11-08 19:15:00+00:00,first_buy,stop_loss,0.6923,0.6924,0.6892989633054162,0.6881957090997232,0.6876,1,0.6892,23273359.9,1,False,0.6911199999999884,0.6902428571428677,0.6874799999999957,-30.09907042,-0.49014064779252386,0,go_long,go_long,go_long,go_long,go_long,go_long,1,0.5286858709362313,go_long,0.5183399999999885,0.5206428571428754,go_long,go_long,228452159.8,0.52,False,go_long,go_long,0.5198,go_long,1,0.4917,0,0.4686,0.5319039999999952,0.521184262205758
130,COTI/USDT:USDT,2021-05-19 13:00:00+00:00,first_buy,stop_loss,0.2316,0.23897000000000002,0.27063214740162406,0.2954542797038545,0.1578,1,0.18002,14247485.0,0,False,0.251309999999998,0.259501428571428,0.304014800000001,-24.00642437,-0.3912287856351752,1,go_long,go_long,go_long,go_long,go_long,go_long,1,0.1129441646953845,go_long,0.11245999999999816,0.11207857142857106,go_long,go_long,1042951.0,0.11280000000000001,False,go_long,go_long,0.11269000000000001,go_long,0,0.11065000000000001,1,0.11061000000000001,0.11276480000000084,0.11214280876156414
75,SXP/USDT:USDT,2023-06-10 04:15:00+00:00,first_buy,stop_loss,0.365,0.3674,0.3707138857716799,0.37738388226593717,0.364,1,0.36660000000000004,1978733.5,0,False,0.36624000000000156,0.36588571428567374,0.38001599999999036,-24.66003867,-0.40167173687179,0,go_long,do_nothing,go_long,go_long,go_long,go_long,1,0.2781792629717801,go_long,0.275420000000001,0.2763857142856745,go_long,go_long,1696252.0,0.2751,False,go_long,do_nothing,0.2732,go_long,1,0.2731,0,0.2725,0.27794399999999103,0.2767120945205733
0,LINK/USDT:USDT,2021-03-03 00:15:00+00:00,first_buy,stop_loss,28.511,28.535,28.307054979298524,28.24303418803418,28.16,0,28.38,267996.02,0,False,28.432800000000004,28.400142857142857,28.18911999999999,-35.28751783,-0.5750702366761211,0,go_long,go_long,go_long,go_long,go_long,go_long,1,19.90644611047499,go_long,18.395800000000094,18.797285714285607,go_long,go_long,1459453.66,18.231,False,go_long,go_long,17.504,go_long,1,17.417,0,17.282,19.84547999999994,18.947255142002344
73,SXP/USDT:USDT,2022-05-29 02:00:00+00:00,first_buy,stop_loss,0.4611,0.4622,0.46529487269210545,0.46628915612128713,0.4581,1,0.4606,321725.4,0,False,0.4639400000000009,0.464999999999956,0.46692399999999096,-25.07596808,-0.40862190274856536,1,go_long,do_nothing,go_long,go_long,go_long,go_long,1,0.30030206329483594,go_long,0.29704000000000147,0.30042857142853135,go_long,go_long,5257351.0,0.295,False,go_long,do_nothing,0.2924,go_long,0,0.2858,0,0.2805,0.30019599999998886,0.2989356042016961
147,NEAR/USDT:USDT,2024-07-15 22:30:00+00:00,first_buy,stop_loss,5.868,5.894,5.787733686807889,5.720735193751055,5.848,0,5.883,423328.0,0,False,5.838999999999815,5.821571428571468,5.69375999999998,-23.40333933,-0.39741559358540496,0,go_long,go_long,go_long,go_long,go_long,go_long,1,4.148433163195586,go_long,4.077999999999834,4.097285714285747,go_long,go_long,2740721.0,4.089,False,go_long,go_long,4.043,go_long,1,3.976,0,3.926,4.17251999999997,4.113114576190365
37,DYDX/USDT:USDT,2022-05-28 19:15:00+00:00,first_buy,stop_loss,1.721,1.726,1.7197690895633975,1.7143712865871645,1.714,1,1.721,217404.7,1,False,1.723399999999998,1.7182857142858392,1.7189999999999344,-23.89753407,-0.3894357946989783,0,go_long,go_long,go_long,go_long,go_long,go_long,0,1.129452408639489,go_long,1.0811999999999995,1.0827142857144085,go_long,go_long,2415656.3,1.079,False,go_long,go_long,1.079,go_long,1,1.055,1,1.05,1.1296399999999376,1.0957187316004777
35,DYDX/USDT:USDT,2022-05-03 20:15:00+00:00,first_buy,stop_loss,3.3689999999999998,3.379,3.4322706441144364,3.478312358954454,3.357,0,3.364,241738.7,0,False,3.3669999999999964,3.3967142857144155,3.5058399999999366,-24.1333353,-0.3938991231979243,1,go_long,go_long,go_long,go_long,go_long,go_long,1,2.3376031551732264,go_long,2.1976000000000075,2.213714285714416,go_long,go_long,2336337.9,2.254,False,go_long,go_long,2.235,go_long,1,2.201,0,2.176,2.3153999999999364,2.2521692863531633
33,DYDX/USDT:USDT,2022-01-21 21:45:00+00:00,first_buy,stop_loss,8.394,8.456,8.359966088714094,8.330490117661267,8.067,1,8.213,3139963.4,1,False,8.397399999999989,8.340571428571526,8.435319999999948,-23.61311914,-0.3881848845195168,0,go_long,go_long,go_long,go_long,go_long,go_long,1,5.297254628821389,go_long,5.2386,5.229142857142967,go_long,go_long,753823.5,5.32,False,go_long,go_long,5.308,go_long,0,5.102,1,5.08,5.284719999999948,5.239035072421937
31,LDO/USDT:USDT,2024-07-05 00:45:00+00:00,first_buy,stop_loss,1.5774,1.5916000000000001,1.6185935572533738,1.6493221786386547,1.5121,1,1.5383,6971375.0,1,False,1.5844800000000294,1.6025571428571683,1.6620040000000043,-24.14486062,-0.4021329712266994,1,go_long,go_long,go_long,go_long,go_long,go_long,1,1.077258776754003,go_long,1.0267800000000278,1.0299857142857343,go_long,go_long,2361853.0,1.0256,False,go_long,go_long,1.0196,go_long,1,1.012,1,1.0026,1.0696240000000063,1.038243178142387
30,LDO/USDT:USDT,2024-05-25 03:45:00+00:00,first_buy,stop_loss,2.5662000000000003,2.5977,2.4477970116626673,2.4052823143879634,2.5533,0,2.5579,4105225.0,0,False,2.493360000000019,2.470271428571452,2.384720000000005,-23.92415883,-0.4062479678715484,0,go_long,go_long,go_long,go_long,go_long,go_long,1,1.6582039529297472,go_long,1.6032400000000293,1.6195000000000255,go_long,go_long,2241411.0,1.5988,False,go_long,go_long,1.5711,go_long,1,1.5775000000000001,0,1.5706,1.6669040000000044,1.6331923858448962
29,LDO/USDT:USDT,2023-12-28 19:30:00+00:00,first_buy,stop_loss,3.0017,3.0075,2.9504759097464963,2.9199319433144306,2.9676,0,2.9994,1217087.0,0,False,2.975619999999995,2.954885714285722,2.917536000000017,-29.96740427,-0.4990575915715944,0,go_long,go_long,go_long,go_long,go_long,go_long,1,1.970843267790891,go_long,1.9269800000000168,1.9276428571428763,go_long,go_long,475426.0,1.9318,False,go_long,go_long,1.9159000000000002,go_long,1,1.8939,0,1.8916,1.9765800000000078,1.9373128110851405
28,LDO/USDT:USDT,2023-02-22 00:30:00+00:00,first_buy,stop_loss,2.8026,2.8034,2.778846535387711,2.7732515345847175,2.7739000000000003,1,2.7761,448483.0,1,False,2.7855599999999967,2.784499999999997,2.773964000000002,-24.72359266,-0.4043351542801491,0,go_long,go_long,go_long,go_long,go_long,go_long,1,1.8186073552372215,go_long,1.7941999999999712,1.8044571428571434,go_long,go_long,2710756.0,1.8099,False,go_long,go_long,1.7986,go_long,1,1.7173,0,1.7063000000000001,1.8221640000000037,1.805858917464111
27,LDO/USDT:USDT,2022-09-23 03:15:00+00:00,first_buy,stop_loss,1.7930000000000001,1.8090000000000002,1.7986608590522863,1.7977943006378887,1.7930000000000001,0,1.807,78653.0,0,False,1.798400000000002,1.7990000000000006,1.7957599999999994,-23.50723894,-0.39381789983087967,0,go_long,go_long,go_long,go_long,go_long,go_long,1,1.2055916102236073,go_long,1.143999999999992,1.1534285714285726,go_long,go_long,247632.0,1.138,False,go_long,go_long,1.135,go_long,1,1.116,0,1.111,1.209519999999999,1.16994046607652
25,INJ/USDT:USDT,2024-04-12 18:45:00+00:00,first_buy,stop_loss,28.185,28.223,28.84492848921704,29.915695716494344,22.0,1,24.869,2193353.2,0,False,27.870600000000245,28.288999999999685,30.24196,-24.6187092,-0.4121771358719312,1,go_long,go_long,go_long,go_long,do_nothing,do_nothing,1,17.756075737423135,go_long,17.423200000000318,17.523714285714135,do_nothing,do_nothing,302539.4,17.458,False,go_long,go_long,17.287,go_long,1,17.012,0,16.8,17.9290800000001,17.618800358618554
24,INJ/USDT:USDT,2023-12-18 22:30:00+00:00,first_buy,stop_loss,35.32,37.791,34.1938610196241,33.443683961704664,35.055,0,36.264,1281233.9,1,False,34.93520000000011,34.44200000000004,33.37023999999996,-29.56932055,-0.5091801478465824,0,go_long,go_long,go_long,go_long,do_nothing,do_nothing,1,30.31943137381389,go_long,28.418000000000244,29.16285714285683,do_nothing,do_nothing,216997.0,28.882,False,go_long,go_long,28.859,go_long,1,28.184,1,28.012,30.509159999999998,29.56782457816559
23,INJ/USDT:USDT,2022-10-29 16:45:00+00:00,first_buy,stop_loss,2.295,2.296,2.2125941711676607,2.183995042910819,2.253,0,2.293,1450326.2,0,False,2.229000000000005,2.2131428571428597,2.188000000000002,-24.10035922,-0.3934264586979453,0,go_long,go_long,go_long,go_long,do_nothing,do_nothing,1,1.5432420323557887,go_long,1.479400000000012,1.491142857142869,do_nothing,do_nothing,579424.8,1.472,False,go_long,go_long,1.469,go_long,1,1.448,0,1.432,1.5390800000000093,1.4970008366780172
21,OGN/USDT:USDT,2024-07-16 18:00:00+00:00,first_buy,stop_loss,0.1014,0.1015,0.1000475029978274,0.09893039147010042,0.101,1,0.10110000000000001,492039.0,1,False,0.10102000000001099,0.10062857142857078,0.09842800000000076,-24.42427606,-0.3982573895697849,0,go_long,go_long,go_long,go_long,go_long,go_long,1,0.06694786480898617,go_long,0.06486000000001083,0.06494285714285668,go_long,go_long,3792624.0,0.065,False,go_long,go_long,0.06470000000000001,go_long,1,0.064,1,0.0634,0.06656400000000043,0.06523981546762557
20,OGN/USDT:USDT,2024-06-14 16:15:00+00:00,first_buy,stop_loss,0.12190000000000001,0.1221,0.12224190513150678,0.12323569219344935,0.1148,1,0.1174,7020600.0,0,False,0.1214000000000111,0.1218285714285707,0.12372000000000043,-24.43910542,-0.39797109158211985,1,go_long,go_long,go_long,go_long,go_long,go_long,0,0.08165514105135423,go_long,0.07736000000001098,0.07742857142857074,go_long,go_long,5370271.0,0.0782,False,go_long,go_long,0.0766,go_long,1,0.0766,0,0.07640000000000001,0.0828040000000006,0.07887245718367626
19,OGN/USDT:USDT,2024-05-25 01:00:00+00:00,first_buy,stop_loss,0.18430000000000002,0.191,0.17733039362683659,0.17199856465812352,0.1819,0,0.1903,45551450.0,0,False,0.18206000000001057,0.17935714285714185,0.17077999999999968,-24.50560169,-0.39951825932624474,0,go_long,go_long,go_long,go_long,go_long,go_long,1,0.12370254756892529,go_long,0.1225600000000111,0.12259999999999927,go_long,go_long,684000.0,0.1222,False,go_long,go_long,0.1221,go_long,1,0.1218,0,0.1211,0.12400000000000043,0.12312225151905347
18,OGN/USDT:USDT,2024-03-01 21:30:00+00:00,first_buy,stop_loss,0.21630000000000002,0.217,0.20923248694051688,0.2072446136793128,0.21180000000000002,0,0.2122,3829924.0,1,False,0.21140000000000994,0.20984285714285722,0.20657599999999987,-27.7677927,-0.4525522929765232,0,go_long,go_long,go_long,go_long,go_long,go_long,1,0.16346383519437335,go_long,0.15622000000001038,0.15758571428571375,go_long,go_long,32736810.0,0.1567,False,go_long,go_long,0.15660000000000002,go_long,1,0.1433,0,0.1336,0.16553599999999963,0.15864984548270808
17,OGN/USDT:USDT,2023-07-29 17:45:00+00:00,first_buy,stop_loss,0.1111,0.1119,0.11115501096611996,0.11139260571883215,0.1111,0,0.1114,15598081.0,0,False,0.11120000000001093,0.11101428571428672,0.11179600000000008,-24.03973611,-0.3916138669320895,0,go_long,go_long,go_long,go_long,go_long,go_long,1,0.08283031678402956,go_long,0.08224000000001046,0.08252857142857255,go_long,go_long,4973126.0,0.0821,False,go_long,go_long,0.0816,go_long,1,0.0816,0,0.0813,0.08265600000000005,0.0825162526239913
16,OGN/USDT:USDT,2023-02-18 17:00:00+00:00,first_buy,stop_loss,0.1479,0.1487,0.1478891037104076,0.14785536175585065,0.14780000000000001,1,0.1482,850446.0,0,False,0.14820000000001202,0.14814285714285783,0.1475639999999987,-25.36785282,-0.41332743429153024,0,go_long,go_long,go_long,go_long,go_long,go_long,1,0.09728571764666684,go_long,0.09588000000001137,0.09627142857142908,go_long,go_long,3687724.0,0.096,False,go_long,go_long,0.0955,go_long,1,0.09390000000000001,1,0.09390000000000001,0.09764399999999904,0.09652612304395539
15,OGN/USDT:USDT,2022-08-30 16:45:00+00:00,first_buy,stop_loss,0.1685,0.1685,0.16886851825901958,0.17075745873439485,0.1652,1,0.16540000000000002,2260214.0,1,False,0.167880000000013,0.16781428571428708,0.1714919999999985,-25.07709007,-0.4093604044571396,0,go_long,go_long,go_long,go_long,go_long,go_long,1,0.10741211064456645,go_long,0.10428000000001265,0.10507142857142962,go_long,go_long,3342878.0,0.1046,False,go_long,go_long,0.1046,go_long,1,0.1015,0,0.10060000000000001,0.10759999999999893,0.10523355309280082
14,OGN/USDT:USDT,2022-06-09 09:30:00+00:00,first_buy,stop_loss,0.27690000000000003,0.28140000000000004,0.2757550721740487,0.2735109490258534,0.2766,0,0.27990000000000004,4011649.0,0,False,0.2763000000000123,0.276357142857144,0.2731959999999981,-16.81987599,-0.27402271554277424,0,go_long,go_long,go_long,go_long,go_long,go_long,1,0.1986055651532139,go_long,0.196900000000013,0.19690000000000135,go_long,go_long,2214024.0,0.1978,False,go_long,go_long,0.19770000000000001,go_long,0,0.1961,1,0.196,0.19619999999999851,0.19675700911202662
12,OGN/USDT:USDT,2022-05-11 12:30:00+00:00,first_buy,stop_loss,0.25270000000000004,0.2541,0.26004854475751477,0.2661896713455599,0.2464,1,0.24930000000000002,8673038.0,0,False,0.25400000000001294,0.2571000000000019,0.2644239999999981,-24.11076893,-0.3927530785019558,1,go_long,go_long,go_long,go_long,go_long,go_long,1,0.17915749665848285,go_long,0.16664000000001292,0.1678000000000019,go_long,go_long,8473345.0,0.1668,False,go_long,go_long,0.16540000000000002,go_long,1,0.1547,0,0.1542,0.18127199999999813,0.1698235630930774
11,OGN/USDT:USDT,2022-05-01 23:00:00+00:00,first_buy,stop_loss,0.449,0.4505,0.4485997608673704,0.4490572531552008,0.4474,0,0.4481,1165965.0,1,False,0.44968000000001335,0.44900000000000206,0.4498479999999979,-24.11869503,-0.3953719697147832,0,go_long,go_long,go_long,go_long,go_long,go_long,1,0.29675502006387383,go_long,0.28634000000001314,0.2889714285714303,go_long,go_long,5096271.0,0.2862,False,go_long,go_long,0.28340000000000004,go_long,1,0.2787,0,0.2777,0.2948479999999981,0.29033052263568193
