,pair,open_date,enter_reason,exit_reason,sma-05 (entry),sma-07 (entry),sma-25 (entry),profit_abs,profit_ratio,sma-compare (entry),sma-05 (exit),sma-25 (exit),sma-07 (exit),sma-compare (exit)
947,STMX/USDT:USDT,2023-03-22 19:30:00+00:00,second_buy,long-signal-on,0.005752000000000829,0.005764285714284998,0.005773199999999961,1.17015336,0.01909277698751383,1,0.0055240000000008295,0.005699999999999963,0.005524285714284998,1
497,STMX/USDT:USDT,2021-12-17 14:45:00+00:00,second_buy,long-signal-on,0.02152200000000044,0.021768571428570808,0.021783199999999798,-2.87135186,-0.04685606645549,1,0.02138800000000044,0.021676399999999804,0.021325714285713664,0
945,STMX/USDT:USDT,2023-03-20 19:15:00+00:00,second_buy,long-signal-on,0.006002000000000826,0.006009999999999289,0.006082799999999955,0.59376575,0.009688021354688022,1,0.0059980000000008265,0.006073599999999954,0.005992857142856432,0
499,STMX/USDT:USDT,2021-12-20 09:00:00+00:00,second_buy,long-signal-on,0.02117000000000045,0.02117428571428512,0.021496799999999802,0.8359211,0.013639467281851388,1,0.020790000000000454,0.02121759999999979,0.020789999999999403,0
938,STMX/USDT:USDT,2023-03-12 16:30:00+00:00,second_buy,long-signal-on,0.005026000000000816,0.0050442857142850035,0.005110399999999946,-1.72251234,-0.02810626257520045,1,0.0050280000000008165,0.005082399999999947,0.005022857142856432,0
503,STMX/USDT:USDT,2021-12-28 03:00:00+00:00,second_buy,long-signal-on,0.023536000000000456,0.02358428571428514,0.024189199999999803,1.52454604,0.02488306023229362,1,0.022912000000000453,0.023621199999999804,0.02297571428571371,1
934,STMX/USDT:USDT,2023-03-09 00:45:00+00:00,second_buy,long-signal-on,0.005834000000000818,0.005859999999999285,0.005919599999999938,-1.19436136,-0.01948894793571931,1,0.005778000000000818,0.005884799999999939,0.005764285714284999,0
933,STMX/USDT:USDT,2023-03-09 00:30:00+00:00,second_buy,long-signal-on,0.005872000000000818,0.005877142857142143,0.005927599999999937,-0.1226984,-0.0020020020020020016,1,0.005872000000000818,0.005927599999999937,0.005877142857142143,1
932,STMX/USDT:USDT,2023-03-09 00:30:00+00:00,second_buy,long-signal-on,0.005872000000000818,0.005877142857142143,0.005927599999999937,-0.1226984,-0.0020020020020020016,1,0.005872000000000818,0.005927599999999937,0.005877142857142143,1
504,STMX/USDT:USDT,2021-12-28 05:15:00+00:00,second_buy,long-signal-on,0.022846000000000453,0.022938571428570857,0.023558799999999804,-0.57890833,-0.009446946946946947,1,0.02288600000000045,0.023435999999999808,0.022861428571428,0
927,STMX/USDT:USDT,2023-03-02 08:30:00+00:00,second_buy,long-signal-on,0.00668000000000082,0.006692857142856433,0.006779199999999941,-0.58440375,-0.009535851641114798,1,0.00667800000000082,0.00675199999999994,0.006674285714285004,0
519,STMX/USDT:USDT,2022-01-14 10:45:00+00:00,second_buy,long-signal-on,0.018432000000000413,0.01844428571428508,0.01856279999999979,0.77838898,0.012701288244766504,1,0.01810400000000042,0.018405599999999786,0.01811285714285651,1
926,STMX/USDT:USDT,2023-03-02 08:00:00+00:00,second_buy,long-signal-on,0.00670800000000082,0.006717142857142149,0.0067967999999999406,0.15963724,0.0026049338661707044,1,0.00669400000000082,0.0067875999999999406,0.006704285714285005,1
922,STMX/USDT:USDT,2023-02-22 08:45:00+00:00,second_buy,long-signal-on,0.0069020000000008085,0.006907142857142148,0.006978799999999943,-1.38704228,-0.02263145498439616,1,0.006894000000000809,0.006945199999999942,0.006881428571427864,0
506,STMX/USDT:USDT,2021-12-29 12:00:00+00:00,second_buy,long-signal-on,0.021908000000000465,0.021935714285713694,0.02200079999999982,1.18899836,0.01940440440440441,1,0.021372000000000467,0.021776799999999815,0.02136999999999941,0
508,STMX/USDT:USDT,2022-01-05 18:00:00+00:00,second_buy,long-signal-on,0.02231000000000043,0.022381428571427997,0.022461199999999813,0.01661451,0.0002711422856613419,1,0.02207800000000043,0.02239039999999981,0.022067142857142286,0
920,STMX/USDT:USDT,2023-02-19 17:00:00+00:00,second_buy,long-signal-on,0.0070680000000008045,0.007071428571427859,0.007080399999999943,0.23174536,0.0037815593371148927,1,0.0068600000000008056,0.007019999999999944,0.006859999999999289,0
510,STMX/USDT:USDT,2022-01-05 22:15:00+00:00,second_buy,long-signal-on,0.02068400000000043,0.020729999999999433,0.02165759999999981,-0.45553587,-0.007434245482545137,1,0.02032800000000043,0.021111599999999807,0.020234285714285143,0
918,STMX/USDT:USDT,2023-02-17 00:00:00+00:00,second_buy,long-signal-on,0.007122000000000799,0.007134285714285013,0.007368799999999945,-0.03079339,-0.0005024577323934683,1,0.0071400000000007985,0.007352399999999945,0.007127142857142157,0
913,STMX/USDT:USDT,2023-02-13 09:15:00+00:00,second_buy,long-signal-on,0.00587800000000079,0.005915714285713582,0.0060019999999999405,0.51147796,0.008345695092683045,1,0.00573400000000079,0.005929199999999941,0.005738571428570725,1
512,STMX/USDT:USDT,2022-01-07 03:30:00+00:00,second_buy,long-signal-on,0.01988600000000041,0.019949999999999437,0.020165999999999806,1.32500736,0.021622852991381947,1,0.01901400000000041,0.019689999999999805,0.018997142857142293,0
911,STMX/USDT:USDT,2023-02-13 02:15:00+00:00,second_buy,long-signal-on,0.005956000000000789,0.005972857142856439,0.006087999999999942,-0.9511193,-0.015519735587189214,1,0.00594000000000079,0.006027199999999942,0.0059371428571421535,0
909,STMX/USDT:USDT,2023-02-09 22:00:00+00:00,second_buy,long-signal-on,0.00605800000000079,0.006078571428570726,0.0063179999999999435,0.18889048,0.003082020595527694,1,0.00598400000000079,0.006136399999999943,0.005978571428570728,0
516,STMX/USDT:USDT,2022-01-10 14:00:00+00:00,second_buy,long-signal-on,0.01767800000000041,0.017759999999999384,0.018220799999999794,0.92567356,0.015106740206341798,1,0.01730400000000041,0.0178635999999998,0.017261428571427952,0
924,STMX/USDT:USDT,2023-02-25 20:15:00+00:00,second_buy,long-signal-on,0.0066780000000008196,0.006691428571427862,0.006740799999999941,0.15391581,0.0025115205295385473,1,0.00660800000000082,0.006700399999999941,0.006605714285713577,0
1419,STMX/USDT:USDT,2024-09-30 10:00:00+00:00,second_buy,long-signal-on,0.0069040000000011705,0.006922857142856616,0.006959599999999994,-0.75487074,-0.01231672849319908,1,0.006846000000001171,0.006937999999999995,0.006822857142856615,0
1198,STMX/USDT:USDT,2024-03-11 00:45:00+00:00,second_buy,long-signal-on,0.011042000000001027,0.011071428571427885,0.011094399999999989,-0.92834852,-0.015149169788345046,1,0.01075400000000103,0.011004799999999992,0.010737142857142171,0
96,STMX/USDT:USDT,2021-04-23 07:45:00+00:00,second_buy,long-signal-on,0.033716,0.03380142857142825,0.03456839999999988,-3.00564168,-0.049053324345379616,1,0.033416000000000015,0.03420799999999989,0.033189999999999685,0
1546,1000SHIB/USDT:USDT,2021-06-10 08:45:00+00:00,second_buy,long-signal-on,0.007105599999999957,0.007117714285714354,0.007176679999999955,-1.17790596,-0.019219020213055996,1,0.007017799999999958,0.007108359999999955,0.007007428571428641,0
1543,1000SHIB/USDT:USDT,2021-06-08 14:45:00+00:00,second_buy,long-signal-on,0.007012799999999956,0.007055714285714352,0.0071310799999999555,-1.36908151,-0.022339940524966777,1,0.0067785999999999584,0.007021279999999956,0.006730428571428638,0
111,STMX/USDT:USDT,2021-04-28 03:45:00+00:00,second_buy,long-signal-on,0.05178600000000004,0.05207428571428537,0.053173599999999877,-0.30540615,-0.004984150817484151,1,0.050910000000000045,0.05256399999999989,0.050775714285713945,0
1541,1000SHIB/USDT:USDT,2021-06-08 03:00:00+00:00,second_buy,long-signal-on,0.007675599999999958,0.0076980000000000616,0.007727399999999959,0.59379611,0.009688701014092648,1,0.007282799999999956,0.007606359999999959,0.007268428571428633,0
1539,1000SHIB/USDT:USDT,2021-06-07 21:15:00+00:00,second_buy,long-signal-on,0.008019599999999957,0.008068714285714347,0.008231879999999962,-0.597583,-0.009751132751979651,1,0.007752799999999957,0.008068439999999961,0.007721714285714346,0
113,STMX/USDT:USDT,2021-04-29 00:45:00+00:00,second_buy,long-signal-on,0.051716000000000074,0.051809999999999676,0.05253719999999986,0.1436292,0.0023450782669871607,1,0.050364000000000075,0.05164639999999987,0.05031142857142824,0
1537,1000SHIB/USDT:USDT,2021-06-07 18:45:00+00:00,second_buy,long-signal-on,0.008240599999999957,0.008246285714285774,0.008388199999999962,-0.11522377,-0.001880029723233968,1,0.008167399999999958,0.008303399999999963,0.008162285714285775,0
1535,1000SHIB/USDT:USDT,2021-06-05 21:15:00+00:00,second_buy,long-signal-on,0.008504199999999957,0.008507285714285771,0.008539959999999965,1.45742503,0.023781335566868816,1,0.008260599999999955,0.008450759999999967,0.008247000000000058,0
115,STMX/USDT:USDT,2021-04-29 17:00:00+00:00,second_buy,long-signal-on,0.049362000000000086,0.049557142857142536,0.05031399999999984,-0.58143002,-0.00948738736661542,1,0.04852600000000009,0.049741599999999844,0.04842285714285682,0
1533,1000SHIB/USDT:USDT,2021-06-04 07:00:00+00:00,second_buy,long-signal-on,0.008726599999999963,0.00874442857142862,0.008990319999999956,-0.7982928,-0.013025533563150109,1,0.008609999999999961,0.008852079999999957,0.008595142857142905,0
119,STMX/USDT:USDT,2021-05-02 03:45:00+00:00,second_buy,long-signal-on,0.0579900000000001,0.05808857142857109,0.058508399999999794,0.07234252,0.0011812023813435742,1,0.0566240000000001,0.05791079999999981,0.05653857142857109,0
1531,1000SHIB/USDT:USDT,2021-06-04 01:15:00+00:00,second_buy,long-signal-on,0.009638799999999966,0.009686428571428622,0.009744719999999957,1.74554176,0.02848401242742525,1,0.009022999999999967,0.009495479999999954,0.00898100000000005,0
121,STMX/USDT:USDT,2021-05-04 00:30:00+00:00,second_buy,long-signal-on,0.05599600000000007,0.056247142857142565,0.05644319999999982,1.87769635,0.030653927726290088,1,0.05280400000000007,0.05513039999999981,0.052648571428571135,0
1528,1000SHIB/USDT:USDT,2021-06-01 12:45:00+00:00,second_buy,long-signal-on,0.00870599999999997,0.008714142857142912,0.008799439999999959,0.11840198,0.001931955115005622,1,0.00859639999999997,0.008686719999999955,0.008598857142857196,1
123,STMX/USDT:USDT,2021-05-04 14:30:00+00:00,second_buy,long-signal-on,0.051142000000000055,0.05141714285714257,0.052588799999999825,1.30187043,0.021247660151916075,1,0.04965600000000006,0.05157039999999982,0.049634285714285444,0
107,STMX/USDT:USDT,2021-04-26 08:45:00+00:00,second_buy,long-signal-on,0.04481800000000004,0.044865714285713974,0.04487559999999988,-0.99043104,-0.016162191801491938,1,0.04456200000000003,0.04481839999999987,0.04446714285714255,0
1524,1000SHIB/USDT:USDT,2021-05-29 15:15:00+00:00,second_buy,long-signal-on,0.00765959999999997,0.007669285714285755,0.007748399999999958,-1.15983896,-0.018926505523034248,1,0.007500999999999971,0.007659799999999958,0.007489285714285756,0
1548,1000SHIB/USDT:USDT,2021-06-11 00:00:00+00:00,second_buy,long-signal-on,0.006883399999999959,0.006888142857142924,0.006928399999999956,1.14947684,0.018756408829540123,1,0.006681199999999959,0.006802959999999957,0.006660714285714356,0
1555,1000SHIB/USDT:USDT,2021-06-16 11:45:00+00:00,second_buy,long-signal-on,0.008650599999999963,0.008728000000000078,0.008853279999999955,-0.82683678,-0.013492035598667587,1,0.008498799999999963,0.008757439999999957,0.008498000000000077,0
80,STMX/USDT:USDT,2021-04-19 14:30:00+00:00,second_buy,long-signal-on,0.05260800000000001,0.0526242857142854,0.05332759999999995,1.53895399,0.025112185843628756,1,0.050368000000000024,0.05201079999999994,0.05035999999999969,0
1582,1000SHIB/USDT:USDT,2021-06-30 09:45:00+00:00,second_buy,long-signal-on,0.008904199999999961,0.00895557142857152,0.00897231999999996,-0.24896621,-0.004062321435599196,1,0.00876179999999996,0.008911359999999962,0.008753428571428662,0
1578,1000SHIB/USDT:USDT,2021-06-25 11:00:00+00:00,second_buy,long-signal-on,0.006798799999999959,0.0068387142857143715,0.006985239999999951,-7.80247154,-0.12730753403938525,1,0.006966199999999959,0.00700247999999995,0.0069302857142858,0
86,STMX/USDT:USDT,2021-04-21 11:30:00+00:00,second_buy,long-signal-on,0.05104799999999997,0.05146428571428537,0.052687199999999906,-2.31067848,-0.03771613022714344,1,0.050741999999999975,0.05209319999999991,0.050699999999999655,0
1575,1000SHIB/USDT:USDT,2021-06-22 14:30:00+00:00,second_buy,long-signal-on,0.005812399999999946,0.005848714285714371,0.006090199999999951,-3.46498835,-0.05654091599750482,1,0.005868799999999946,0.006064719999999952,0.005867714285714372,0
1574,1000SHIB/USDT:USDT,2021-06-22 12:15:00+00:00,second_buy,long-signal-on,0.006135199999999947,0.006187714285714372,0.006371279999999952,1.30109384,0.02122989928672673,1,0.005838199999999946,0.006116719999999951,0.005850142857142942,1
1572,1000SHIB/USDT:USDT,2021-06-22 09:15:00+00:00,second_buy,long-signal-on,0.006350199999999947,0.00645071428571437,0.006619679999999953,0.07175964,0.0011708985090506576,1,0.006248399999999947,0.006467599999999954,0.006234285714285801,0
88,STMX/USDT:USDT,2021-04-22 00:00:00+00:00,second_buy,long-signal-on,0.049144000000000035,0.049429999999999676,0.05116999999999987,-0.75466184,-0.012318259392698854,1,0.04914800000000004,0.050321199999999865,0.04888999999999968,0
1570,1000SHIB/USDT:USDT,2021-06-21 22:30:00+00:00,second_buy,long-signal-on,0.0066003999999999455,0.0066605714285715096,0.006782839999999953,1.53689713,0.025077502517889403,1,0.006195199999999947,0.006486759999999952,0.006175285714285795,0
1565,1000SHIB/USDT:USDT,2021-06-20 12:15:00+00:00,second_buy,long-signal-on,0.007366799999999956,0.00738300000000008,0.007637319999999952,-0.96592954,-0.01576198561577697,1,0.007323599999999956,0.007562959999999952,0.007320000000000079,0
94,STMX/USDT:USDT,2021-04-23 05:15:00+00:00,second_buy,long-signal-on,0.034486,0.03495999999999968,0.037914799999999874,0.42326676,0.006907322260019355,1,0.034274000000000006,0.036118799999999875,0.0341842857142854,0
1562,1000SHIB/USDT:USDT,2021-06-18 14:15:00+00:00,second_buy,long-signal-on,0.007284999999999954,0.007300714285714367,0.007457119999999952,-0.08241881,-0.0013448242086175409,1,0.007112799999999956,0.007302199999999951,0.007096428571428652,0
