,pair,open_date,enter_reason,exit_reason,open (entry),high (entry),ema-26 (entry),ema-12 (entry),low (entry),mean-grad-hist (entry),close (entry),volume (entry),long_jcrosk (entry),short_kdj (entry),sma-05 (entry),sma-07 (entry),sma-25 (entry),profit_abs,profit_ratio,sma-compare (entry),long-small-rl (entry),short-small-rl (entry),long-large-rl (entry),short-large-rl (entry),long-bid-rl (entry),short-bid-rl (entry),close_date,short-large-rl (exit),ema-12 (exit),ema-26 (exit),high (exit),sma-05 (exit),sma-compare (exit),sma-07 (exit),long-large-rl (exit),long-small-rl (exit),low (exit),long_jcrosk (exit),sma-25 (exit),mean-grad-hist (exit),short-bid-rl (exit),close (exit),short_kdj (exit),long-bid-rl (exit),volume (exit),short-small-rl (exit),open (exit)
119,EGLD/USDT:USDT,2023-12-09 22:45:00+00:00,second_buy,short-exit-profit,58.0,58.67,57.30419259034494,56.821874500745054,57.92,0,58.34,43580.3,0,False,57.62800000000327,57.29857142857286,56.88760000000119,23.66074178,0.4059723381248921,0,go_short,go_short,go_short,go_short,go_short,go_short,2024-04-13 17:15:00+00:00,go_short,42.31252075089337,41.85926053438878,41.23,41.32400000000344,1,41.701428571430185,go_short,go_short,40.29,0,42.528800000001226,1,go_short,40.4,False,go_short,62330.8,go_short,41.19
107,EGLD/USDT:USDT,2021-11-22 06:15:00+00:00,second_buy,short-exit-profit,458.82,460.84,446.7738784985647,442.4946814654752,453.28,0,455.1,22644.1,0,False,448.0320000000007,445.10000000000144,443.5304000000011,17.94210183,0.39452720365292027,0,go_short,go_short,go_short,go_short,go_short,go_short,2021-12-04 05:30:00+00:00,go_short,318.857067463517,302.92803893730314,281.5,288.87000000000114,1,297.8514285714309,go_short,go_short,207.0,0,326.77160000000106,1,go_short,230.49,False,go_short,109224.8,go_short,278.44
97,EGLD/USDT:USDT,2021-04-06 20:15:00+00:00,second_buy,short-exit-profit,190.971,195.0,189.24114669648932,185.4415929774523,190.908,1,192.842,19815.0,0,False,191.27419999999972,190.89414285714332,184.32435999999987,23.38813735,0.40467582958931664,0,go_short,go_short,go_short,go_short,go_short,go_short,2021-05-19 04:30:00+00:00,go_short,140.83409298070018,138.35205749225793,137.444,136.8098000000003,1,137.13371428571503,go_short,go_short,130.592,0,142.28192000000027,1,go_short,130.848,False,go_short,17629.7,go_short,137.128
98,EGLD/USDT:USDT,2021-05-19 04:45:00+00:00,second_buy,short-exit-profit,130.848,133.416,136.7171255703721,139.86304905620386,126.326,1,127.725,17204.9,0,False,134.37800000000033,135.76728571428646,141.5118400000003,21.89501568,0.42917490958283944,1,go_short,go_short,go_short,go_short,go_short,go_short,2021-05-19 13:15:00+00:00,go_short,114.76316712936595,103.99527208582543,91.719,95.2338000000004,1,99.8395714285722,go_short,go_short,64.651,0,118.37388000000028,1,go_short,72.666,False,go_short,16650.0,go_short,86.52
114,EGLD/USDT:USDT,2022-06-21 08:15:00+00:00,second_buy,short-exit-profit,61.34,63.76,60.15594853893239,59.09072607353438,61.28,0,62.65,75068.2,1,False,60.798000000003256,60.601428571430674,58.63720000000134,23.05334986,0.40939603467075214,0,go_short,go_short,go_short,go_short,go_short,go_short,2022-12-16 22:45:00+00:00,go_short,40.039653138454845,39.70980665999624,39.73,39.49400000000332,1,39.6657142857162,go_short,go_short,37.0,0,40.073200000001435,1,go_short,38.03,False,go_short,104900.0,go_short,39.71
116,EGLD/USDT:USDT,2023-02-16 15:30:00+00:00,second_buy,short-exit-profit,46.46,54.43,47.375772729328844,47.04926412200878,46.4,0,52.48,1044817.3,0,False,47.440000000003394,47.102857142858866,46.97840000000153,27.23048545,0.472265419082648,0,go_short,go_short,go_short,go_short,go_short,go_short,2023-06-10 04:30:00+00:00,go_short,33.535390642363275,32.76405357775503,33.1,32.24600000000343,1,32.58571428571555,go_short,go_short,27.87,0,33.85560000000129,1,go_short,28.62,False,go_short,345304.2,go_short,33.1
95,EGLD/USDT:USDT,2021-02-08 10:30:00+00:00,second_buy,short-exit-profit,175.278,197.799,163.13122896028298,152.81980484522913,171.201,0,192.956,191737.3,0,False,172.77320000000012,168.23314285714284,147.8279200000001,22.78684109,0.3953029241901147,0,go_short,go_short,go_short,go_short,go_short,go_short,2021-03-02 01:30:00+00:00,go_short,137.3609780062198,137.65332443298925,136.707,137.70459999999963,0,138.13257142857182,go_short,go_short,136.707,0,136.92007999999993,1,go_short,136.707,False,go_short,0.0,go_short,136.707
112,EGLD/USDT:USDT,2022-05-27 02:30:00+00:00,second_buy,short-exit-profit,70.23,71.73,72.09506858308936,73.34036039127038,70.09,0,71.36,19199.4,0,False,71.24200000000295,71.59142857143081,73.40680000000138,22.48481734,0.3943671969558569,1,go_short,go_short,go_short,go_short,go_short,go_short,2022-06-12 14:15:00+00:00,go_short,45.954575716396185,44.6797472629176,44.17,43.68800000000332,1,44.07714285714503,go_short,go_short,42.93,1,46.240800000001336,0,go_short,42.99,False,go_short,83818.7,go_short,43.8
111,EGLD/USDT:USDT,2022-05-07 23:15:00+00:00,second_buy,short-exit-profit,113.27,116.06,117.34346217112338,118.68762809985314,113.13,0,115.97,23279.6,0,False,115.8520000000027,116.57000000000228,119.39320000000133,22.76222583,0.3930144172633176,1,go_short,go_short,go_short,go_short,go_short,go_short,2022-05-27 02:15:00+00:00,go_short,73.49878922257201,72.22871741637833,71.24,71.40000000000293,1,71.78571428571652,go_short,go_short,70.18,0,73.48160000000138,1,go_short,70.23,False,go_short,28997.9,go_short,70.84
287,LEVER/USDT:USDT,2024-04-22 09:45:00+00:00,second_buy,stop_loss,0.0029857,0.0031479999999999998,0.002911430225862089,0.0028481529205016368,0.002962,0,0.0030716,3273006249.0,0,False,0.002944760000000009,0.0029236571428571663,0.002838816000000006,-24.67051039,-0.4025359615673175,0,go_short,go_short,go_short,go_short,go_short,go_short,2024-04-27 18:00:00+00:00,go_short,0.0037983089496401367,0.003925085053527086,0.0042159,0.004031460000000011,0,0.003969357142857164,go_short,go_short,0.0041180999999999995,1,0.003764428000000006,0,go_short,0.0042046,False,go_short,1847930750.0,go_short,0.0041218
132,EOS/USDT:USDT,2021-05-19 03:15:00+00:00,first_buy,stop_loss,8.331,8.538,8.755843760868515,8.975817694061824,8.22,0,8.421,4335202.0,0,False,8.545799999999998,8.58285714285717,9.095039999999985,-23.92813529,-0.39425627496967,1,go_long,go_short,go_long,go_long,go_long,go_long,2021-05-19 12:45:00+00:00,go_long,7.690560107656846,7.319457986056498,7.22,6.981,1,7.1334285714286,go_long,go_long,5.91,1,7.7941199999999835,1,go_long,5.916,False,go_long,11433099.5,go_short,7.215
131,EOS/USDT:USDT,2021-05-11 16:45:00+00:00,first_buy,stop_loss,13.398,14.126,12.346037302727419,11.385427105296008,13.32,1,13.595,25008959.7,0,False,13.072400000000002,12.745571428571482,11.008479999999993,-24.36878454,-0.3978727349971007,0,go_long,go_short,go_long,go_long,go_long,go_long,2021-05-19 03:00:00+00:00,go_long,9.02020310958677,8.81672444466279,8.671,8.600199999999997,1,8.64285714285717,go_long,go_long,8.312,0,9.130399999999986,1,go_long,8.331,False,go_long,3721991.6,go_short,8.666
290,LEVER/USDT:USDT,2024-08-05 01:30:00+00:00,second_buy,stop_loss,0.0015267,0.0015664,0.0016586548577847658,0.0016966125008024667,0.0014931,1,0.0015390999999999998,908762524.0,0,False,0.0016213200000000365,0.0016459714285714543,0.0017201000000000093,-23.9411713,-0.390630512549163,1,go_short,go_short,go_short,go_short,go_short,go_short,2024-08-22 23:30:00+00:00,go_short,0.0020592459514128087,0.0020902323214069853,0.0021313,0.002121580000000033,0,0.002110700000000022,go_short,go_short,0.0021116,0,0.0020521360000000104,1,go_short,0.0021291,False,go_short,81631877.0,go_short,0.0021125
102,EGLD/USDT:USDT,2021-06-29 20:00:00+00:00,second_buy,stop_loss,86.8,89.0,86.58435318394197,85.67092711111192,86.77,0,88.84,16976.2,0,False,87.16200000000022,86.56714285714385,85.8224000000004,-20.5262077,-0.3857241581147115,0,go_short,go_short,go_short,go_short,go_short,go_short,2021-08-08 14:00:00+00:00,go_short,118.82778105864509,119.49500727733607,123.0,120.04400000000071,0,119.82285714285855,go_short,go_short,119.9,0,118.55840000000086,0,go_short,122.79,False,go_short,19191.9,go_short,120.06
292,MASK/USDT:USDT,2021-08-27 10:15:00+00:00,first_buy,stop_loss,14.4638,14.7058,14.261761481063484,13.99550769230769,14.3778,0,14.5982,99088.0,0,False,14.62508,14.386571428571427,13.96164,-23.99980579,-0.40992453136074775,0,do_nothing,go_long,go_long,go_long,go_long,go_long,2021-09-07 14:45:00+00:00,go_long,11.26959806919496,10.982660544005247,10.6308,10.768420000000008,1,10.95884285714286,go_long,do_nothing,9.6202,0,11.290367999999994,1,go_long,10.2312,False,go_long,341552.0,go_long,9.8959
302,MASK/USDT:USDT,2022-02-06 01:30:00+00:00,first_buy,stop_loss,6.911,6.962,6.7461937328191395,6.689386250039788,6.908,0,6.939,51321.0,0,False,6.804200000000151,6.764142857142946,6.648639999999971,-22.09767882,-0.3975580466932577,0,do_nothing,go_long,go_long,go_long,go_long,go_long,2022-02-21 23:30:00+00:00,go_long,4.463077935113601,4.380111785489382,4.313,4.3028000000001345,1,4.3177142857143656,go_long,do_nothing,4.225,0,4.480679999999969,1,go_long,4.246,False,go_long,179880.0,go_long,4.312
104,EGLD/USDT:USDT,2021-09-01 00:15:00+00:00,second_buy,stop_loss,169.33,174.76,166.97014991965725,164.4812539956901,169.33,0,172.65,25758.7,0,False,170.12000000000046,168.03285714285863,163.673200000001,-19.85950622,-0.3838089700860238,0,go_short,go_short,go_short,go_short,go_short,go_short,2021-09-11 00:00:00+00:00,go_short,225.12426762492174,230.91599506187313,239.3,235.17400000000075,0,234.69285714285866,go_short,go_short,234.23,0,224.89000000000107,1,go_short,236.43,False,go_short,21102.6,go_short,238.34
127,EOS/USDT:USDT,2021-04-14 03:30:00+00:00,first_buy,stop_loss,8.013,8.112,7.866256236472448,7.706800083737319,7.992,0,8.064,2243267.0,0,False,7.9396000000000075,7.9134285714286134,7.6342399999999735,-25.40732724,-0.41415298165180686,0,go_long,go_short,go_long,go_long,go_long,go_long,2021-04-23 02:15:00+00:00,go_long,5.936264760436397,5.745939528941039,5.546,5.626800000000018,1,5.705000000000029,go_long,go_long,5.281,0,5.928799999999974,1,go_long,5.322,False,go_long,4998398.9,go_short,5.482
294,MASK/USDT:USDT,2021-09-12 16:30:00+00:00,first_buy,stop_loss,12.3169,13.0883,11.574153975710388,11.03070679689699,12.3047,0,12.786,2160200.0,0,False,11.88644000000002,11.732542857142873,11.033775999999996,-20.36026884,-0.3976992200666532,0,do_nothing,go_long,go_long,go_long,go_long,go_long,2021-09-26 07:30:00+00:00,go_long,8.385880455385077,8.282216376157567,8.2232,8.229800000000015,1,8.252014285714326,go_long,do_nothing,8.0962,0,8.348251999999992,1,go_long,8.1233,False,go_long,65156.0,go_long,8.2023
300,MASK/USDT:USDT,2022-01-20 22:15:00+00:00,first_buy,stop_loss,8.142,8.269,8.452795675959916,8.552666902936167,7.974,1,8.138,242645.0,0,False,8.322400000000169,8.415857142857229,8.655759999999972,-22.51946216,-0.394919165727016,1,do_nothing,go_long,go_long,go_long,go_long,go_long,2022-01-24 10:00:00+00:00,go_long,5.340068267288269,5.228985647695391,5.131,5.149000000000159,1,5.188714285714367,go_long,do_nothing,5.071,0,5.348519999999967,1,go_long,5.094,False,go_long,97140.0,go_long,5.095
286,LEVER/USDT:USDT,2024-04-13 20:15:00+00:00,second_buy,stop_loss,0.0024446,0.002477,0.002619822645457647,0.0027373323451848172,0.00204,1,0.0022551,1733142406.0,0,False,0.0025328400000000028,0.002593157142857172,0.0027958080000000064,-24.10503103,-0.3933123301834095,1,go_short,go_short,go_short,go_short,go_short,go_short,2024-04-22 09:30:00+00:00,go_short,0.002830277154141768,0.0028823084487461055,0.0030034999999999997,0.0029106400000000086,0,0.0028906000000000235,go_short,go_short,0.0029146,0,0.0028252560000000065,0,go_short,0.0029849,False,go_short,757948558.0,go_short,0.0029200000000000003
103,EGLD/USDT:USDT,2021-08-08 14:15:00+00:00,second_buy,stop_loss,122.74,126.25,120.26654461928437,119.24868616541212,121.57,0,124.51,38393.2,0,False,121.05000000000071,120.5857142857157,118.80920000000087,-18.45009866,-0.3706463680506387,0,go_short,go_short,go_short,go_short,go_short,go_short,2021-09-01 00:00:00+00:00,go_short,163.82775431534532,165.93744990504948,171.08,168.33400000000046,0,166.32571428571578,go_short,go_short,168.12,1,163.095200000001,0,go_short,169.43,False,go_short,10233.7,go_short,171.08
299,MASK/USDT:USDT,2021-12-03 20:15:00+00:00,first_buy,stop_loss,13.5807,13.5821,13.725902595919823,13.978900486495743,13.2,1,13.3001,175986.0,0,False,13.613580000000079,13.682628571428653,13.958483999999983,-21.60768862,-0.4056562052266094,1,do_nothing,go_long,go_long,go_long,go_long,go_long,2022-01-20 22:00:00+00:00,go_long,8.58584025517106,8.510031253407174,8.334,8.427000000000168,1,8.482285714285801,go_long,do_nothing,8.13,0,8.678719999999972,1,go_long,8.141,False,go_long,161678.0,go_long,8.334
298,MASK/USDT:USDT,2021-11-27 08:45:00+00:00,first_buy,stop_loss,21.7846,22.573900000000002,20.30618337391765,19.65978704567449,21.3891,0,22.1246,1096242.0,0,False,20.743120000000072,20.477785714285783,19.59042399999997,-17.52660543,-0.3956947351051172,0,do_nothing,go_long,go_long,go_long,go_long,go_long,2021-12-03 20:00:00+00:00,go_long,14.033204525415401,13.803321249723428,13.6826,13.726400000000078,1,13.76347142857151,go_long,do_nothing,13.5182,0,14.016963999999982,1,go_long,13.5798,False,go_long,55505.0,go_long,13.6695
14,DYDX/USDT:USDT,2022-07-08 17:45:00+00:00,first_buy,stop_loss,2.127,2.1310000000000002,2.034769722207886,1.9948757807101305,2.085,1,2.09,5579508.9,1,False,2.086599999999999,2.0557142857144153,1.971039999999938,-23.51695797,-0.3836481948086043,0,do_nothing,go_short,go_long,go_long,go_long,go_long,2022-09-18 21:00:00+00:00,go_long,1.3357746848214338,1.327129423571083,1.322,1.322199999999976,1,1.3265714285715617,go_long,do_nothing,1.312,0,1.3339599999999434,1,go_long,1.318,False,go_long,408400.8,go_short,1.32
17,DYDX/USDT:USDT,2022-11-13 06:00:00+00:00,first_buy,stop_loss,2.419,2.446,2.3089229089964,2.1963956404564104,2.373,1,2.384,7280176.8,1,False,2.3613999999999713,2.349857142857277,2.162279999999941,-24.11148861,-0.3931430223668688,0,do_nothing,go_short,go_long,go_long,go_long,go_long,2022-12-12 02:45:00+00:00,go_long,1.5734859105324033,1.5631091747800585,1.5550000000000002,1.559199999999972,1,1.5644285714287107,go_long,do_nothing,1.55,0,1.572479999999942,1,go_long,1.554,False,go_long,445820.3,go_short,1.552
79,BAKE/USDT:USDT,2023-12-26 11:00:00+00:00,first_buy,stop_loss,0.8287,0.8335,0.7472691895630863,0.7227175381711227,0.7951,0,0.8142,29480510.0,0,False,0.7840599999999864,0.7556285714285919,0.7129080000000059,-20.87083426,-0.3413553417767563,0,do_nothing,do_nothing,go_long,go_long,go_long,go_long,2023-12-31 20:30:00+00:00,go_long,0.512407706783345,0.5069906556984066,0.5058,0.5052799999999864,0,0.5049285714285916,go_long,do_nothing,0.5004000000000001,0,0.512896000000006,1,go_long,0.501,False,go_long,3451710.0,do_nothing,0.5045000000000001
284,LEVER/USDT:USDT,2024-03-04 14:00:00+00:00,second_buy,stop_loss,0.0027695999999999997,0.0030629999999999998,0.0026549913223422724,0.0025705713250170847,0.0027681999999999997,0,0.0030042,6609176366.0,0,False,0.0027473600000000047,0.0026863142857143163,0.002534904000000012,-22.35572206,-0.3647614192781484,0,go_short,go_short,go_short,go_short,go_short,go_short,2024-04-07 14:30:00+00:00,go_short,0.00400846101063502,0.004064536193413959,0.0041045,0.004100279999999992,0,0.004089000000000027,go_short,go_short,0.0040364,0,0.004006748000000007,1,go_short,0.0040567,False,go_short,968566548.0,go_short,0.0040996999999999995
268,LQTY/USDT:USDT,2024-03-09 18:45:00+00:00,first_buy,stop_loss,1.8799000000000001,1.8997000000000002,1.8541257641906157,1.8403867801466534,1.8776000000000002,0,1.8987,295872.3,0,False,1.8669799999999774,1.8551428571428605,1.8367800000000116,-26.1207104,-0.4254702136173308,0,go_long,go_short,go_long,go_long,go_long,go_long,2024-04-12 18:30:00+00:00,go_long,1.3651001227297994,1.3280329448687704,1.2936,1.2872999999999657,1,1.3114000000000028,go_long,go_long,1.2650000000000001,1,1.3705160000000136,1,go_long,1.2752,False,go_long,499218.2,go_short,1.2931
269,LQTY/USDT:USDT,2024-04-12 18:45:00+00:00,first_buy,stop_loss,1.275,1.278,1.299597107196652,1.348663076601666,1.0315,1,1.1432,6219386.5,0,False,1.2584599999999657,1.2787000000000028,1.3586880000000139,-25.23375727,-0.41136074940958295,1,go_long,go_short,go_long,go_long,go_long,go_long,2024-07-05 00:30:00+00:00,go_long,0.7544546919755806,0.7400192882341059,0.7209,0.7234799999999733,1,0.7321000000000054,go_long,go_long,0.7109000000000001,0,0.7592680000000144,1,go_long,0.7128,False,go_long,185601.3,go_short,0.7111000000000001
139,EOS/USDT:USDT,2021-12-08 14:15:00+00:00,first_buy,stop_loss,3.778,3.888,3.6749746025333203,3.609826452056751,3.737,0,3.8369999999999997,11633562.8,0,False,3.7122000000000073,3.6877142857142444,3.643159999999988,-24.61455158,-0.4029542643472855,0,go_long,go_short,go_long,go_long,go_long,go_long,2022-01-21 21:45:00+00:00,go_long,2.518324684130537,2.5092898881929013,2.529,2.5100000000000025,0,2.506428571428511,go_long,go_long,2.419,0,2.5226399999999845,1,go_long,2.423,False,go_long,6182841.1,go_short,2.521
20,DYDX/USDT:USDT,2023-01-31 16:30:00+00:00,first_buy,stop_loss,2.852,2.966,2.6953087868876517,2.576862061519341,2.819,0,2.892,14858903.2,0,False,2.807399999999975,2.7674285714287152,2.510879999999939,-24.87483679,-0.4053143806466245,0,do_nothing,go_short,go_long,go_long,go_long,go_long,2023-03-11 15:45:00+00:00,go_long,1.815903152522821,1.7953000164797075,1.787,1.790999999999984,1,1.7921428571430027,go_long,do_nothing,1.771,0,1.8088399999999447,1,go_long,1.778,False,go_long,1153551.9,go_short,1.787
99,EGLD/USDT:USDT,2021-05-19 13:30:00+00:00,second_buy,stop_loss,72.744,82.139,99.04138407262153,111.5803399345981,64.548,1,71.795,4274.2,0,False,87.1208000000004,94.3445714285722,116.35540000000029,-24.0439192,-0.3957873519527447,1,go_short,go_short,go_short,go_short,go_short,go_short,2021-05-19 15:45:00+00:00,go_short,104.20800563237682,98.2130982079252,104.377,100.0450000000004,0,98.11871428571507,go_short,go_short,97.966,0,104.72208000000029,0,go_short,103.843,False,go_short,70653.8,go_short,98.695
137,EOS/USDT:USDT,2021-09-21 00:30:00+00:00,first_buy,stop_loss,4.074,4.112,4.161092379253446,4.213565481452569,3.829,1,3.982,12012286.7,0,False,4.114400000000009,4.1409999999999885,4.208759999999994,-27.0639802,-0.4408954460126292,1,go_long,go_short,go_long,go_long,go_long,go_long,2021-12-04 05:15:00+00:00,go_long,3.646012014921633,3.537855253543052,3.347,3.4636000000000116,1,3.508571428571384,go_long,go_long,2.982,0,3.6777599999999877,1,go_long,3.157,False,go_long,19096630.1,go_short,3.3
274,LEVER/USDT:USDT,2023-06-10 04:45:00+00:00,second_buy,stop_loss,0.001049,0.001101,0.0012126952907107918,0.0012620442218735464,0.001034,1,0.0010739999999999999,750065714.0,0,False,0.0011742000000000002,0.0011998571428571566,0.0012813200000000012,-23.15011753,-0.3777236876091497,1,go_short,go_short,go_short,go_short,go_short,go_short,2023-08-14 07:15:00+00:00,go_short,0.001415276756956933,0.0014222712661167288,0.001455,0.0014260000000000015,0,0.0014242857142857366,go_short,go_short,0.0014249999999999998,0,0.0014160000000000008,0,go_short,0.001447,False,go_short,930315074.0,go_short,0.0014249999999999998
101,EGLD/USDT:USDT,2021-06-22 11:45:00+00:00,second_buy,stop_loss,62.69,63.24,64.44171906374409,66.01610131732467,62.5,0,63.04,4151.0,0,False,63.90600000000037,63.76428571428666,66.41040000000035,-22.51007098,-0.3972112677134976,0,go_short,go_short,go_short,go_short,go_short,go_short,2021-06-29 19:45:00+00:00,go_short,85.41740128000087,86.17423558102233,87.51,86.38600000000022,0,86.11142857142956,go_short,go_short,86.7,0,85.6516000000004,0,go_short,86.8,False,go_short,6772.8,go_short,87.51
136,EOS/USDT:USDT,2021-09-06 11:15:00+00:00,first_buy,stop_loss,6.397,6.41,6.338601874600467,6.29595471391104,6.354,1,6.362,1963477.5,0,False,6.364600000000017,6.361285714285706,6.289479999999994,-24.38148856,-0.3987429185095381,0,go_long,go_short,go_long,go_long,go_long,go_long,2021-09-21 00:15:00+00:00,go_long,4.232090719968775,4.1936546300268,4.204,4.15820000000001,1,4.182285714285703,go_long,go_long,4.045,0,4.220239999999993,1,go_long,4.074,False,go_long,4155928.4,go_short,4.201
277,LEVER/USDT:USDT,2023-08-22 09:30:00+00:00,second_buy,stop_loss,0.0014759999999999999,0.0015119999999999999,0.001379433058463324,0.0013459754837261636,0.0014659999999999999,0,0.001487,13480479647.0,0,False,0.0014127999999999992,0.0013955714285714487,0.001332800000000001,-24.92087612,-0.40662043862641933,0,go_short,go_short,go_short,go_short,go_short,go_short,2023-09-28 01:30:00+00:00,go_short,0.0019330126077765303,0.0019718073511741266,0.002057,0.0020071999999999998,0,0.0019910000000000192,go_short,go_short,0.002015,0,0.0019229200000000024,0,go_short,0.002052,False,go_short,1206745507.0,go_short,0.002015
278,LEVER/USDT:USDT,2023-09-28 01:45:00+00:00,second_buy,stop_loss,0.002051,0.002098,0.001990913912531953,0.0019450857479412318,0.002041,0,0.0020959999999999998,1871927578.0,0,False,0.002032199999999999,0.002017000000000019,0.0019315600000000025,-24.19073312,-0.394702194690198,0,go_short,go_short,go_short,go_short,go_short,go_short,2023-10-01 15:30:00+00:00,go_short,0.0027446602680345146,0.0027912995789469196,0.002911,0.0028179999999999985,0,0.0028077142857143044,go_short,go_short,0.002812,0,0.002752200000000003,0,go_short,0.002868,False,go_short,5204998368.0,go_short,0.002836
280,LEVER/USDT:USDT,2023-10-04 13:30:00+00:00,second_buy,stop_loss,0.00175,0.001764,0.0018538075337099986,0.0019369029148814912,0.001723,1,0.001741,9120235067.0,0,False,0.0017916000000000004,0.0018130000000000225,0.001963360000000006,-22.46897268,-0.36661049058033984,1,go_short,go_short,go_short,go_short,go_short,go_short,2023-12-26 21:45:00+00:00,go_short,0.0020971103265684187,0.0021845970985884962,0.0022789999999999998,0.0022151999999999996,0,0.0022102857142857436,go_short,go_short,0.0022129999999999997,0,0.00209424000000001,0,go_short,0.0022689999999999997,False,go_short,1355333394.0,go_short,0.002216
134,EOS/USDT:USDT,2021-05-27 12:45:00+00:00,first_buy,stop_loss,7.384,7.671,7.080733025269576,6.869519294974227,7.356,0,7.374,11008452.7,1,False,7.240600000000003,7.16114285714289,6.82979999999999,-24.45868731,-0.3991709709118735,0,go_long,go_short,go_long,go_long,go_long,go_long,2021-06-18 18:15:00+00:00,go_long,4.673594251210005,4.624858996470709,4.61,4.598200000000025,1,4.6168571428571585,go_long,go_long,4.55,0,4.679760000000001,1,go_long,4.552,False,go_long,1119038.7,go_short,4.586
282,LEVER/USDT:USDT,2024-01-03 12:30:00+00:00,second_buy,stop_loss,0.001432,0.001503,0.0016601364649372116,0.0016958016027400146,0.001431,1,0.001493,1820244655.0,0,False,0.0016192000000000001,0.0016558571428571674,0.001716720000000011,-22.79426331,-0.3719234436405185,1,go_short,go_short,go_short,go_short,go_short,go_short,2024-02-23 07:15:00+00:00,go_short,0.0018176708506603566,0.0018260005981230011,0.0018700000000000001,0.001828140000000001,0,0.0018267285714285931,go_short,go_short,0.0018256,0,0.0018161200000000122,0,go_short,0.0018637999999999999,False,go_short,686628962.0,go_short,0.0018300000000000002
105,EGLD/USDT:USDT,2021-09-11 00:15:00+00:00,second_buy,stop_loss,236.22,243.44,232.03045736004648,226.08987743048309,236.22,1,238.16,42915.2,1,False,236.74400000000077,235.25857142857294,225.72560000000104,-16.25614141,-0.3415847395739499,0,go_short,go_short,go_short,go_short,go_short,go_short,2021-11-10 08:45:00+00:00,go_short,320.53020031670667,322.75404130062515,329.0,324.5840000000008,0,324.0142857142868,go_short,go_short,325.76,0,319.0916000000016,0,go_short,328.81,False,go_short,9649.4,go_short,326.3
283,LEVER/USDT:USDT,2024-02-23 07:30:00+00:00,second_buy,stop_loss,0.0018640999999999998,0.0021573,0.0018718312753348472,0.001840354491352182,0.0018635,0,0.0021238999999999997,6874730262.0,0,False,0.001885640000000001,0.0018696285714285932,0.0018290360000000122,-23.28788413,-0.3799776973057976,0,go_short,go_short,go_short,go_short,go_short,go_short,2024-03-04 13:45:00+00:00,go_short,0.0025358810310184515,0.002591498835495413,0.0027711,0.0026570200000000043,0,0.002612500000000031,go_short,go_short,0.0026303,0,0.002513792000000011,0,go_short,0.0027684,False,go_short,709544400.0,go_short,0.00266
276,LEVER/USDT:USDT,2023-08-17 22:00:00+00:00,second_buy,stop_loss,0.000856,0.0010919999999999999,0.0011409369719426023,0.0011733429209782058,0.0008309999999999999,1,0.001068,8026992499.0,0,False,0.0011076000000000016,0.001136000000000023,0.0011885999999999993,-24.78837075,-0.4044593234743649,1,go_short,go_short,go_short,go_short,go_short,go_short,2023-08-22 09:15:00+00:00,go_short,0.0013346935224242567,0.001359875432729383,0.0014900000000000002,0.001386999999999999,0,0.0013758571428571628,go_short,go_short,0.001369,0,0.0013265200000000007,0,go_short,0.001475,False,go_short,21907321663.0,go_short,0.0013700000000000001
304,MASK/USDT:USDT,2022-03-29 01:45:00+00:00,first_buy,stop_loss,5.938,5.97,5.660326718762475,5.644872602942675,5.827,0,5.8469999999999995,463652.0,0,False,5.735800000000138,5.649428571428644,5.6453599999999735,-23.50389926,-0.4017180297888596,0,do_nothing,go_long,go_long,go_long,go_long,go_long,2022-05-07 21:45:00+00:00,go_long,3.6452394414260616,3.6354142159368905,3.625,3.6210000000001292,1,3.6311428571429296,go_long,do_nothing,3.604,0,3.647039999999973,1,go_long,3.61,False,go_long,60313.0,go_long,3.616
10,DYDX/USDT:USDT,2022-05-10 22:00:00+00:00,first_buy,stop_loss,2.628,2.648,2.7403809576559732,2.8252076269967565,2.553,1,2.5789999999999997,1730406.5,0,False,2.669200000000008,2.70957142857156,2.843399999999936,-24.08785843,-0.3936991022157975,1,do_nothing,go_short,go_long,go_long,go_long,go_long,2022-05-11 12:45:00+00:00,go_long,2.3153362547900245,2.2190663192219073,2.2,2.1590000000000074,1,2.182714285714416,go_long,do_nothing,2.01,0,2.296439999999936,1,go_long,2.037,False,go_long,5534747.2,go_short,2.2
306,MASK/USDT:USDT,2022-05-11 12:45:00+00:00,first_buy,stop_loss,2.436,2.438,2.489092787851564,2.5601838575677927,2.1390000000000002,1,2.202,1203812.0,0,False,2.4146000000001213,2.4627142857143554,2.5489199999999728,-23.46233133,-0.39405679860060255,1,do_nothing,go_long,go_long,go_long,go_long,go_long,2022-05-12 07:00:00+00:00,go_long,1.5453605249588667,1.4590041772407576,1.4809999999999999,1.4282000000001207,1,1.4290000000000698,go_long,do_nothing,1.399,0,1.5607599999999728,1,go_long,1.404,False,go_long,412309.0,go_long,1.443
331,NEO/USDT:USDT,2021-05-19 13:00:00+00:00,second_buy,stop_loss,55.475,58.681,66.45250495411871,71.79801945770899,39.546,1,48.992,299508.39,0,False,61.91780000000008,63.929857142856704,73.69824000000035,-24.83387489,-0.4052448730264274,1,go_short,go_short,go_short,go_short,go_short,go_short,2021-05-20 13:00:00+00:00,go_short,62.950123459632515,64.41279009260408,67.328,65.5114000000001,0,64.80828571428528,go_short,go_short,66.291,0,63.04768000000031,0,go_short,67.015,False,go_short,42724.96,go_short,67.203
