,open (entry),high (entry),ema-26 (entry),ema-12 (entry),low (entry),mean-grad-hist (entry),close (entry),volume (entry),sma-25 (entry),long_jcrosk (entry),short_kdj (entry),imit-enter-short (entry),sma-05 (entry),sma-07 (entry),imit-exit-short (entry),nlp-enter-long (entry),nlp-enter-short (entry),profit_abs,enter_reason,exit_reason,action,nlp-exit-short (entry)
49,0.46197,0.46523,0.4505665136121113,0.4400653401709316,0.45713,1,0.45767,21376.0,0.4369067999999925,0,0,go_short,0.4578499999999945,0.4554585714285707,go_short,go_short,go_short,0.79557975,second_buy,trailing_stop_loss,go_short,go_short
50,459.2,459.2,461.9488357293306,463.4550594011537,457.3,1,457.35,91318.0,464.1459999999999,0,0,go_long,459.8300000000007,460.7714285714456,go_long,go_long,go_long,-0.85669816,first_buy,trailing_stop_loss,go_long,go_long
51,605.0,606.2,608.2275576509012,610.5188029341056,596.2,1,598.55,102395.0,610.9420000000002,0,0,go_long,606.5100000000041,608.2857142857238,go_long,go_long,go_long,-0.1484304,first_buy,trailing_stop_loss,go_long,go_long
52,590.4,590.4,592.5772225917505,594.7155708356205,580.25,1,585.6,230316.0,595.9340000000002,0,0,go_long,591.1900000000022,592.2642857142993,go_long,go_long,go_long,-0.6936274,first_buy,trailing_stop_loss,go_long,go_long
53,426.95,427.2,428.5997704526537,429.2863193742868,424.25,1,426.3,31921.0,429.95399999999904,0,0,go_long,427.3800000000031,428.0357142857312,go_long,go_long,go_long,-3.0883836,first_buy,trailing_stop_loss,go_long,go_long
54,115.1,121.3,113.7380174136604,111.88172850108458,114.8,0,120.45,665554.0,110.95599999999811,0,0,go_long,116.00000000000162,114.39285714287529,go_long,go_long,go_long,0.1481648,first_buy,trailing_stop_loss,go_long,go_long
55,109.15,109.25,112.20583292284655,112.73493306348136,104.95,1,106.9,1019177.0,112.88799999999816,0,0,go_long,111.0200000000015,112.36428571430382,go_long,go_long,go_long,-0.1034096,first_buy,trailing_stop_loss,go_long,go_long
56,108.5,108.5,109.15594069250363,109.99226167314472,105.45,1,106.6,530849.0,110.1499999999982,0,0,go_long,108.35000000000092,108.82857142858953,go_long,go_long,go_long,-0.0098552,first_buy,trailing_stop_loss,go_long,go_long
57,119.8,119.8,120.03080983560986,121.74865172669269,117.1,1,117.4,95417.0,120.93199999999815,0,0,go_long,119.4400000000015,119.77857142858954,go_long,go_long,go_long,-0.8150226,first_buy,trailing_stop_loss,go_long,go_long
58,126.1,126.2,126.99792082295384,127.98597390118762,121.55,1,123.9,198203.0,128.25799999999816,0,0,go_long,126.20000000000108,126.80714285716104,go_long,go_long,go_long,-0.9341213,first_buy,trailing_stop_loss,go_long,go_long
59,111.75,112.25,113.67421122182805,114.99194879098164,109.75,1,111.0,223260.0,115.70199999999816,0,0,go_long,112.40000000000056,112.85714285716112,go_long,go_long,go_long,1.3355076,first_buy,trailing_stop_loss,go_long,go_long
