,pair,open_date,open (entry),high (entry),ema-26 (entry),ema-12 (entry),low (entry),mean-grad-hist (entry),close (entry),volume (entry),sma-25 (entry),long_jcrosk (entry),short_kdj (entry),sma-05 (entry),sma-07 (entry),profit_abs,enter_reason,long-small-rl (entry),short-small-rl (entry),long-large-rl (entry),short-large-rl (entry),long-bid-rl (entry),short-bid-rl (entry),exit_reason,action
159,1INCH/USDT:USDT,2023-06-10 04:30:00+00:00,0.3085,0.3085,0.3022563771782844,0.3105705795970721,0.2335,1,0.2485,12339335.5,0.3140600000000075,0,0,0.2965000000000156,0.3009285714285687,43.7220804,first_buy,go_long,go_long,go_short,go_long,go_short,do_nothing,roi,go_long
160,BAL/USDT:USDT,2023-09-02 04:15:00+00:00,3.365,3.365,3.3634582115925764,3.3653581123966587,3.365,0,3.365,3.5700000000000003,3.365399999999994,0,0,3.361999999999817,3.3607142857142795,2.03321327,second_buy,go_short,go_long,do_nothing,go_long,do_nothing,go_long,roi,go_short
161,BAL/USDT:USDT,2023-09-10 06:15:00+00:00,3.315,3.325,3.316822783227904,3.333353513568305,3.315,0,3.325,431.87,3.3301999999999943,0,0,3.314999999999801,3.3078571428571277,7.90266889,second_buy,go_short,go_long,do_nothing,go_long,do_nothing,go_long,roi,go_short
162,BAL/USDT:USDT,2023-08-25 21:45:00+00:00,3.48,3.48,3.483052086133351,3.478867510539702,3.48,1,3.48,2.79,3.480199999999994,0,0,3.4819999999998203,3.483571428571424,7.54499843,second_buy,go_short,go_long,do_nothing,go_long,do_nothing,go_long,roi,go_short
163,BAL/USDT:USDT,2023-09-21 21:45:00+00:00,3.14,3.14,3.13597892245191,3.1409171309770048,3.125,1,3.13,79.93,3.1377999999999964,1,0,3.1349999999997875,3.134999999999984,5.56582138,second_buy,go_short,go_long,do_nothing,go_long,do_nothing,go_long,roi,go_short
164,1INCH/USDT:USDT,2022-10-13 10:45:00+00:00,0.5415,0.5465,0.5483500452183068,0.5517881950574747,0.534,1,0.5455,739741.8,0.5517000000000084,0,0,0.5466000000000089,0.5478571428571491,8.86415461,first_buy,go_long,go_long,go_short,go_long,go_short,do_nothing,roi,go_long
165,BAND/USDT:USDT,2022-10-11 00:15:00+00:00,1.116,1.116,1.1282927603811648,1.1431896707473457,1.079,1,1.093,129032.3,1.1469600000000015,0,0,1.118800000000006,1.121428571428538,5.90633499,first_buy,go_long,go_long,go_long,go_short,go_short,do_nothing,roi,go_long
166,BAL/USDT:USDT,2023-09-12 22:15:00+00:00,3.21,3.21,3.2001568134472644,3.199990582837723,3.185,1,3.19,95.94,3.196599999999996,1,0,3.2049999999998087,3.2028571428571264,2.66707333,second_buy,go_short,go_long,do_nothing,go_long,do_nothing,go_long,roi,go_short
167,BCH/USDT:USDT,2022-11-23 00:15:00+00:00,109.2,110.75,108.53884777499763,108.08823956773954,109.1,0,109.65,4040.57,107.86600000000249,1,0,109.12999999999332,108.79285714285548,13.26898528,second_buy,do_nothing,do_nothing,go_short,go_long,do_nothing,go_long,roi,go_short
168,BAL/USDT:USDT,2022-12-17 10:45:00+00:00,5.47,5.48,5.466578736336011,5.4562753536631385,5.46,1,5.465,296.68,5.445800000000014,0,0,5.466999999999922,5.471428571428622,1.29809718,second_buy,go_short,go_long,do_nothing,go_long,do_nothing,go_long,roi,go_short
169,BAL/USDT:USDT,2023-11-09 16:15:00+00:00,3.893,3.918,3.814498610983613,3.806904613011009,2.965,1,3.64,309248.15,3.790999999999992,0,0,3.843599999999751,3.847571428571432,1.25406038,second_buy,go_short,go_long,do_nothing,go_long,do_nothing,go_long,roi,go_short
170,BAL/USDT:USDT,2023-10-12 04:00:00+00:00,3.06,3.06,3.0570121173833837,3.057542204410218,3.055,0,3.06,16.71,3.062799999999997,0,0,3.0589999999997564,3.0557142857142794,7.67626083,second_buy,go_short,go_long,do_nothing,go_long,do_nothing,go_long,roi,go_short
171,BCH/USDT:USDT,2021-12-04 05:30:00+00:00,458.85,466.75,482.1969115317861,504.7925987511868,341.35,1,358.8,19367.4,512.0680000000018,0,0,466.1899999999896,479.54999999999615,-91.95690494,second_buy,do_nothing,do_nothing,go_short,go_long,do_nothing,go_long,stop_loss,do_nothing
172,GMX/USDT:USDT,2024-01-03 12:15:00+00:00,60.35,60.35,59.99981118132309,61.25130727451669,42.295,1,49.27,107971.23,62.01399999999994,0,0,58.65799999999975,59.82071428571453,-0.56568345,second_buy,go_short,go_short,do_nothing,go_long,do_nothing,go_long,trailing_stop_loss,do_nothing
173,GMX/USDT:USDT,2023-02-04 04:00:00+00:00,74.065,76.31,73.7772824025402,72.73587024953244,73.835,0,75.74,12583.04,72.34420000000011,0,0,74.57599999999972,74.10428571428575,-11.65672616,second_buy,go_short,go_short,do_nothing,go_long,do_nothing,go_long,trailing_stop_loss,do_nothing
174,IOST/USDT:USDT,2022-02-12 06:45:00+00:00,0.02629,0.02633,0.0265225780049835,0.0267104625867006,0.02576,1,0.02584,9763880.0,0.0266975999999998,0,0,0.0264160000000004,0.0265042857142855,60.83345147,first_buy,go_long,go_short,do_nothing,go_short,go_short,go_short,trailing_stop_loss,go_long
175,ARB/USDT:USDT,2023-10-26 07:45:00+00:00,0.9815,0.9954,0.9673174290227065,0.9545318223788136,0.978,0,0.9883,3085624.2,0.953296,0,0,0.9759999999999912,0.9685428571428448,-47.93047648,second_buy,go_long,go_long,do_nothing,do_nothing,do_nothing,go_long,trailing_stop_loss,do_nothing
176,GMX/USDT:USDT,2023-02-15 19:45:00+00:00,79.72,80.395,78.72240271252849,77.88038848665262,79.625,0,80.39,4865.04,77.82920000000009,0,0,79.21899999999964,78.92571428571432,37.03176921,second_buy,go_short,go_short,do_nothing,go_long,do_nothing,go_long,trailing_stop_loss,go_short
177,GMX/USDT:USDT,2023-03-12 23:30:00+00:00,66.975,67.82,65.60102557104601,64.09548097721988,66.73,0,67.77,3033.7,63.88980000000017,0,0,66.96899999999948,66.30571428571447,-55.84731817,second_buy,go_short,go_short,do_nothing,go_long,do_nothing,go_long,trailing_stop_loss,do_nothing
178,GMX/USDT:USDT,2023-04-14 01:45:00+00:00,84.32,85.675,82.93943960856006,82.05769287434286,84.295,0,85.575,4375.21,81.6456,1,0,84.20999999999941,83.38214285714277,90.08228501,second_buy,go_short,go_short,do_nothing,go_long,do_nothing,go_long,trailing_stop_loss,go_short
179,GMX/USDT:USDT,2023-06-21 00:30:00+00:00,51.52,51.875,51.11260669554381,50.75168742136908,51.445,0,51.685,2187.42,50.59719999999986,0,0,51.47499999999938,51.32428571428572,71.69003785,second_buy,go_short,go_short,do_nothing,go_long,do_nothing,go_long,trailing_stop_loss,go_short
180,GMX/USDT:USDT,2023-08-17 21:45:00+00:00,38.275,38.295,37.24866269065091,38.31982657425922,28.235,1,28.715,102803.78,38.65299999999986,1,0,36.52099999999952,37.247857142857264,-73.96240383,second_buy,go_short,go_short,do_nothing,go_long,do_nothing,go_long,trailing_stop_loss,do_nothing
181,IOST/USDT:USDT,2021-10-12 10:00:00+00:00,0.05144,0.05162,0.0518000631428126,0.0519389031339031,0.051,0,0.05118,835559.0,0.0519999999999999,0,0,0.0516,0.0518042857142857,-67.65663014,first_buy,go_long,go_short,do_nothing,go_short,go_short,go_short,trailing_stop_loss,do_nothing
182,GMX/USDT:USDT,2023-10-26 02:30:00+00:00,43.635,44.905,43.306798615530255,42.85348247043073,43.625,0,44.885,10195.08,42.68999999999992,0,0,43.67799999999964,43.447142857143135,-30.82509667,second_buy,go_short,go_short,do_nothing,go_long,do_nothing,go_long,trailing_stop_loss,do_nothing
183,GMX/USDT:USDT,2023-12-29 14:30:00+00:00,52.525,53.725,52.33982965951464,51.887296567762895,52.5,0,53.6,14990.56,51.783399999999965,0,0,52.5499999999998,52.45500000000017,-16.00604214,second_buy,go_short,go_short,do_nothing,go_long,do_nothing,go_long,trailing_stop_loss,do_nothing
184,IOST/USDT:USDT,2021-12-29 12:30:00+00:00,0.03226,0.03233,0.0327082421426619,0.0328000567475365,0.03191,1,0.03215,2806686.0,0.0327987999999998,0,0,0.0326200000000003,0.0327099999999999,-44.43980037,first_buy,go_long,go_short,do_nothing,go_short,go_short,go_short,trailing_stop_loss,do_nothing
185,IOST/USDT:USDT,2021-11-16 10:15:00+00:00,0.04553,0.04559,0.0454787772343829,0.0459848584591209,0.04172,1,0.04212,79127968.0,0.0460715999999999,0,0,0.0451780000000001,0.0455571428571428,-59.34757764,first_buy,go_long,go_short,do_nothing,go_short,go_short,go_short,trailing_stop_loss,do_nothing
186,GMX/USDT:USDT,2023-09-29 00:15:00+00:00,37.88,38.09,37.75923326493624,37.60642364738312,37.825,0,38.03,1710.64,37.59999999999985,0,0,37.86999999999959,37.82642857142883,-35.78985033,second_buy,go_short,go_short,do_nothing,go_long,do_nothing,go_long,trailing_stop_loss,do_nothing
187,BCH/USDT:USDT,2023-02-21 02:00:00+00:00,151.1,154.55,147.3486186341191,145.95238394586843,150.75,0,150.85,12140.31,145.14400000000242,1,0,148.8799999999943,147.99285714285523,19.75489852,second_buy,do_nothing,do_nothing,go_short,go_long,do_nothing,go_long,trailing_stop_loss,go_short
188,IOST/USDT:USDT,2022-04-06 09:00:00+00:00,0.03382,0.03383,0.0338758480991868,0.0339368399995741,0.03382,1,0.03383,12693.0,0.0338435999999998,0,0,0.0337960000000004,0.0338642857142855,-95.29845212,first_buy,go_long,go_short,do_nothing,go_short,go_short,go_short,trailing_stop_loss,do_nothing
189,MANA/USDT:USDT,2021-11-18 11:45:00+00:00,3.625,3.753,3.604845445682208,3.5595013038267616,3.5925,0,3.734,782148.3,3.57798,0,0,3.6271999999999993,3.606142857142849,-52.7364242,second_buy,go_long,do_nothing,go_long,go_short,do_nothing,go_long,trailing_stop_loss,do_nothing
190,MANA/USDT:USDT,2021-11-12 03:30:00+00:00,2.968,3.144,2.890457392232981,2.808500281695917,2.9675,0,3.139,1558998.0,2.7883,0,0,2.9617000000000004,2.917714285714287,-41.38518912,second_buy,go_long,do_nothing,go_long,go_short,do_nothing,go_long,trailing_stop_loss,do_nothing
191,MANA/USDT:USDT,2021-11-08 13:30:00+00:00,2.729,2.762,2.7223089701729237,2.713787037037037,2.714,0,2.733,72862.4,2.7146400000000006,1,0,2.7224000000000013,2.723714285714286,-18.01770395,second_buy,go_long,do_nothing,go_long,go_short,do_nothing,go_long,trailing_stop_loss,do_nothing
192,ARB/USDT:USDT,2023-05-29 00:30:00+00:00,1.2509,1.2691,1.243493459087803,1.229965087797808,1.2484,0,1.262,2428859.6,1.2268720000000022,0,0,1.249959999999995,1.2496999999999958,15.82263365,second_buy,go_long,go_long,do_nothing,do_nothing,do_nothing,go_long,trailing_stop_loss,go_short
193,IOST/USDT:USDT,2023-11-09 16:15:00+00:00,0.0093829999999999,0.009436,0.0093249415351718,0.009365831029661,0.007988,1,0.008719,105392811.0,0.0093785599999997,0,0,0.0093080000000007,0.0093745714285709,72.91343949,first_buy,go_long,go_short,do_nothing,go_short,go_short,go_short,trailing_stop_loss,go_long
194,IOST/USDT:USDT,2023-10-04 00:45:00+00:00,0.0069889999999999,0.006997,0.0070813409426016,0.0071300100969246,0.0068109999999999,1,0.006901,70541992.0,0.0071445999999998,0,0,0.0070390000000007,0.0070707142857138,37.35313243,first_buy,go_long,go_short,do_nothing,go_short,go_short,go_short,trailing_stop_loss,go_long
195,IOST/USDT:USDT,2023-08-15 19:15:00+00:00,0.008296,0.008303,0.0082632556099475,0.0082913916682886,0.0075759999999999,1,0.00798,101206597.0,0.0082939199999997,0,0,0.0082442000000006,0.0082711428571424,-30.14110377,first_buy,go_long,go_short,do_nothing,go_short,go_short,go_short,trailing_stop_loss,do_nothing
196,IOST/USDT:USDT,2023-06-20 08:00:00+00:00,0.007417,0.007422,0.0074285328286825,0.0074503738024621,0.0074119999999999,0,0.0074129999999999,81220.0,0.0074519999999998,1,0,0.0074156000000007,0.0074168571428567,11.4792698,first_buy,go_long,go_short,do_nothing,go_short,go_short,go_short,trailing_stop_loss,go_long
197,ARB/USDT:USDT,2023-06-27 01:45:00+00:00,1.1747,1.1948,1.1554343438585697,1.148326551606425,1.1733,0,1.1886,4459768.1,1.1460000000000017,0,0,1.162639999999997,1.157342857142854,51.26791231,second_buy,go_long,go_long,do_nothing,do_nothing,do_nothing,go_long,trailing_stop_loss,go_short
198,IOST/USDT:USDT,2023-05-08 18:15:00+00:00,0.0092439999999999,0.009307,0.009461508431528,0.0095470272422191,0.008994,1,0.00917,196614631.0,0.0095903599999998,0,0,0.0093824000000006,0.0094301428571425,-53.47978593,first_buy,go_long,go_short,do_nothing,go_short,go_short,go_short,trailing_stop_loss,do_nothing
199,IOST/USDT:USDT,2023-03-27 20:15:00+00:00,0.0097419999999999,0.009783,0.0098075258401777,0.0099379767978052,0.009712,0,0.009767,4831250.0,0.0099190399999998,0,0,0.0097748000000005,0.0097849999999996,-18.00526929,first_buy,go_long,go_short,do_nothing,go_short,go_short,go_short,trailing_stop_loss,do_nothing
200,IOST/USDT:USDT,2023-02-13 08:30:00+00:00,0.010085,0.0100959999999999,0.0101064621199647,0.0101539994089503,0.00989,1,0.00989,4864537.0,0.0101350399999998,0,0,0.0100852000000005,0.0101012857142854,-7.24500496,first_buy,go_long,go_short,do_nothing,go_short,go_short,go_short,trailing_stop_loss,do_nothing
201,IOST/USDT:USDT,2022-12-16 22:45:00+00:00,0.00768,0.00768,0.0076515538666121,0.0076937005617754,0.00718,1,0.00735,29906318.0,0.0076963999999998,0,0,0.0076200000000005,0.0076499999999997,77.18135193,first_buy,go_long,go_short,do_nothing,go_short,go_short,go_short,trailing_stop_loss,go_long
202,IOST/USDT:USDT,2022-11-08 18:30:00+00:00,0.01064,0.01065,0.0108532801038731,0.0108878292234614,0.01015,1,0.0105,69740911.0,0.0108771999999998,0,0,0.0107680000000005,0.0108642857142854,-72.10025469,first_buy,go_long,go_short,do_nothing,go_short,go_short,go_short,trailing_stop_loss,do_nothing
203,IOST/USDT:USDT,2022-09-06 17:15:00+00:00,0.01302,0.01302,0.0129147621635256,0.0129868617291776,0.01228,1,0.01233,43963034.0,0.0130211999999998,1,0,0.0128800000000005,0.0129285714285711,-40.83785812,first_buy,go_long,go_short,do_nothing,go_short,go_short,go_short,trailing_stop_loss,do_nothing
204,IOST/USDT:USDT,2022-07-26 00:00:00+00:00,0.01296,0.01296,0.0129808547703148,0.0130362639183505,0.01269,1,0.01272,11656556.0,0.0130555999999998,0,0,0.0129340000000005,0.012955714285714,-4.89897213,first_buy,go_long,go_short,do_nothing,go_short,go_short,go_short,trailing_stop_loss,do_nothing
205,GMX/USDT:USDT,2023-01-29 13:30:00+00:00,59.775,61.02,59.02267251626663,58.19931554144394,59.715,0,60.785,8968.18,57.88500000000015,0,0,59.536999999999765,59.32428571428567,-51.82073025,second_buy,go_short,go_short,do_nothing,go_long,do_nothing,go_long,trailing_stop_loss,do_nothing
206,IOST/USDT:USDT,2022-06-13 01:00:00+00:00,0.01421,0.01423,0.0143904469456946,0.0146148808853737,0.01386,1,0.01388,11448391.0,0.0147179999999998,0,0,0.0141900000000005,0.0142628571428568,-16.84499047,first_buy,go_long,go_short,do_nothing,go_short,go_short,go_short,trailing_stop_loss,do_nothing
207,IOST/USDT:USDT,2022-05-09 10:30:00+00:00,0.02028,0.02032,0.0204043113282616,0.0205572153895851,0.01984,1,0.02001,15378311.0,0.0205327999999998,0,0,0.0203380000000004,0.0204128571428568,-67.27414267,first_buy,go_long,go_short,do_nothing,go_short,go_short,go_short,trailing_stop_loss,do_nothing
208,ARB/USDT:USDT,2023-10-01 05:30:00+00:00,0.9258,0.946,0.92276847498063,0.9188236244161296,0.9239,0,0.936,3470311.0,0.9163439999999988,0,0,0.9255399999999934,0.9249428571428449,-12.15955096,second_buy,go_long,go_long,do_nothing,do_nothing,do_nothing,go_long,trailing_stop_loss,do_nothing
209,GMX/USDT:USDT,2023-01-13 22:00:00+00:00,47.995,48.505,47.63187289432111,47.25910394897608,47.995,0,48.505,2415.24,47.12940000000013,0,0,47.92999999999989,47.80714285714272,-52.21967536,second_buy,go_short,go_short,do_nothing,go_long,do_nothing,go_long,trailing_stop_loss,do_nothing
210,GMX/USDT:USDT,2022-11-12 13:15:00+00:00,38.67,39.5,37.861414356701246,37.294664325682135,37.81,0,38.8,5091.83,37.197599999999845,0,0,38.22499999999991,38.05142857142869,-62.72476599,second_buy,go_short,go_short,do_nothing,go_long,do_nothing,go_long,trailing_stop_loss,do_nothing
211,MANA/USDT:USDT,2021-11-24 10:00:00+00:00,4.546,4.7665,4.507915843246677,4.416977358081818,4.5275,0,4.7665,1091194.5,4.41,0,0,4.556000000000002,4.527214285714273,69.54613997,second_buy,go_long,do_nothing,go_long,go_short,do_nothing,go_long,trailing_stop_loss,go_short
212,ENS/USDT:USDT,2022-12-16 09:15:00+00:00,12.75,12.75,12.90152728966168,12.958730127029837,12.29,1,12.39,99129.4,12.994799999999874,0,0,12.835999999999938,12.90428571428617,36.07722217,first_buy,go_long,go_long,do_nothing,do_nothing,go_short,go_short,trailing_stop_loss,go_long
213,ENS/USDT:USDT,2022-10-21 00:30:00+00:00,17.28,17.28,17.25770596537434,17.42369661397887,16.85,1,16.86,55439.4,17.368799999999894,1,0,17.21199999999994,17.222857142857595,-62.33744998,first_buy,go_long,go_long,do_nothing,do_nothing,go_short,go_short,trailing_stop_loss,do_nothing
214,ENS/USDT:USDT,2022-09-13 13:00:00+00:00,14.25,14.31,14.64783790285412,14.716364138248556,13.88,1,14.07,32728.3,14.724799999999886,0,0,14.613999999999994,14.69142857142897,46.72529495,first_buy,go_long,go_long,do_nothing,do_nothing,go_short,go_short,trailing_stop_loss,go_long
215,ENS/USDT:USDT,2022-08-01 13:15:00+00:00,14.05,14.09,14.268352442359728,14.4122838642044,13.86,1,13.86,14646.4,14.448799999999869,0,0,14.19,14.248571428571854,-1.7813852,first_buy,go_long,go_long,do_nothing,do_nothing,go_short,go_short,trailing_stop_loss,do_nothing
216,ENS/USDT:USDT,2022-06-10 12:45:00+00:00,11.61,11.61,11.441835070135332,11.482170718106856,10.85,1,11.14,150759.5,11.489599999999903,1,0,11.462,11.451428571429023,57.47640248,first_buy,go_long,go_long,do_nothing,do_nothing,go_short,go_short,trailing_stop_loss,go_long
217,ENS/USDT:USDT,2022-05-03 17:00:00+00:00,23.08,23.17,24.020913524336574,24.589059898382157,22.73,1,22.8,74409.2,24.941199999999935,0,0,23.367999999999988,23.52571428571475,-119.25784346,first_buy,go_long,go_long,do_nothing,do_nothing,go_short,go_short,trailing_stop_loss,do_nothing
218,ENS/USDT:USDT,2022-04-01 02:30:00+00:00,17.97,18.06,18.046298052739356,18.197409080955595,17.38,1,17.52,8269.1,18.157999999999937,0,0,17.947999999999993,18.062857142857457,69.81621455,first_buy,go_long,go_long,do_nothing,do_nothing,go_short,go_short,trailing_stop_loss,go_long
219,ENS/USDT:USDT,2022-02-21 22:00:00+00:00,14.83,14.86,14.933643980049782,15.08678420169766,14.22,1,14.29,9140.0,15.155599999999946,0,0,14.858000000000033,14.915714285714529,51.32859633,first_buy,go_long,go_long,do_nothing,do_nothing,go_short,go_short,trailing_stop_loss,go_long
220,ENS/USDT:USDT,2022-01-17 21:45:00+00:00,24.56,24.64,24.814412294957496,25.02420908471761,23.66,1,24.19,6062.9,24.973199999999903,0,0,24.710000000000026,24.785714285714445,-94.94201608,first_buy,go_long,go_long,do_nothing,do_nothing,go_short,go_short,trailing_stop_loss,do_nothing
221,ENS/USDT:USDT,2021-12-14 19:30:00+00:00,38.02,38.04,38.97665165243416,39.56937873082212,37.85,1,37.93,2183.8,39.76639999999993,0,0,38.36600000000016,38.62428571428586,-91.95248708,first_buy,go_long,go_long,do_nothing,do_nothing,go_short,go_short,trailing_stop_loss,do_nothing
222,ENS/USDT:USDT,2021-11-12 12:15:00+00:00,53.34,54.25,54.80932339988074,56.27440170940171,53.18,0,53.69,2934.8,56.1672,0,0,54.01800000000001,53.97142857142857,-75.31704379,first_buy,go_long,go_long,do_nothing,do_nothing,go_short,go_short,trailing_stop_loss,do_nothing
223,ARB/USDT:USDT,2024-01-10 21:15:00+00:00,2.1324,2.2326,2.0706598282466646,2.034243028855443,2.1164,0,2.2034,12246207.7,2.0277000000000034,0,0,2.0861799999999944,2.081699999999976,18.26204197,second_buy,go_long,go_long,do_nothing,do_nothing,do_nothing,go_long,trailing_stop_loss,go_short
224,EGLD/USDT:USDT,2024-01-03 12:15:00+00:00,66.69,66.69,67.04533999895246,68.54792861605361,49.39,1,56.31,140417.48,69.33120000000075,0,0,65.43200000000081,66.71999999999791,-10.5340961,second_buy,go_short,go_short,do_nothing,go_short,do_nothing,go_long,trailing_stop_loss,do_nothing
225,ENS/USDT:USDT,2023-02-06 05:30:00+00:00,14.98,14.98,15.065859205465353,15.14510819512522,14.59,1,14.75,29577.8,15.197999999999888,0,0,15.00199999999991,15.04142857142898,-39.6293398,first_buy,go_long,go_long,do_nothing,do_nothing,go_short,go_short,trailing_stop_loss,do_nothing
226,EGLD/USDT:USDT,2023-12-24 04:30:00+00:00,71.3,73.98,69.53415068114906,68.10940364226244,70.83,0,73.16,24664.16,67.94200000000075,1,0,70.4220000000006,69.84714285714077,26.0894603,second_buy,go_short,go_short,do_nothing,go_short,do_nothing,go_long,trailing_stop_loss,go_short
227,EGLD/USDT:USDT,2023-12-03 14:30:00+00:00,49.79,53.31,48.34992044101222,47.661244946696975,49.61,0,52.27,198710.39,47.49800000000075,0,0,48.82000000000048,48.31714285714062,-52.61193649,second_buy,go_short,go_short,do_nothing,go_short,do_nothing,go_long,trailing_stop_loss,do_nothing
228,EGLD/USDT:USDT,2023-11-05 00:15:00+00:00,34.8,43.25,35.68535863323292,34.94752732569066,34.75,0,41.85,471185.38,34.64600000000068,0,0,36.15000000000053,35.728571428569246,-51.10221608,second_buy,go_short,go_short,do_nothing,go_short,do_nothing,go_long,trailing_stop_loss,do_nothing
229,EGLD/USDT:USDT,2023-10-23 20:30:00+00:00,28.35,28.4,28.11867341978085,27.886058498611145,28.25,1,28.25,2688.5,27.79000000000068,0,0,28.27000000000044,28.26428571428352,-82.24719492,second_buy,go_short,go_short,do_nothing,go_short,do_nothing,go_long,trailing_stop_loss,do_nothing
230,EGLD/USDT:USDT,2023-09-03 02:45:00+00:00,24.75,24.75,24.74789668806688,24.726278791858796,24.75,0,24.75,72.26,24.74000000000068,0,0,24.74000000000053,24.74999999999781,-31.26702723,second_buy,go_short,go_short,do_nothing,go_short,do_nothing,go_long,trailing_stop_loss,do_nothing
231,AVAX/USDT:USDT,2021-09-15 15:15:00+00:00,52.41,52.595,52.54102210414659,52.90981481481481,52.205,0,52.595,2921.5,52.8426,0,0,52.447,52.48214285714284,20.79782892,first_buy,go_long,go_long,go_long,do_nothing,go_short,go_short,trailing_stop_loss,go_long
232,AVAX/USDT:USDT,2021-10-27 08:15:00+00:00,65.715,65.715,66.29892396801583,67.43865553757121,55.925,1,60.055,138878.1,67.78640000000001,0,0,65.14200000000002,66.03285714285737,150.19665256,first_buy,go_long,go_long,go_long,do_nothing,go_short,go_short,trailing_stop_loss,go_long
233,AVAX/USDT:USDT,2021-11-26 12:15:00+00:00,102.825,103.91,105.43582274570196,108.38423884093308,101.12,0,102.515,23563.8,109.09799999999996,0,0,103.8759999999997,104.2292857142862,-10.57728163,first_buy,go_long,go_long,go_long,do_nothing,go_short,go_short,trailing_stop_loss,do_nothing
234,AVAX/USDT:USDT,2022-01-05 20:00:00+00:00,100.65,100.89,101.88815812220022,103.1402009298666,97.715,1,98.275,68107.9,103.66640000000012,0,0,100.8839999999996,101.38642857142888,-42.37130505,first_buy,go_long,go_long,go_long,do_nothing,go_short,go_short,trailing_stop_loss,do_nothing
235,AVAX/USDT:USDT,2022-02-11 23:00:00+00:00,80.87,80.905,82.45154894776847,84.45429053469074,80.0,0,80.435,5524.1,84.91600000000025,0,0,81.27099999999987,81.79928571428592,17.15858298,first_buy,go_long,go_long,go_long,do_nothing,go_short,go_short,trailing_stop_loss,go_long
236,AVAX/USDT:USDT,2022-04-06 00:30:00+00:00,88.625,89.655,90.97136602465852,91.9592694589636,86.08,1,88.45,66251.8,92.13800000000046,0,0,90.20999999999978,90.7314285714292,-88.45326735,first_buy,go_long,go_long,go_long,do_nothing,go_short,go_short,trailing_stop_loss,do_nothing
237,AVAX/USDT:USDT,2022-05-07 23:00:00+00:00,54.375,54.44,55.32693199163,55.99588407599393,53.07,1,53.805,77312.5,56.36820000000046,0,0,54.566999999999474,54.92071428571504,-135.39114995,first_buy,go_long,go_long,go_long,do_nothing,go_short,go_short,trailing_stop_loss,do_nothing
238,EGLD/USDT:USDT,2023-03-18 10:15:00+00:00,45.75,46.05,45.242243178438464,44.95139436292241,45.55,0,45.7,6401.54,44.98000000000068,0,0,45.56000000000048,45.35714285714045,-4.32057373,second_buy,go_short,go_short,do_nothing,go_short,do_nothing,go_long,trailing_stop_loss,do_nothing
239,EGLD/USDT:USDT,2023-02-16 15:30:00+00:00,46.5,54.25,47.4011537094494,47.07403640520943,46.45,0,52.55,158200.7,47.00400000000063,0,0,47.47000000000041,47.12142857142622,28.95750578,second_buy,go_short,go_short,do_nothing,go_short,do_nothing,go_long,trailing_stop_loss,go_short
240,EGLD/USDT:USDT,2023-12-10 02:00:00+00:00,63.63,66.04,61.02997601091496,59.37778987316175,62.86,0,65.94,58020.71,58.81480000000073,0,0,62.26600000000048,61.54142857142638,-23.64464602,second_buy,go_short,go_short,do_nothing,go_short,do_nothing,go_long,trailing_stop_loss,do_nothing
241,GMX/USDT:USDT,2022-11-30 23:30:00+00:00,47.455,48.955,47.18377156384622,46.657524741605336,47.3,0,48.585,7435.85,46.52539999999989,1,0,47.56199999999984,47.33857142857146,-33.90705872,second_buy,go_short,go_short,do_nothing,go_long,do_nothing,go_long,trailing_stop_loss,do_nothing
242,ENS/USDT:USDT,2023-03-15 16:45:00+00:00,12.54,12.64,12.891908323551515,13.165332487562528,12.26,1,12.31,16967.2,13.215999999999887,0,0,12.621999999999854,12.780000000000417,1.50726252,first_buy,go_long,go_long,do_nothing,do_nothing,go_short,go_short,trailing_stop_loss,go_long
243,ENS/USDT:USDT,2023-06-05 16:15:00+00:00,9.36,9.41,9.724217628928402,9.828370383026469,8.82,1,9.21,139592.9,9.8651999999998,0,0,9.621999999999948,9.727142857143308,-13.21624623,first_buy,go_long,go_long,do_nothing,do_nothing,go_short,go_short,trailing_stop_loss,do_nothing
244,GMX/USDT:USDT,2022-11-10 05:15:00+00:00,29.06,30.0,29.01444141097893,28.720584413973967,29.06,0,30.0,180.04,28.16159999999985,0,0,29.295999999999868,29.281428571428695,-71.12753501,second_buy,go_short,go_short,do_nothing,go_long,do_nothing,go_long,trailing_stop_loss,do_nothing
245,ARB/USDT:USDT,2023-11-09 23:15:00+00:00,1.1704,1.2028,1.142697577844933,1.1248765302223618,1.1616,0,1.2015,4517386.6,1.1166439999999995,0,0,1.1610399999999956,1.1507428571428426,-4.81869172,second_buy,go_long,go_long,do_nothing,do_nothing,do_nothing,go_long,trailing_stop_loss,do_nothing
246,ARB/USDT:USDT,2023-12-12 23:30:00+00:00,1.2403,1.2582,1.1959522442340025,1.1733224311376125,1.2317,0,1.2477,4897680.5,1.157336000000001,0,0,1.217799999999997,1.2064857142856944,-28.44980861,second_buy,go_long,go_long,do_nothing,do_nothing,do_nothing,go_long,trailing_stop_loss,do_nothing
247,ARB/USDT:USDT,2023-12-22 21:30:00+00:00,1.3832,1.4065,1.3744330890858891,1.364048832634172,1.38,0,1.4048,2947507.3,1.3661720000000015,0,0,1.378159999999996,1.372799999999975,-43.5278121,second_buy,go_long,go_long,do_nothing,do_nothing,do_nothing,go_long,trailing_stop_loss,do_nothing
