,open (entry),high (entry),ema-26 (entry),ema-12 (entry),low (entry),mean-grad-hist (entry),close (entry),volume (entry),sma-25 (entry),long_jcrosk (entry),short_kdj (entry),imit-enter-short (entry),sma-05 (entry),sma-07 (entry),imit-exit-short (entry),nlp-enter-long (entry),nlp-enter-short (entry),profit_abs,enter_reason,long-small-rl (entry),short-small-rl (entry),long-large-rl (entry),short-large-rl (entry),long-bid-rl (entry),short-bid-rl (entry),exit_reason,action,nlp-exit-short (entry)
375,0.3676,0.3707,0.3702169620367228,0.371705752956906,0.3654,0,0.3701,20345.0,0.3726560000000222,0,0,go_short,0.3689399999999897,0.3691857142857079,go_short,go_short,go_short,0.04567589,second_buy,go_long,go_short,go_short,go_short,go_short,go_short,roi,go_short,go_short
376,0.3708,0.3708,0.3738647745714519,0.3764919854340988,0.3669,1,0.3669,18262.0,0.3765760000000223,0,0,go_short,0.3714599999999889,0.3731285714285643,go_short,go_short,go_short,0.36561719,second_buy,go_long,go_short,go_short,go_short,go_short,go_short,roi,go_short,go_short
377,258.8,258.8,259.7907834129458,260.54902808078754,256.45,1,257.2,6338.0,260.19799999999947,0,0,go_short,258.8999999999971,259.5642857142881,go_short,go_short,go_short,0.275886,second_buy,go_short,go_short,do_nothing,do_nothing,go_short,go_short,roi,go_short,go_short
378,0.3319,0.3338,0.3330898662194655,0.3432804679078716,0.331,0,0.332,31319.0,0.3442560000000225,0,0,go_short,0.327819999999989,0.3278142857142786,go_short,go_short,go_short,0.2104481,second_buy,go_long,go_short,go_short,go_short,go_short,go_short,roi,go_short,go_short
379,0.3208,0.3292,0.3274331227545731,0.3322096442467804,0.3198,0,0.329,215917.0,0.3286040000000225,0,0,go_short,0.3253799999999889,0.3264142857142787,go_short,go_short,go_short,0.06073417,second_buy,go_long,go_short,go_short,go_short,go_short,go_short,roi,go_short,go_short
380,0.426,0.4262,0.4247663191657944,0.4271671391116579,0.4135,1,0.415,238226.0,0.4278800000000218,1,0,go_short,0.423659999999989,0.4242285714285654,go_short,go_short,go_short,0.03675637,second_buy,go_long,go_short,go_short,go_short,go_short,go_short,roi,go_short,go_short
381,0.4256,0.4269,0.4597780065182905,0.4762876118708513,0.4019,1,0.4112,312660.0,0.4823600000000216,0,0,go_short,0.4473199999999867,0.457214285714279,go_short,go_short,go_short,0.06381403,second_buy,go_long,go_short,go_short,go_short,go_short,go_short,roi,go_short,go_short
382,0.4769,0.482,0.4915703534135547,0.4984013094852809,0.4651,1,0.4743,261232.0,0.5018440000000215,0,0,go_short,0.4842599999999867,0.4880857142857076,go_short,go_short,go_short,0.483995,second_buy,go_long,go_short,go_short,go_short,go_short,go_short,roi,go_short,go_short
383,0.5205000000000001,0.521,0.530489132447653,0.5483111665964844,0.4351,1,0.4685,1563454.0,0.5530160000000215,0,0,go_short,0.5154799999999864,0.5223428571428504,go_short,go_short,go_short,0.020266,second_buy,go_long,go_short,go_short,go_short,go_short,go_short,roi,go_short,go_short
384,0.25535,0.25619,0.2557591082149275,0.2578077295063892,0.25535,0,0.25565,2837.0,0.258583600000021,0,0,go_short,0.2551199999999901,0.2546614285714229,go_short,go_short,go_short,0.0642315,second_buy,go_long,go_short,go_short,go_short,go_short,go_short,roi,go_short,go_short
385,0.25315,0.25315,0.2531183863715118,0.2544762634010637,0.25215,0,0.2525,12240.0,0.253885200000021,0,0,go_short,0.25273999999999,0.2527971428571373,go_short,go_short,go_short,0.0308874,second_buy,go_long,go_short,go_short,go_short,go_short,go_short,roi,go_short,go_short
386,0.25103,0.25171,0.2533607961569713,0.2551741777341064,0.24846,1,0.24904,13629.0,0.2559976000000208,0,0,go_short,0.2517439999999899,0.2524457142857087,go_short,go_short,go_short,0.0292926,second_buy,go_long,go_short,go_short,go_short,go_short,go_short,roi,go_short,go_short
387,0.24952,0.24959,0.2510842245804287,0.2517747171715009,0.24619,1,0.24868,30192.0,0.252170000000021,0,0,go_short,0.2502119999999899,0.250671428571423,go_short,go_short,go_short,0.0286572,second_buy,go_long,go_short,go_short,go_short,go_short,go_short,roi,go_short,go_short
388,0.25055,0.25055,0.2507122083866175,0.2512020226898524,0.24704,1,0.24819,51413.0,0.2511812000000207,0,0,go_short,0.2503879999999893,0.2505328571428513,go_short,go_short,go_short,0.0520791,second_buy,go_long,go_short,go_short,go_short,go_short,go_short,roi,go_short,go_short
389,0.2459,0.24606,0.2467405213764681,0.248034512432701,0.24555,0,0.2459,1409.0,0.2483060000000206,0,0,go_short,0.2459559999999891,0.2459314285714227,go_short,go_short,go_short,0.0291843,second_buy,go_long,go_short,go_short,go_short,go_short,go_short,roi,go_short,go_short
390,0.24464,0.24483,0.2450244388399848,0.2455352601612691,0.24398,1,0.2441,5577.0,0.2450048000000207,0,0,go_short,0.2448519999999892,0.245067142857137,go_short,go_short,go_short,0.0280932,second_buy,go_long,go_short,go_short,go_short,go_short,go_short,roi,go_short,go_short
391,0.26165,0.26213,0.2613818346897837,0.264766450720157,0.26114,0,0.26156,14104.0,0.2621284000000208,0,0,go_short,0.26056799999999,0.2606157142857087,go_short,go_short,go_short,0.0302052,second_buy,go_long,go_short,go_short,go_short,go_short,go_short,roi,go_short,go_short
392,0.24351,0.24389,0.2444655658801403,0.2448758906315389,0.24246,1,0.24344,9977.0,0.2451420000000208,0,0,go_short,0.244155999999989,0.2443271428571372,go_short,go_short,go_short,0.0276975,second_buy,go_long,go_short,go_short,go_short,go_short,go_short,roi,go_short,go_short
393,0.24105,0.24118,0.2412997299641126,0.241625537413171,0.2407,1,0.2407,5432.0,0.2412868000000207,0,0,go_short,0.2411939999999891,0.2412757142857085,go_short,go_short,go_short,0.07641447,second_buy,go_long,go_short,go_short,go_short,go_short,go_short,roi,go_short,go_short
394,0.27281,0.27347,0.2740865402586543,0.2833946028410328,0.21599,1,0.23321,851328.0,0.285342000000022,0,0,go_short,0.2675719999999897,0.2720185714285669,go_short,go_short,go_short,0.06488094,second_buy,go_long,go_short,go_short,go_short,go_short,go_short,roi,go_short,go_short
395,0.4554,0.4596,0.4473973722667035,0.4435870991451083,0.4549,0,0.459,56076.0,0.4404560000000223,0,0,go_short,0.4524799999999892,0.4500714285714242,go_short,go_short,go_short,0.029857,second_buy,go_long,go_short,go_short,go_short,go_short,go_short,roi,go_short,go_short
396,0.4552,0.4565,0.4535301128140225,0.4507708212202649,0.4544,0,0.4565,15557.0,0.4518680000000222,0,0,go_short,0.4549599999999892,0.4548999999999957,go_short,go_short,go_short,0.03433388,second_buy,go_long,go_short,go_short,go_short,go_short,go_short,roi,go_short,go_short
397,0.4716,0.4722,0.4814357831138365,0.4903658887018719,0.4639,1,0.4678,38381.0,0.4912520000000221,1,0,go_short,0.474879999999987,0.4779571428571414,go_short,go_short,go_short,0.023865,second_buy,go_long,go_short,go_short,go_short,go_short,go_short,roi,go_short,go_short
398,0.4712,0.4716,0.4760719100787453,0.479159915949726,0.4672,1,0.4687,18739.0,0.4810000000000221,1,0,go_short,0.4725599999999889,0.474271428571427,go_short,go_short,go_short,0.11476,second_buy,go_long,go_short,go_short,go_short,go_short,go_short,roi,go_short,go_short
399,0.4558,0.4596,0.4590631648040854,0.4638235369240448,0.4537,0,0.4591,12023.0,0.4636800000000221,0,0,go_short,0.4581399999999889,0.4575571428571413,go_short,go_short,go_short,0.36258536,second_buy,go_long,go_short,go_short,go_short,go_short,go_short,roi,go_short,go_short
